index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,NumRaces,NumUsers,PSC,Power,TimeStamp,User,laccid,netOperators,quality,race_id,ratio,rawPower,segment,segment_end_id,segment_start_id,session_id,source_file,x,y
35,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590703664e+12,Andrey,7765-710,25002.0,,1435906998.0,0.263157894737,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.725781799,55.6119161344
36,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590703664e+12,Andrey,7765-710,25002.0,,1435906998.0,0.270676691729,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.725964446,55.611946543
37,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590703773e+12,Andrey,7765-710,25002.0,,1435906998.0,0.278195488722,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7261470929,55.6119769517
38,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590703877e+12,Andrey,7765-710,25002.0,,1435906998.0,0.285714285714,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7263297399,55.6120073603
39,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.4359070398e+12,Andrey,7765-710,25002.0,,1435906998.0,0.293233082707,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7265123869,55.6120377689
40,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590704086e+12,Andrey,7765-710,25002.0,,1435906998.0,0.300751879699,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7266950339,55.6120681774
41,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590704189e+12,Andrey,7765-710,25002.0,,1435906998.0,0.308270676692,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7268776808,55.612098586
42,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590704189e+12,Andrey,7765-710,25002.0,,1435906998.0,0.315789473684,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7270603278,55.6121289945
43,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590704293e+12,Andrey,7765-710,25002.0,,1435906998.0,0.323308270677,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7272429748,55.612159403
44,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.435907044e+12,Andrey,7765-710,25002.0,,1435906998.0,0.330827067669,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7274256218,55.6121898115
45,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590704504e+12,Andrey,7765-710,25002.0,,1435906998.0,0.338345864662,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7276082688,55.6122202199
46,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.4359070461e+12,Andrey,7765-710,25002.0,,1435906998.0,0.345864661654,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7277909157,55.6122506283
47,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590704726e+12,Andrey,7765-710,25002.0,,1435906998.0,0.353383458647,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7279735627,55.6122810367
48,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590704726e+12,Andrey,7765-710,25002.0,,1435906998.0,0.360902255639,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7281562097,55.6123114451
49,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590704828e+12,Andrey,7765-710,25002.0,,1435906998.0,0.368421052632,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7283388567,55.6123418534
50,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590704932e+12,Andrey,7765-710,25002.0,,1435906998.0,0.375939849624,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7285215036,55.6123722618
51,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590705038e+12,Andrey,7765-710,25002.0,,1435906998.0,0.383458646617,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7287041506,55.6124026701
52,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590705141e+12,Andrey,7765-710,25002.0,,1435906998.0,0.390977443609,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7288867976,55.6124330784
53,1,710,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-103.0,1.43590705244e+12,Andrey,7765-710,25002.0,,1435906998.0,0.398496240602,-103.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7290694446,55.6124634866
54,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-97.0,1.43590708369e+12,Andrey,7765-690,25002.0,,1435906998.0,0.669172932331,-97.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7357803506,55.6132346996
55,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-97.0,1.43590708473e+12,Andrey,7765-690,25002.0,,1435906998.0,0.676691729323,-97.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7359677475,55.6132537777
56,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-97.0,1.43590708579e+12,Andrey,7765-690,25002.0,,1435906998.0,0.684210526316,-97.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7361551444,55.6132728557
57,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-97.3614580879,1.43590708688e+12,Andrey,7765-690,25002.0,,1435906998.0,0.691729323308,-97.3614580879,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7363425413,55.6132919337
58,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-98.9871743935,1.43590708688e+12,Andrey,7765-690,25002.0,,1435906998.0,0.699248120301,-98.9871743935,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7365300606,55.6133104933
59,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590708792e+12,Andrey,7765-690,25002.0,,1435906998.0,0.706766917293,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.736719764,55.6133197958
60,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590708897e+12,Andrey,7765-690,25002.0,,1435906998.0,0.714285714286,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7369094674,55.6133290983
61,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709004e+12,Andrey,7765-690,25002.0,,1435906998.0,0.721804511278,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7370991708,55.6133384008
62,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709109e+12,Andrey,7765-690,25002.0,,1435906998.0,0.729323308271,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7372888742,55.6133477032
63,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709214e+12,Andrey,7765-690,25002.0,,1435906998.0,0.736842105263,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7374785776,55.6133570057
64,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709319e+12,Andrey,7765-690,25002.0,,1435906998.0,0.744360902256,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.737668281,55.6133663082
65,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709319e+12,Andrey,7765-690,25002.0,,1435906998.0,0.751879699248,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7378579844,55.6133756106
66,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709423e+12,Andrey,7765-690,25002.0,,1435906998.0,0.759398496241,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7380476878,55.6133849131
67,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709529e+12,Andrey,7765-690,25002.0,,1435906998.0,0.766917293233,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7382373912,55.6133942155
68,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709639e+12,Andrey,7765-690,25002.0,,1435906998.0,0.774436090226,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7384270946,55.613403518
69,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709749e+12,Andrey,7765-690,25002.0,,1435906998.0,0.781954887218,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.738616798,55.6134128205
70,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709749e+12,Andrey,7765-690,25002.0,,1435906998.0,0.789473684211,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7388065014,55.6134221229
71,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709852e+12,Andrey,7765-690,25002.0,,1435906998.0,0.796992481203,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7389962048,55.6134314254
72,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.0,1.43590709957e+12,Andrey,7765-690,25002.0,,1435906998.0,0.804511278195,-99.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7391859083,55.6134407278
73,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-99.5029009737,1.43590710379e+12,Andrey,7765-690,25002.0,,1435906998.0,0.812030075188,-99.5029009737,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7393756117,55.6134500302
74,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-100.339269955,1.43590710379e+12,Andrey,7765-690,25002.0,,1435906998.0,0.81954887218,-100.339269955,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7395653151,55.6134593327
75,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-100.339269955,1.43590710379e+12,Andrey,7765-690,25002.0,,1435906998.0,0.827067669173,-101.175638936,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7397550185,55.6134686351
76,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-100.339269955,1.43590710379e+12,Andrey,7765-690,25002.0,,1435906998.0,0.834586466165,-102.012007917,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7399447219,55.6134779376
77,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-100.339269955,1.43590710379e+12,Andrey,7765-690,25002.0,,1435906998.0,0.842105263158,-102.848376898,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7401344253,55.61348724
78,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-98.7732800392,1.43590710481e+12,Andrey,7765-690,25002.0,,1435906998.0,0.84962406015,-98.7732800392,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7403241287,55.6134965424
79,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-91.3455481543,1.43590710584e+12,Andrey,7765-690,25002.0,,1435906998.0,0.857142857143,-91.3455481543,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7405138321,55.6135058449
80,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-82.8970234459,1.4359071069e+12,Andrey,7765-690,25002.0,,1435906998.0,0.864661654135,-82.8970234459,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7407035355,55.6135151473
81,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-74.5395534871,1.43590710793e+12,Andrey,7765-690,25002.0,,1435906998.0,0.872180451128,-74.5395534871,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7408932389,55.6135244497
82,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-65.8585806885,1.43590710903e+12,Andrey,7765-690,25002.0,,1435906998.0,0.87969924812,-65.8585806885,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7410829423,55.6135337521
83,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-56.1668101311,1.43590710903e+12,Andrey,7765-690,25002.0,,1435906998.0,0.887218045113,-56.1668101311,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7412726457,55.6135430546
84,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-53.4848213718,1.43590711005e+12,Andrey,7765-690,25002.0,,1435906998.0,0.894736842105,-53.4848213718,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7414623491,55.613552357
85,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-53.2239937404,1.43590711109e+12,Andrey,7765-690,25002.0,,1435906998.0,0.902255639098,-53.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7416520525,55.6135616594
86,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-53.2239937404,1.43590711317e+12,Andrey,7765-690,25002.0,,1435906998.0,0.90977443609,-53.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7418417559,55.6135709618
87,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-53.2239937404,1.43590711421e+12,Andrey,7765-690,25002.0,,1435906998.0,0.917293233083,-53.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7420314594,55.6135802642
88,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-53.2239937404,1.43590711526e+12,Andrey,7765-690,25002.0,,1435906998.0,0.924812030075,-53.2239937404,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7422211628,55.6135895667
89,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-55.3398532579,1.43590711633e+12,Andrey,7765-690,25002.0,,1435906998.0,0.932330827068,-55.3398532579,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7424110389,55.613597663
90,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-55.9327907464,1.43590711749e+12,Andrey,7765-690,25002.0,,1435906998.0,0.93984962406,-59.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7426009235,55.6136057005
91,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-55.9327907464,1.43590711851e+12,Andrey,7765-690,25002.0,,1435906998.0,0.947368421053,-59.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.742790808,55.6136137379
92,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-55.9327907464,1.43590711955e+12,Andrey,7765-690,25002.0,,1435906998.0,0.954887218045,-59.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7429806926,55.6136217754
93,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-55.9327907464,1.4359071206e+12,Andrey,7765-690,25002.0,,1435906998.0,0.962406015038,-55.9327907464,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7431705772,55.6136298128
94,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-54.3389444663,1.43590712272e+12,Andrey,7765-690,25002.0,,1435906998.0,0.96992481203,-53.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7433604617,55.6136378503
95,1,690,,7765,250.0,2.0,ServiceLog,2G,EDGE,1,1.0,-1.0,-53.0,1.43590712481e+12,Andrey,7765-690,25002.0,,1435906998.0,0.977443609023,-53.0,021-020,20,21,77603657.0,021-020-201507031003-Andrey-move.csv,37.7435503463,55.6136458877
