,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,x,y
0,1,3781,22 окт. 2015 г. 20:52:00,393,100,250,1,Проспект Просвещения 3,2G,EDGE,-1,-51,1445536320683,lena ,1445536321,0.0,038$,$039,119655405,30.332511578515245,60.051397340670185
1,250-1-100-3781,-1,22 окт. 2015 г. 20:52:00,393,-1,-1,-1,Проспект Просвещения 3,2G,EDGE,-1,-63,1445536320683,lena ,1445536321,0.0,038$,$039,119655405,30.332511578515245,60.051397340670185
2,1,3781,22 окт. 2015 г. 20:52:01,,100,250,1,ServiceLog,2G,EDGE,-1,-51,1445536321151,lena ,1445536321,9.468289508793488e-05,038$,$039,119655405,30.332510830423736,60.05139593496854
3,250-1-100-3781,-1,22 окт. 2015 г. 20:52:01,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-63,1445536321151,lena ,1445536321,9.468289508793488e-05,038$,$039,119655405,30.332510830423736,60.05139593496854
4,1,3781,22 окт. 2015 г. 20:52:02,,100,250,1,ServiceLog,2G,EDGE,-1,-55,1445536322174,lena ,1445536321,0.0009610261234261263,038$,$039,119655405,30.33250398542797,60.05138307287371
5,250-1-100-3781,-1,22 окт. 2015 г. 20:52:02,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-63,1445536322174,lena ,1445536321,0.0009610261234261263,038$,$039,119655405,30.33250398542797,60.05138307287371
6,1,3781,22 окт. 2015 г. 20:52:03,,100,250,1,ServiceLog,2G,EDGE,-1,-55,1445536323214,lena ,1445536321,0.0027692629709187813,038$,$039,119655405,30.332489698511242,60.05135622701514
7,250-1-100-3781,-1,22 окт. 2015 г. 20:52:03,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-63,1445536323214,lena ,1445536321,0.0027692629709187813,038$,$039,119655405,30.332489698511242,60.05135622701514
8,1,3781,22 окт. 2015 г. 20:52:04,,100,250,1,ServiceLog,2G,EDGE,-1,-55,1445536324240,lena ,1445536321,0.0054695003470613835,038$,$039,119655405,30.33246836387988,60.05131613809408
9,250-1-100-3781,-1,22 окт. 2015 г. 20:52:04,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-63,1445536324240,lena ,1445536321,0.0054695003470613835,038$,$039,119655405,30.33246836387988,60.05131613809408
10,1,3781,22 окт. 2015 г. 20:52:05,,100,250,1,ServiceLog,2G,EDGE,-1,-55,1445536325254,lena ,1445536321,0.009032383299113189,038$,$039,119655405,30.332440213467986,60.05126324187992
11,250-1-100-3781,-1,22 окт. 2015 г. 20:52:05,,-1,-1,-1,ServiceLog,2G,EDGE,-1,-63,1445536325254,lena ,1445536321,0.009032383299113189,038$,$039,119655405,30.332440213467986,60.05126324187992
12,1,3781,22 окт. 2015 г. 20:52:06,,100,250,1,ServiceLog,2G,EDGE,-1,-51,1445536326267,lena ,1445536321,0.013479405622405013,038$,$039,119655405,30.332405077452627,60.05119721920334
