,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,x,y
0,1,3821,22 окт. 2015 г. 21:40:48,473,100,250,1,Площадь Александра Невского (зел) 3,2G,EDGE,-1,-109,1445539249222,lena ,1445539248,0.0,046$,$047,119655405,30.385342810855157,59.924196178788726
1,250-1-100-3821,14125,22 окт. 2015 г. 21:40:48,473,7803,250,2,Площадь Александра Невского (зел) 3,2G,EDGE,-1,-63,1445539249222,lena ,1445539248,0.0,046$,$047,119655405,30.385342810855157,59.924196178788726
2,1,3821,22 окт. 2015 г. 21:40:49,,100,250,1,ServiceLog,2G,EDGE,-1,-109,1445539249894,lena ,1445539248,5.879630976891188e-05,046$,$047,119655405,30.38534553384725,59.92419471256224
3,250-1-100-3821,14125,22 окт. 2015 г. 21:40:49,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539249894,lena ,1445539248,5.879630976891188e-05,046$,$047,119655405,30.38534553384725,59.92419471256224
4,1,3821,22 окт. 2015 г. 21:40:50,,100,250,1,ServiceLog,2G,EDGE,-1,-109,1445539250952,lena ,1445539248,0.0003896758753261002,046$,$047,119655405,30.385360857639583,59.924186461288336
5,250-1-100-3821,14125,22 окт. 2015 г. 21:40:50,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539250952,lena ,1445539248,0.0003896758753261002,046$,$047,119655405,30.385360857639583,59.924186461288336
6,1,3821,22 окт. 2015 г. 21:40:52,,100,250,1,ServiceLog,2G,EDGE,-1,-109,1445539252085,lena ,1445539248,0.0010672202242685037,046$,$047,119655405,30.385392236273926,59.92416956509197
7,250-1-100-3821,14125,22 окт. 2015 г. 21:40:52,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539252085,lena ,1445539248,0.0010672202242685037,046$,$047,119655405,30.385392236273926,59.92416956509197
8,1,3821,22 окт. 2015 г. 21:40:53,,100,250,1,ServiceLog,2G,EDGE,-1,-109,1445539253111,lena ,1445539248,0.0019691882228153423,046$,$047,119655405,30.38543494688552,59.924147526558635
9,250-1-100-3821,14125,22 окт. 2015 г. 21:40:53,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539253111,lena ,1445539248,0.0019691882228153423,046$,$047,119655405,30.38543494688552,59.924147526558635
10,1,3821,22 окт. 2015 г. 21:40:54,,100,250,1,ServiceLog,2G,EDGE,-1,-109,1445539254140,lena ,1445539248,0.003149114065346385,046$,$047,119655405,30.385490158257,59.9241183763389
11,250-1-100-3821,14125,22 окт. 2015 г. 21:40:54,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539254140,lena ,1445539248,0.003149114065346385,046$,$047,119655405,30.385490158257,59.9241183763389
12,1,3821,22 окт. 2015 г. 21:40:55,,100,250,1,ServiceLog,2G,EDGE,-1,-109,1445539255159,lena ,1445539248,0.004589288996744513,046$,$047,119655405,30.385556856161443,59.9240824620777
13,250-1-100-3821,14125,22 окт. 2015 г. 21:40:55,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539255159,lena ,1445539248,0.004589288996744513,046$,$047,119655405,30.385556856161443,59.9240824620777
14,1,3821,22 окт. 2015 г. 21:40:56,,100,250,1,ServiceLog,2G,EDGE,-1,-109,1445539256172,lena ,1445539248,0.0062889902138996544,046$,$047,119655405,30.385635857834462,59.924040209177484
15,250-1-100-3821,14125,22 окт. 2015 г. 21:40:56,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539256172,lena ,1445539248,0.0062889902138996544,046$,$047,119655405,30.385635857834462,59.924040209177484
16,1,3821,22 окт. 2015 г. 21:40:57,,100,250,1,ServiceLog,2G,EDGE,-1,-109,1445539257183,lena ,1445539248,0.008251759729139468,046$,$047,119655405,30.38572722367002,59.92399148071105
17,250-1-100-3821,14125,22 окт. 2015 г. 21:40:57,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539257183,lena ,1445539248,0.008251759729139468,046$,$047,119655405,30.38572722367002,59.92399148071105
18,1,3821,22 окт. 2015 г. 21:40:58,,100,250,1,ServiceLog,2G,EDGE,-1,-109,1445539258197,lena ,1445539248,0.010487699426445502,046$,$047,119655405,30.385863385069694,59.92395793213043
19,250-1-100-3821,14125,22 окт. 2015 г. 21:40:58,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539258197,lena ,1445539248,0.010487699426445502,046$,$047,119655405,30.385863385069694,59.92395793213043
20,1,3821,22 окт. 2015 г. 21:40:59,,100,250,1,ServiceLog,2G,EDGE,-1,-109,1445539259204,lena ,1445539248,0.012973180023313331,046$,$047,119655405,30.38601571997049,59.92392130838538
21,250-1-100-3821,14125,22 окт. 2015 г. 21:40:59,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539259204,lena ,1445539248,0.012973180023313331,046$,$047,119655405,30.38601571997049,59.92392130838538
22,1,3821,22 окт. 2015 г. 21:41:00,,100,250,1,ServiceLog,2G,EDGE,-1,-109,1445539260218,lena ,1445539248,0.015742756214588014,046$,$047,119655405,30.38618546706683,59.9238804984226
23,250-1-100-3821,14125,22 окт. 2015 г. 21:41:00,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539260218,lena ,1445539248,0.015742756214588014,046$,$047,119655405,30.38618546706683,59.9238804984226
24,1,3821,22 окт. 2015 г. 21:41:01,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539261235,lena ,1445539248,0.018789458265371473,046$,$047,119655405,30.38637219918425,59.92383560492652
25,250-1-100-3821,14125,22 окт. 2015 г. 21:41:01,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539261235,lena ,1445539248,0.018789458265371473,046$,$047,119655405,30.38637219918425,59.92383560492652
26,1,3821,22 окт. 2015 г. 21:41:02,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539262260,lena ,1445539248,0.022132642257209286,046$,$047,119655405,30.38657710265538,59.923786342665935
27,250-1-100-3821,14125,22 окт. 2015 г. 21:41:02,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539262260,lena ,1445539248,0.022132642257209286,046$,$047,119655405,30.38657710265538,59.923786342665935
28,1,3821,22 окт. 2015 г. 21:41:03,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539263284,lena ,1445539248,0.02574574676589055,046$,$047,119655405,30.38679854953273,59.92373310300841
29,250-1-100-3821,14125,22 окт. 2015 г. 21:41:03,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539263284,lena ,1445539248,0.02574574676589055,046$,$047,119655405,30.38679854953273,59.92373310300841
30,1,3821,22 окт. 2015 г. 21:41:04,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539264329,lena ,1445539248,0.029714454967160665,046$,$047,119655405,30.387041791331068,59.92367462337667
31,250-1-100-3821,14125,22 окт. 2015 г. 21:41:04,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539264329,lena ,1445539248,0.029714454967160665,046$,$047,119655405,30.387041791331068,59.92367462337667
32,1,3821,22 окт. 2015 г. 21:41:05,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539265357,lena ,1445539248,0.03389606279826427,046$,$047,119655405,30.387298081730155,59.92361300651894
33,250-1-100-3821,14125,22 окт. 2015 г. 21:41:05,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539265357,lena ,1445539248,0.03389606279826427,046$,$047,119655405,30.387298081730155,59.92361300651894
34,1,3821,22 окт. 2015 г. 21:41:06,,100,250,1,ServiceLog,2G,EDGE,-1,-113,1445539266399,lena ,1445539248,0.038415451107641066,046$,$047,119655405,30.387575074666902,59.923546412267214
35,250-1-100-3821,14125,22 окт. 2015 г. 21:41:06,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445539266399,lena ,1445539248,0.038415451107641066,046$,$047,119655405,30.387575074666902,59.923546412267214
36,1,3821,22 окт. 2015 г. 21:41:06,474,100,250,1,Площадь Александра Невского (зел) 4,2G,EDGE,-1,-113,1445539267066,lena ,1445539248,0.038415451107641066,046$,$047,119655405,30.387575074666902,59.923546412267214
