,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,x,y
0,1,14133,22.10.2015 16:49:02,333,7803,250,2,Горьковская 3,2G,GPRS,-1,-61,1445521742313,natalie,1445521742,0.0,032$,$033,552491703,30.31871444722866,59.95615462336025
1,250-2-7803-14133,22395,22.10.2015 16:49:02,333,7803,-1,-1,Горьковская 3,2G,GPRS,-1,-75,1445521742313,natalie,1445521742,0.0,032$,$033,552491703,30.31871444722866,59.95615462336025
2,1,14133,22.10.2015 16:49:03,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1445521743196,natalie,1445521742,0.0002357516504726168,032$,$033,552491703,30.3187175723847,59.95614930692616
3,250-2-7803-14133,22395,22.10.2015 16:49:03,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-75,1445521743196,natalie,1445521742,0.0002357516504726168,032$,$033,552491703,30.3187175723847,59.95614930692616
4,1,14133,22.10.2015 16:49:04,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1445521744219,natalie,1445521742,0.0010984468725518865,032$,$033,552491703,30.318729008390257,59.95612985228397
5,250-2-7803-14133,22395,22.10.2015 16:49:04,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-75,1445521744219,natalie,1445521742,0.0010984468725518865,032$,$033,552491703,30.318729008390257,59.95612985228397
6,1,14133,22.10.2015 16:49:05,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1445521745241,natalie,1445521742,0.0025922407793280964,032$,$033,552491703,30.31874881032607,59.95609616570669
7,250-2-7803-14133,22395,22.10.2015 16:49:05,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1445521745241,natalie,1445521742,0.0025922407793280964,032$,$033,552491703,30.31874881032607,59.95609616570669
8,1,14133,22.10.2015 16:49:06,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1445521746263,natalie,1445521742,0.004717668310125945,032$,$033,552491703,30.31877698528337,59.956048235087465
9,250-2-7803-14133,22395,22.10.2015 16:49:06,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1445521746263,natalie,1445521742,0.004717668310125945,032$,$033,552491703,30.31877698528337,59.956048235087465
10,1,14133,22.10.2015 16:49:07,,7803,250,2,ServiceLog,2G,GPRS,-1,-61,1445521747282,natalie,1445521742,0.007465711660529402,032$,$033,552491703,30.318813413720914,59.95598626372596
11,250-2-7803-14133,22395,22.10.2015 16:49:07,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1445521747282,natalie,1445521742,0.007465711660529402,032$,$033,552491703,30.318813413720914,59.95598626372596
12,1,14133,22.10.2015 16:49:08,,7803,250,2,ServiceLog,2G,GPRS,-1,-57,1445521748304,natalie,1445521742,0.010852550903511973,032$,$033,552491703,30.318858310123957,59.95590988666401
13,250-2-7803-14133,22395,22.10.2015 16:49:08,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-79,1445521748304,natalie,1445521742,0.010852550903511973,032$,$033,552491703,30.318858310123957,59.95590988666401
14,1,14133,22.10.2015 16:49:09,,7803,250,2,ServiceLog,2G,GPRS,-1,-57,1445521749325,natalie,1445521742,0.01486678383391049,032$,$033,552491703,30.318868159266458,59.95581637102093
15,250-2-7803-14133,22395,22.10.2015 16:49:09,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-79,1445521749325,natalie,1445521742,0.01486678383391049,032$,$033,552491703,30.318868159266458,59.95581637102093
