,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,x,y
0,1,22555,01.01.2013 22:51:12,193,7803,250,2,Академическая 3,2G,GPRS,-1,-87,1357069872666,gsmart,1445581216,0.0,018$,$019,103961951,30.395810558842918,60.012930358050795
1,250-2-7803-22555,22555,01.01.2013 22:51:12,193,7803,-1,-1,Академическая 3,2G,GPRS,-1,-87,1357069872666,gsmart,1445581216,0.0,018$,$019,103961951,30.395810558842918,60.012930358050795
2,1,22555,01.01.2013 22:51:13,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069873524,gsmart,1445581216,0.00024913609553360886,018$,$019,103961951,30.395807630505242,60.012927441344964
3,250-2-7803-22555,22555,01.01.2013 22:51:13,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-87,1357069873524,gsmart,1445581216,0.00024913609553360886,018$,$019,103961951,30.395807630505242,60.012927441344964
4,1,22555,01.01.2013 22:51:14,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069874575,gsmart,1445581216,0.001233314866228572,018$,$019,103961951,30.395796062499546,60.01291591928682
5,250-2-7803-22555,22555,01.01.2013 22:51:14,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-87,1357069874575,gsmart,1445581216,0.001233314866228572,018$,$019,103961951,30.395796062499546,60.01291591928682
6,1,22555,01.01.2013 22:51:15,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069875608,gsmart,1445581216,0.0029291891642822874,018$,$019,103961951,30.39577612924745,60.012896065199214
7,250-2-7803-22555,22555,01.01.2013 22:51:15,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-85,1357069875608,gsmart,1445581216,0.0029291891642822874,018$,$019,103961951,30.39577612924745,60.012896065199214
8,1,22555,01.01.2013 22:51:16,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069876644,gsmart,1445581216,0.005355396507616001,018$,$019,103961951,30.39573320358108,60.01287665044849
9,250-2-7803-22555,22555,01.01.2013 22:51:16,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-85,1357069876644,gsmart,1445581216,0.005355396507616001,018$,$019,103961951,30.39573320358108,60.01287665044849
10,1,22555,01.01.2013 22:51:17,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069877675,gsmart,1445581216,0.008491103056432966,018$,$019,103961951,30.395653480439545,60.01286668505628
11,250-2-7803-22555,22555,01.01.2013 22:51:17,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-85,1357069877675,gsmart,1445581216,0.008491103056432966,018$,$019,103961951,30.395653480439545,60.01286668505628
12,1,22555,01.01.2013 22:51:18,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069878710,gsmart,1445581216,0.012362632814764197,018$,$019,103961951,30.39555558251814,60.012853406798314
13,250-2-7803-22555,22555,01.01.2013 22:51:18,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-85,1357069878710,gsmart,1445581216,0.012362632814764197,018$,$019,103961951,30.39555558251814,60.012853406798314
14,1,22555,01.01.2013 22:51:19,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069879759,gsmart,1445581216,0.01702636654166635,018$,$019,103961951,30.3954384163499,60.012836014987144
15,250-2-7803-22555,22555,01.01.2013 22:51:19,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-85,1357069879759,gsmart,1445581216,0.01702636654166635,018$,$019,103961951,30.3954384163499,60.012836014987144
16,1,22555,01.01.2013 22:51:20,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069880795,gsmart,1445581216,0.022363321364677915,018$,$019,103961951,30.395304336965594,60.0128161126153
17,250-2-7803-22555,22555,01.01.2013 22:51:20,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-87,1357069880795,gsmart,1445581216,0.022363321364677915,018$,$019,103961951,30.395304336965594,60.0128161126153
18,1,22555,01.01.2013 22:51:21,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069881824,gsmart,1445581216,0.028383327956429664,018$,$019,103961951,30.39515309739095,60.012793663018016
19,250-2-7803-22555,22555,01.01.2013 22:51:21,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-87,1357069881824,gsmart,1445581216,0.028383327956429664,018$,$019,103961951,30.39515309739095,60.012793663018016
20,1,22555,01.01.2013 22:51:22,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069882859,gsmart,1445581216,0.035161394652500025,018$,$019,103961951,30.394982813204646,60.01276838647137
21,250-2-7803-22555,22555,01.01.2013 22:51:22,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-87,1357069882859,gsmart,1445581216,0.035161394652500025,018$,$019,103961951,30.394982813204646,60.01276838647137
22,1,22555,01.01.2013 22:51:23,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069883894,gsmart,1445581216,0.042664519442375835,018$,$019,103961951,30.394794313510435,60.01274040603903
23,250-2-7803-22555,22555,01.01.2013 22:51:23,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-87,1357069883894,gsmart,1445581216,0.042664519442375835,018$,$019,103961951,30.394794313510435,60.01274040603903
24,1,22555,01.01.2013 22:51:24,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069884927,gsmart,1445581216,0.05087610249599354,018$,$019,103961951,30.394588015342936,60.012709783617844
25,250-2-7803-22555,22555,01.01.2013 22:51:24,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-87,1357069884927,gsmart,1445581216,0.05087610249599354,018$,$019,103961951,30.394588015342936,60.012709783617844
26,1,22555,01.01.2013 22:51:25,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069885963,gsmart,1445581216,0.059836941405264986,018$,$019,103961951,30.39436289375138,60.01267636705889
27,250-2-7803-22555,22555,01.01.2013 22:51:25,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-87,1357069885963,gsmart,1445581216,0.059836941405264986,018$,$019,103961951,30.39436289375138,60.01267636705889
28,1,22555,01.01.2013 22:51:27,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069887347,gsmart,1445581216,0.07294126898853699,018$,$019,103961951,30.394034565852092,60.012626028856175
29,250-2-7803-22555,22555,01.01.2013 22:51:27,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-87,1357069887347,gsmart,1445581216,0.07294126898853699,018$,$019,103961951,30.394034565852092,60.012626028856175
30,1,22555,01.01.2013 22:51:28,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069888378,gsmart,1445581216,0.08354586998607635,018$,$019,103961951,30.393768976282377,60.01258511471805
31,250-2-7803-22555,22555,01.01.2013 22:51:28,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-87,1357069888378,gsmart,1445581216,0.08354586998607635,018$,$019,103961951,30.393768976282377,60.01258511471805
32,1,22555,01.01.2013 22:51:29,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069889412,gsmart,1445581216,0.09490393371473974,018$,$019,103961951,30.39348451642771,60.01254129355174
33,250-2-7803-22555,22555,01.01.2013 22:51:29,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-87,1357069889412,gsmart,1445581216,0.09490393371473974,018$,$019,103961951,30.39348451642771,60.01254129355174
34,1,22555,01.01.2013 22:51:30,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069890454,gsmart,1445581216,0.10708195324827921,018$,$019,103961951,30.393179520985758,60.012494308804634
35,250-2-7803-22555,22555,01.01.2013 22:51:30,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-85,1357069890454,gsmart,1445581216,0.10708195324827921,018$,$019,103961951,30.393179520985758,60.012494308804634
36,1,22555,01.01.2013 22:51:30,194,7803,250,2,Академическая 4,2G,GPRS,-1,-87,1357069890481,gsmart,1445581216,0.10708195324827921,018$,$019,103961951,30.393179520985758,60.012494308804634
37,250-2-7803-22555,22555,01.01.2013 22:51:30,194,7803,-1,-1,Академическая 4,2G,GPRS,-1,-85,1357069890481,gsmart,1445581216,0.10708195324827921,018$,$019,103961951,30.393179520985758,60.012494308804634
38,1,22555,01.01.2013 22:51:31,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069891483,gsmart,1445581216,0.11916414220314496,018$,$019,103961951,30.392876925596592,60.01244769372123
39,250-2-7803-22555,22555,01.01.2013 22:51:31,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-85,1357069891483,gsmart,1445581216,0.11916414220314496,018$,$019,103961951,30.392876925596592,60.01244769372123
40,1,22555,01.01.2013 22:51:32,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069892517,gsmart,1445581216,0.1316321873590121,018$,$019,103961951,30.392564666535737,60.01239958987188
41,250-2-7803-22555,22555,01.01.2013 22:51:32,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-85,1357069892517,gsmart,1445581216,0.1316321873590121,018$,$019,103961951,30.392564666535737,60.01239958987188
42,1,22555,01.01.2013 22:51:33,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069893552,gsmart,1445581216,0.14411229258747216,018$,$019,103961951,30.392252105433393,60.01235143942265
43,250-2-7803-22555,22555,01.01.2013 22:51:33,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357069893552,gsmart,1445581216,0.14411229258747216,018$,$019,103961951,30.392252105433393,60.01235143942265
44,1,22555,01.01.2013 22:51:34,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069894584,gsmart,1445581216,0.15655622334789013,018$,$019,103961951,30.391940450311523,60.01230342847105
45,250-2-7803-22555,22555,01.01.2013 22:51:34,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357069894584,gsmart,1445581216,0.15655622334789013,018$,$019,103961951,30.391940450311523,60.01230342847105
46,1,22555,01.01.2013 22:51:35,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069895618,gsmart,1445581216,0.16902426850375732,018$,$019,103961951,30.391628191250675,60.01225532441181
47,250-2-7803-22555,22555,01.01.2013 22:51:35,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357069895618,gsmart,1445581216,0.16902426850375732,018$,$019,103961951,30.391628191250675,60.01225532441181
48,1,22555,01.01.2013 22:51:36,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069896663,gsmart,1445581216,0.1816249543340681,018$,$019,103961951,30.391312610237424,60.01220670852885
49,250-2-7803-22555,22555,01.01.2013 22:51:36,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357069896663,gsmart,1445581216,0.1816249543340681,018$,$019,103961951,30.391312610237424,60.01220670852885
50,1,22555,01.01.2013 22:51:37,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069897701,gsmart,1445581216,0.1941412311557019,018$,$019,103961951,30.390999143226615,60.01215841824138
51,250-2-7803-22555,22555,01.01.2013 22:51:37,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357069897701,gsmart,1445581216,0.1941412311557019,018$,$019,103961951,30.390999143226615,60.01215841824138
52,1,22555,01.01.2013 22:51:38,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069898731,gsmart,1445581216,0.20656104464580238,018$,$019,103961951,30.390688092115724,60.01211050005895
53,250-2-7803-22555,22555,01.01.2013 22:51:38,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357069898731,gsmart,1445581216,0.20656104464580238,018$,$019,103961951,30.390688092115724,60.01211050005895
54,1,22555,01.01.2013 22:51:39,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069899767,gsmart,1445581216,0.21905320707198703,018$,$019,103961951,30.39037522904389,60.01206230266944
55,250-2-7803-22555,22555,01.01.2013 22:51:39,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357069899767,gsmart,1445581216,0.21905320707198703,018$,$019,103961951,30.39037522904389,60.01206230266944
56,1,22555,01.01.2013 22:51:40,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069900801,gsmart,1445581216,0.23152125510272248,018$,$019,103961951,30.390062969911035,60.01201419824831
57,250-2-7803-22555,22555,01.01.2013 22:51:40,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357069900801,gsmart,1445581216,0.23152125510272248,018$,$019,103961951,30.390062969911035,60.01201419824831
58,1,22555,01.01.2013 22:51:41,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069901833,gsmart,1445581216,0.24396518298827222,018$,$019,103961951,30.38975131486117,60.01196618681811
59,250-2-7803-22555,22555,01.01.2013 22:51:41,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357069901833,gsmart,1445581216,0.24396518298827222,018$,$019,103961951,30.38975131486117,60.01196618681811
60,1,22555,01.01.2013 22:51:42,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069902867,gsmart,1445581216,0.25643323101900767,018$,$019,103961951,30.389439055728317,60.01191808225712
61,250-2-7803-22555,22555,01.01.2013 22:51:42,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357069902867,gsmart,1445581216,0.25643323101900767,018$,$019,103961951,30.389439055728317,60.01191808225712
62,1,22555,01.01.2013 22:51:43,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069903906,gsmart,1445581216,0.268961565038366,018$,$019,103961951,30.389125286748015,60.01186974502862
63,250-2-7803-22555,22555,01.01.2013 22:51:43,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-77,1357069903906,gsmart,1445581216,0.268961565038366,018$,$019,103961951,30.389125286748015,60.01186974502862
64,1,22555,01.01.2013 22:51:44,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069904941,gsmart,1445581216,0.2814416702668261,018$,$019,103961951,30.38881272564567,60.01182159380773
65,1,22555,01.01.2013 22:51:45,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069905966,gsmart,1445581216,0.29380119489343537,018$,$019,103961951,30.38850318445423,60.01177390774646
66,1,22555,01.01.2013 22:51:46,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069906997,gsmart,1445581216,0.3062330655812605,018$,$019,103961951,30.38819183137385,60.01172594248703
67,1,22555,01.01.2013 22:51:48,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069908030,gsmart,1445581216,0.3186890535394031,018$,$019,103961951,30.38787987428249,60.01167788410741
68,1,22555,01.01.2013 22:51:49,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069909059,gsmart,1445581216,0.33109680983177897,018$,$019,103961951,30.387569125141084,60.01163001174839
69,1,22555,01.01.2013 22:51:50,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069910085,gsmart,1445581216,0.34346839165611287,018$,$019,103961951,30.387259281980153,60.011582278890884
70,250-2-7803-22555,2759,01.01.2013 22:51:50,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357069910085,gsmart,1445581216,0.34346839165611287,018$,$019,103961951,30.387259281980153,60.011582278890884
71,1,22555,01.01.2013 22:51:51,,7803,250,2,ServiceLog,2G,GPRS,-1,-87,1357069911119,gsmart,1445581216,0.35593643681198,018$,$019,103961951,30.3869470229193,60.011534173782444
72,250-2-7803-22555,2759,01.01.2013 22:51:51,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-109,1357069911119,gsmart,1445581216,0.35593643681198,018$,$019,103961951,30.3869470229193,60.011534173782444
