,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,x,y
0,1,2505,25 Окт 2015 г. 14:45:00,273,7803,250,2,Электросила 3,2G,EDGE,-1,-55,1445773500209, julia,1445773500,0.0,028$,$027,30.318747467481508,59.87923310666237
1,1,2505,25 Окт 2015 г. 14:45:00,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445773500871, julia,1445773500,0.00017384359046687756,028$,$027,30.31874709607372,59.87923527321435
2,1,2505,25 Окт 2015 г. 14:45:01,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445773501897, julia,1445773500,0.0011302841765110407,028$,$027,30.318745052688183,59.87924719299698
3,1,2505,25 Окт 2015 г. 14:45:02,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445773502920, julia,1445773500,0.0029154245459731025,028$,$027,30.318741238828665,59.87926944056209
4,1,2505,25 Окт 2015 г. 14:45:03,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445773503943, julia,1445773500,0.005530843901869244,028$,$027,30.31873565112131,59.87930203556999
5,1,2505,25 Окт 2015 г. 14:45:04,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445773504964, julia,1445773500,0.008968995408309538,028$,$027,30.318728305689522,59.879344883936966
6,1,2505,25 Окт 2015 г. 14:45:05,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445773505984, julia,1445773500,0.013229600731019864,028$,$027,30.318719203127944,59.87939798215457
7,1,2505,25 Окт 2015 г. 14:45:07,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445773507001, julia,1445773500,0.018299453196643986,028$,$027,30.318708371651972,59.8794611655847
8,1,2505,25 Окт 2015 г. 14:45:08,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445773508020, julia,1445773500,0.024202266731881233,028$,$027,30.31869871958158,59.879534812726114
9,1,2505,25 Окт 2015 г. 14:45:09,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445773509047, julia,1445773500,0.03098494707042601,028$,$027,30.31869434293999,59.87961962580628
10,1,2505,25 Окт 2015 г. 14:45:10,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445773510065, julia,1445773500,0.03853400653623755,028$,$027,30.318689471779038,59.879714021712914
11,1,2505,25 Окт 2015 г. 14:45:11,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445773511084, julia,1445773500,0.04691387572099586,028$,$027,30.318684064523776,59.87981880602181
12,1,2505,25 Окт 2015 г. 14:45:12,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445773512107, julia,1445773500,0.056155294745626215,028$,$027,30.3186781013386,59.879934363016204
13,1,2505,25 Окт 2015 г. 14:45:13,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445773513126, julia,1445773500,0.06618599293592993,028$,$027,30.318671628857416,59.880059788898286
14,1,2505,25 Окт 2015 г. 14:45:13,274,7803,250,2,Электросила 4,2G,EDGE,-1,-65,1445773513154, julia,1445773500,0.06618599293592993,028$,$027,30.318671628857416,59.880059788898286
15,1,2505,25 Окт 2015 г. 14:45:14,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445773514148, julia,1445773500,0.07639447561015866,028$,$027,30.318665041657734,59.88018743734764
16,1,2505,25 Окт 2015 г. 14:45:15,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445773515185, julia,1445773500,0.08704457256837382,028$,$027,30.318658169498804,59.88032060728794
17,1,2505,25 Окт 2015 г. 14:45:16,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445773516205, julia,1445773500,0.09752007817458272,028$,$027,30.31865140999795,59.88045159359905
18,1,2505,25 Окт 2015 г. 14:45:17,,7803,250,2,ServiceLog,2G,EDGE,-1,-73,1445773517237, julia,1445773500,0.1081188258874236,028$,$027,30.31864457097301,59.88058412041104
19,1,2505,25 Окт 2015 г. 14:45:18,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445773518257, julia,1445773500,0.11859433149363251,028$,$027,30.31863781147216,59.880715105683706
20,1,2505,25 Окт 2015 г. 14:45:19,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445773519277, julia,1445773500,0.12906983709984143,028$,$027,30.318631051971316,59.880846090440194
21,1,22408,25 Окт 2015 г. 14:45:20,,7803,250,2,ServiceLog,2G,EDGE,-1,-77,1445773520303, julia,1445773500,0.13960696375936635,028$,$027,30.31862425270842,59.88097784517991
22,1,22408,25 Окт 2015 г. 14:45:21,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445773521335, julia,1445773500,0.1502057114722072,028$,$027,30.31861741368348,59.881110369893726
23,1,22408,25 Окт 2015 г. 14:45:22,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445773522354, julia,1445773500,0.160670947719058,028$,$027,30.318610660809117,59.881241224687244
24,1,22408,25 Окт 2015 г. 14:45:23,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445773523379, julia,1445773500,0.17119780257064116,028$,$027,30.318603868174282,59.881372849425254
25,1,22408,25 Окт 2015 г. 14:45:24,,7803,250,2,ServiceLog,2G,EDGE,-1,-69,1445773524397, julia,1445773500,0.1816527694581338,028$,$027,30.318597121926395,59.88150357478109
26,1,22408,25 Окт 2015 г. 14:45:25,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445773525415, julia,1445773500,0.19210773389704286,028$,$027,30.318590375680095,59.881634299592186
27,1,22408,25 Окт 2015 г. 14:45:26,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445773526435, julia,1445773500,0.2025832395032518,028$,$027,30.31858361617925,59.881765280726405
28,1,22408,25 Окт 2015 г. 14:45:27,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445773527458, julia,1445773500,0.21308955563611867,028$,$027,30.31857683679738,59.88189664658349
29,1,22408,25 Окт 2015 г. 14:45:28,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445773528476, julia,1445773500,0.22354452252361132,028$,$027,30.3185700905495,59.88202736987925
30,1,22408,25 Окт 2015 г. 14:45:29,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445773529499, julia,1445773500,0.23405083865647822,028$,$027,30.31856331116763,59.882158734700475
31,1,22408,25 Окт 2015 г. 14:45:30,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445773530522, julia,1445773500,0.24455715478934512,028$,$027,30.31855653178576,59.88229009900251
32,1,22408,25 Окт 2015 г. 14:45:31,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445773531540, julia,1445773500,0.25501211922825423,028$,$027,30.31854978553945,59.882420820720185
33,1,22408,25 Окт 2015 г. 14:45:32,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445773532556, julia,1445773500,0.265446544948447,028$,$027,30.318543052546115,59.882551285123164
34,1,22408,25 Окт 2015 г. 14:45:33,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445773533574, julia,1445773500,0.2759015093873561,028$,$027,30.318536306299812,59.88268200581358
35,1,22408,25 Окт 2015 г. 14:45:34,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445773534592, julia,1445773500,0.2863564762748487,028$,$027,30.31852956005192,59.88281272602049
36,1,22408,25 Окт 2015 г. 14:45:35,,7803,250,2,ServiceLog,2G,EDGE,-1,-69,1445773535609, julia,1445773500,0.29680117135439965,028$,$027,30.318522820432108,59.88294331728389
37,1,22408,25 Окт 2015 г. 14:45:36,,7803,250,2,ServiceLog,2G,EDGE,-1,-69,1445773536636, julia,1445773500,0.3073485673732827,028$,$027,30.318516014542723,59.883075192108606
38,1,22408,25 Окт 2015 г. 14:45:37,,7803,250,2,ServiceLog,2G,EDGE,-1,-69,1445773537662, julia,1445773500,0.3178856940328076,028$,$027,30.318509215279832,59.88320693801232
39,1,22408,25 Окт 2015 г. 14:45:38,,7803,250,2,ServiceLog,2G,EDGE,-1,-69,1445773538682, julia,1445773500,0.3283611996390165,028$,$027,30.31850245577899,59.88333791294913
40,1,22408,25 Окт 2015 г. 14:45:39,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445773539699, julia,1445773500,0.3388058947185674,028$,$027,30.318495716159163,59.883468502148965
41,1,22408,25 Окт 2015 г. 14:45:40,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445773540717, julia,1445773500,0.34926086160606007,028$,$027,30.31848896991128,59.883599219262514
42,1,22408,25 Окт 2015 г. 14:45:41,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445773541735, julia,1445773500,0.3597158260449691,028$,$027,30.318482223664976,59.88372993583135
43,1,22408,25 Окт 2015 г. 14:45:42,,7803,250,2,ServiceLog,2G,EDGE,-1,-73,1445773542766, julia,1445773500,0.3703043043984518,028$,$027,30.318475391266517,59.883862321176984
44,1,22408,25 Окт 2015 г. 14:45:43,,7803,250,2,ServiceLog,2G,EDGE,-1,-73,1445773543789, julia,1445773500,0.38081062053131876,028$,$027,30.318468611884647,59.88399367874579
45,1,22408,25 Окт 2015 г. 14:45:44,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445773544808, julia,1445773500,0.3912758567781695,028$,$027,30.31846185901028,59.88412452218798
46,1,22408,25 Окт 2015 г. 14:45:45,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445773545839, julia,1445773500,0.40186433268306865,028$,$027,30.3184550266134,59.884256905931245
47,1,22408,25 Окт 2015 г. 14:45:46,,7803,250,2,ServiceLog,2G,EDGE,-1,-75,1445773546856, julia,1445773500,0.41230902776261963,028$,$027,30.31844828699358,59.88438749152013
48,1,22408,25 Окт 2015 г. 14:45:47,,7803,250,2,ServiceLog,2G,EDGE,-1,-77,1445773547878, julia,1445773500,0.42280507453612837,028$,$027,30.31844151423819,59.884518718620576
49,1,22408,25 Окт 2015 г. 14:45:48,,7803,250,2,ServiceLog,2G,EDGE,-1,-77,1445773548899, julia,1445773500,0.43329084950169544,028$,$027,30.318434748110864,59.88464981678003
50,1,22408,25 Окт 2015 г. 14:45:49,,7803,250,2,ServiceLog,2G,EDGE,-1,-77,1445773549928, julia,1445773500,0.44385878668787837,028$,$027,30.318427928966944,59.88478194164754
51,1,22408,25 Окт 2015 г. 14:45:50,,7803,250,2,ServiceLog,2G,EDGE,-1,-77,1445773550948, julia,1445773500,0.4543342922940873,028$,$027,30.3184211694661,59.884912910377516
52,1,22408,25 Окт 2015 г. 14:45:51,,7803,250,2,ServiceLog,2G,EDGE,-1,-79,1445773551968, julia,1445773500,0.4648097979002962,028$,$027,30.318414409965253,59.88504387859137
53,1,22408,25 Окт 2015 г. 14:45:52,,7803,250,2,ServiceLog,2G,EDGE,-1,-79,1445773552991, julia,1445773500,0.4753161140331631,028$,$027,30.318407630583383,59.88517523149014
54,1,22408,25 Окт 2015 г. 14:45:54,,7803,250,2,ServiceLog,2G,EDGE,-1,-79,1445773554011, julia,1445773500,0.485791619639372,028$,$027,30.318400871082538,59.88530619867021
55,1,22408,25 Окт 2015 г. 14:45:55,,7803,250,2,ServiceLog,2G,EDGE,-1,-79,1445773555032, julia,1445773500,0.49627739705352264,028$,$027,30.318394104953626,59.8854372937539
56,1,22408,25 Окт 2015 г. 14:45:56,,7803,250,2,ServiceLog,2G,EDGE,-1,-81,1445773556060, julia,1445773500,0.5068350624317638,028$,$027,30.318387292437773,59.88556928707145
57,1,22408,25 Окт 2015 г. 14:45:57,,7803,250,2,ServiceLog,2G,EDGE,-1,-81,1445773557086, julia,1445773500,0.5173721890912887,028$,$027,30.318380493174878,59.8857010230885
58,1,22408,25 Окт 2015 г. 14:45:58,,7803,250,2,ServiceLog,2G,EDGE,-1,-81,1445773558110, julia,1445773500,0.5278887745835138,028$,$027,30.318373707166526,59.885832501777536
59,1,22408,25 Окт 2015 г. 14:45:59,,7803,250,2,ServiceLog,2G,EDGE,-1,-81,1445773559137, julia,1445773500,0.5384361730509803,028$,$027,30.318366901275567,59.885964365168896
60,1,22408,25 Окт 2015 г. 14:46:00,,7803,250,2,ServiceLog,2G,EDGE,-1,-81,1445773560160, julia,1445773500,0.5489424891838472,028$,$027,30.318360121893697,59.88609571442946
61,1,22408,25 Окт 2015 г. 14:46:01,,7803,250,2,ServiceLog,2G,EDGE,-1,-83,1445773561178, julia,1445773500,0.5593974536227564,028$,$027,30.318353375647398,59.88622642117922
62,1,22408,25 Окт 2015 г. 14:46:02,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445773562197, julia,1445773500,0.5698626898696071,028$,$027,30.318346622773035,59.886357255831086
63,1,22408,25 Окт 2015 г. 14:46:03,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445773563216, julia,1445773500,0.5803279261164579,028$,$027,30.318339869898665,59.886488089967834
64,1,22408,25 Окт 2015 г. 14:46:04,,7803,250,2,ServiceLog,2G,EDGE,-1,-87,1445773564240, julia,1445773500,0.5908445116086829,028$,$027,30.318333083890312,59.88661956554293
65,1,22408,25 Окт 2015 г. 14:46:05,,7803,250,2,ServiceLog,2G,EDGE,-1,-87,1445773565270, julia,1445773500,0.6014227181542239,028$,$027,30.318326258119914,59.886751810963425
66,1,22408,25 Окт 2015 г. 14:46:06,,7803,250,2,ServiceLog,2G,EDGE,-1,-87,1445773566298, julia,1445773500,0.6119803859810486,028$,$027,30.318319445602476,59.886883799090555
67,1,22408,25 Окт 2015 г. 14:46:07,,7803,250,2,ServiceLog,2G,EDGE,-1,-97,1445773567320, julia,1445773500,0.6224764303059739,028$,$027,30.318312672848666,59.88701501630338
68,1,22408,25 Окт 2015 г. 14:46:08,,7803,250,2,ServiceLog,2G,EDGE,-1,-91,1445773568343, julia,1445773500,0.6329827464388408,028$,$027,30.318305893466796,59.88714636141121
69,1,22408,25 Окт 2015 г. 14:46:09,,7803,250,2,ServiceLog,2G,EDGE,-1,-91,1445773569367, julia,1445773500,0.6434993343796493,028$,$027,30.318299107456866,59.88727783441254
70,1,22408,25 Окт 2015 г. 14:46:10,,7803,250,2,ServiceLog,2G,EDGE,-1,-93,1445773570398, julia,1445773500,0.6540878102845485,028$,$027,30.318292275059985,59.8874102055949
71,1,22408,25 Окт 2015 г. 14:46:11,,7803,250,2,ServiceLog,2G,EDGE,-1,-93,1445773571421, julia,1445773500,0.6645941264174154,028$,$027,30.318285495678115,59.88754154914074
72,1,22405,25 Окт 2015 г. 14:46:12,,7803,250,2,ServiceLog,2G,EDGE,-1,-89,1445773572458, julia,1445773500,0.6752442233756306,028$,$027,30.318278623519184,59.88767468961676
73,1,22405,25 Окт 2015 г. 14:46:13,,7803,250,2,ServiceLog,2G,EDGE,-1,-85,1445773573484, julia,1445773500,0.6857813500351555,028$,$027,30.31827182425629,59.88780641728777
74,1,22405,25 Окт 2015 г. 14:46:14,,7803,250,2,ServiceLog,2G,EDGE,-1,-81,1445773574510, julia,1445773500,0.6963184766946804,028$,$027,30.31826502499339,59.887938144436575
75,1,22405,25 Окт 2015 г. 14:46:15,,7803,250,2,ServiceLog,2G,EDGE,-1,-77,1445773575537, julia,1445773500,0.7068658727135634,028$,$027,30.31825821910402,59.888069999442145
76,1,22405,25 Окт 2015 г. 14:46:16,,7803,250,2,ServiceLog,2G,EDGE,-1,-73,1445773576558, julia,1445773500,0.7173516501277141,028$,$027,30.318251452975108,59.888201083623194
77,1,22405,25 Окт 2015 г. 14:46:17,,7803,250,2,ServiceLog,2G,EDGE,-1,-73,1445773577576, julia,1445773500,0.7278066145666231,028$,$027,30.318244706728805,59.88833178209205
78,1,22405,25 Окт 2015 г. 14:46:18,,7803,250,2,ServiceLog,2G,EDGE,-1,-73,1445773578598, julia,1445773500,0.7383026613401318,028$,$027,30.318237933973418,59.88846299361784
