,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,x,y
0,1,17509,23 Окт 2015 г. 14:41:28,923,7803,250,2,Крестовский остров 3,2G,EDGE,-1,-65,1445600488890, julia,1445600488,0.0,091$,$092,30.259299828787828,59.97174233369301
1,1,17509,23 Окт 2015 г. 14:41:29,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445600489865, julia,1445600488,0.000147469868537492,091$,$092,30.25930054436218,59.97173932963278
2,1,17509,23 Окт 2015 г. 14:41:30,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445600490888, julia,1445600488,0.0006192771757221692,091$,$092,30.25930283373296,59.97172971859938
3,1,17509,23 Окт 2015 г. 14:41:31,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600491912, julia,1445600488,0.0014167167202204642,091$,$092,30.259306703182975,59.971713474211086
4,1,17509,23 Окт 2015 г. 14:41:32,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600492936, julia,1445600488,0.0025394864760289702,091$,$092,30.25931215124669,59.971690602610636
5,1,17509,23 Окт 2015 г. 14:41:33,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600493965, julia,1445600488,0.003995454664432347,091$,$092,30.25931921610341,59.971660943502954
6,1,17509,23 Окт 2015 г. 14:41:34,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600494989, julia,1445600488,0.005770472957576568,091$,$092,30.2593278291006,59.971624785081765
7,1,17509,23 Окт 2015 г. 14:41:36,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600496017, julia,1445600488,0.007879663049837452,091$,$092,30.25933806361391,59.97158181928523
8,1,17509,23 Окт 2015 г. 14:41:37,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600497040, julia,1445600488,0.010304083014106695,091$,$092,30.259349827730606,59.97153243194906
9,1,17509,23 Окт 2015 г. 14:41:38,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600498064, julia,1445600488,0.01305604378961873,091$,$092,30.259363181187595,59.97147637226041
10,1,17509,23 Окт 2015 г. 14:41:39,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600499090, julia,1445600488,0.01613966343224,091$,$092,30.25937814396709,59.971413556297016
11,1,17509,23 Окт 2015 г. 14:41:40,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600500112, julia,1445600488,0.019535955906815578,091$,$092,30.259394623942345,59.971344370783356
12,1,17509,23 Окт 2015 г. 14:41:41,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600501139, julia,1445600488,0.02327530625854897,091$,$092,30.25941276855201,59.97126819670691
13,1,17509,23 Окт 2015 г. 14:41:42,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600502165, julia,1445600488,0.027337777015653767,091$,$092,30.25943248105264,59.97118544016596
14,1,17509,23 Окт 2015 г. 14:41:43,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600503190, julia,1445600488,0.03172241327066371,091$,$092,30.259453756810696,59.97109612056362
15,1,17509,23 Окт 2015 г. 14:41:44,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600504214, julia,1445600488,0.03642825991321532,091$,$092,30.25947659119166,59.97100025730349
16,1,17509,23 Окт 2015 г. 14:41:45,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600505240, julia,1445600488,0.041469581784803644,091$,$092,30.259501053413427,59.97089755973696
17,1,17509,23 Окт 2015 г. 14:41:46,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445600506266, julia,1445600488,0.046837505689006804,091$,$092,30.259509238951026,59.97078770130587
18,1,17509,23 Окт 2015 г. 14:41:47,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445600507293, julia,1445600488,0.052537740749987835,091$,$092,30.25950800797369,59.970670759674306
19,1,17509,23 Окт 2015 г. 14:41:47,924,7803,250,2,Крестовский остров 4,2G,EDGE,-1,-65,1445600507901, julia,1445600488,0.052537740749987835,091$,$092,30.25950800797369,59.970670759674306
