,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,x,y
0,1,19105,01.01.2013 12:20:14,673,7803,250,2,Площадь Александра Невского (ор) 3,2G,GPRS,-1,-77,1357032014675,gsmart,1445543356,0.0,068$,$067,119655405,30.383628381019,59.923512285006765
1,250-2-7803-19105,1444,01.01.2013 12:20:14,673,7803,-1,-1,Площадь Александра Невского (ор) 3,2G,GPRS,-1,-71,1357032014675,gsmart,1445543356,0.0,068$,$067,119655405,30.383628381019,59.923512285006765
2,1,19105,01.01.2013 12:20:15,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032015148,gsmart,1445543356,0.0001008665134327653,068$,$067,119655405,30.383626793122,59.92351097806021
3,1,19105,01.01.2013 12:20:16,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032016175,gsmart,1445543356,0.0010143951281919273,068$,$067,119655405,30.383612411844236,59.923499141294364
4,1,19105,01.01.2013 12:20:17,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032017202,gsmart,1445543356,0.0028789565036945654,068$,$067,119655405,30.383583058877505,59.92347498180116
5,1,19105,01.01.2013 12:20:18,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032018227,gsmart,1445543356,0.005688143733918287,068$,$067,119655405,30.383538835082895,59.92343858256935
6,1,19105,01.01.2013 12:20:19,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032019256,gsmart,1445543356,0.009461178521746093,068$,$067,119655405,30.383479437861617,59.92338969449847
7,250-2-7803-19105,1443,01.01.2013 12:20:19,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-69,1357032019256,gsmart,1445543356,0.009461178521746093,068$,$067,119655405,30.383479437861617,59.92338969449847
8,1,19105,01.01.2013 12:20:20,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032020291,gsmart,1445543356,0.014219319908922895,068$,$067,119655405,30.38340453254196,59.923328042074395
9,250-2-7803-19105,1443,01.01.2013 12:20:20,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-69,1357032020291,gsmart,1445543356,0.014219319908922895,068$,$067,119655405,30.38340453254196,59.923328042074395
10,1,19105,01.01.2013 12:20:21,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032021319,gsmart,1445543356,0.019901412028148335,068$,$067,119655405,30.383315081873754,59.923254417640266
11,250-2-7803-19105,1443,01.01.2013 12:20:21,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-69,1357032021319,gsmart,1445543356,0.019901412028148335,068$,$067,119655405,30.383315081873754,59.923254417640266
12,1,19105,01.01.2013 12:20:22,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032022353,gsmart,1445543356,0.02657791139215904,068$,$067,119655405,30.383209976691212,59.923167908188574
13,250-2-7803-19105,1443,01.01.2013 12:20:22,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-69,1357032022353,gsmart,1445543356,0.02657791139215904,068$,$067,119655405,30.383209976691212,59.923167908188574
14,1,19105,01.01.2013 12:20:23,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032023569,gsmart,1445543356,0.03566308363834359,068$,$067,119655405,30.38306695283466,59.92305018846073
15,250-2-7803-19105,1443,01.01.2013 12:20:23,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-69,1357032023569,gsmart,1445543356,0.03566308363834359,068$,$067,119655405,30.38306695283466,59.92305018846073
16,1,19105,01.01.2013 12:20:24,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032024603,gsmart,1445543356,0.04443735196493156,068$,$067,119655405,30.382928823401276,59.92293649682634
17,250-2-7803-19105,1443,01.01.2013 12:20:24,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-65,1357032024603,gsmart,1445543356,0.04443735196493156,068$,$067,119655405,30.382928823401276,59.92293649682634
18,1,19105,01.01.2013 12:20:24,674,7803,250,2,Площадь Александра Невского (ор) 4,2G,GPRS,-1,-77,1357032025471,gsmart,1445543356,0.04443735196493156,068$,$067,119655405,30.382928823401276,59.92293649682634
19,250-2-7803-19105,1443,01.01.2013 12:20:24,674,7803,-1,-1,Площадь Александра Невского (ор) 4,2G,GPRS,-1,-65,1357032025471,gsmart,1445543356,0.04443735196493156,068$,$067,119655405,30.382928823401276,59.92293649682634
20,1,19105,01.01.2013 12:20:25,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032025638,gsmart,1445543356,0.04606302844818853,068$,$067,119655405,30.38290323109396,59.92291543225607
21,250-2-7803-19105,1443,01.01.2013 12:20:25,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-65,1357032025638,gsmart,1445543356,0.04606302844818853,068$,$067,119655405,30.38290323109396,59.92291543225607
22,1,19105,01.01.2013 12:20:26,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032026669,gsmart,1445543356,0.05609938614134416,068$,$067,119655405,30.38274523314476,59.922785386674846
23,250-2-7803-19105,1443,01.01.2013 12:20:26,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-65,1357032026669,gsmart,1445543356,0.05609938614134416,068$,$067,119655405,30.38274523314476,59.922785386674846
24,1,19105,01.01.2013 12:20:27,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1357032027701,gsmart,1445543356,0.0661454800363464,068$,$067,119655405,30.382587081922832,59.92265521442689
