,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,x,y
0,1,22669,23 Окт 2015 г. 15:22:48,323,7803,250,2,Невский проспект 3,2G,EDGE,-1,-67,1445602968071, julia,1445602968,0.0,031$,$032,30.32768833889494,59.934065621333474
1,1,22669,23 Окт 2015 г. 15:22:48,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445602968665, julia,1445602968,0.0002664842927548817,031$,$032,30.327686792770887,59.93406364296979
2,1,22669,23 Окт 2015 г. 15:22:49,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445602969690, julia,1445602968,0.0019796690871989714,031$,$032,30.32767685298722,59.93405092438411
3,1,22669,23 Окт 2015 г. 15:22:50,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445602970714, julia,1445602968,0.005275859432036018,031$,$032,30.32765772871117,59.93402645364226
4,1,22669,23 Окт 2015 г. 15:22:51,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602971743, julia,1445602968,0.010183668540327095,031$,$032,30.327629253930777,59.93399001829497
5,1,22669,23 Окт 2015 г. 15:22:52,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602972768, julia,1445602968,0.016662494067198993,031$,$032,30.327591664218133,59.93394191973331
6,1,22669,23 Окт 2015 г. 15:22:53,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602973792, julia,1445602968,0.024719678349270895,031$,$032,30.327544916973498,59.9338821033972
7,1,22669,23 Окт 2015 г. 15:22:54,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602974817, julia,1445602968,0.03437095317951297,031$,$032,30.327488920922058,59.93381045243043
8,1,22669,23 Окт 2015 г. 15:22:55,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602975840, julia,1445602968,0.04558575465582575,031$,$032,30.327423853393523,59.9337271936632
9,1,22669,23 Окт 2015 г. 15:22:56,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602976865, julia,1445602968,0.05840793340807858,031$,$032,30.32734945996948,59.93363200145939
10,1,22669,23 Окт 2015 г. 15:22:57,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602977890, julia,1445602968,0.07281711145536476,031$,$032,30.327265858881606,59.933525027003625
11,1,22669,23 Окт 2015 г. 15:22:58,324,7803,250,2,Невский проспект 4,2G,EDGE,-1,-63,1445602978063, julia,1445602968,0.07281711145536476,031$,$032,30.327265858881606,59.933525027003625
12,1,22669,23 Окт 2015 г. 15:22:58,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602978918, julia,1445602968,0.0857217981829328,031$,$032,30.327190986751802,59.93342922167353
13,1,22669,23 Окт 2015 г. 15:22:59,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602979946, julia,1445602968,0.10123761006765473,031$,$032,30.327100965048377,59.93331403079453
14,1,22669,23 Окт 2015 г. 15:23:00,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602980970, julia,1445602968,0.1166930463290961,031$,$032,30.327008707641163,59.9331998046916
15,1,22669,23 Окт 2015 г. 15:23:01,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602981998, julia,1445602968,0.13220885461531862,031$,$032,30.326915728179948,59.933085204302444
16,1,22669,23 Окт 2015 г. 15:23:03,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602983026, julia,1445602968,0.14772466650004054,031$,$032,30.326822748697165,59.93297060349076
17,1,22669,23 Окт 2015 г. 15:23:04,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602984055, julia,1445602968,0.1632555704913329,031$,$032,30.326729678773983,59.93285589081123
18,1,22669,23 Окт 2015 г. 15:23:05,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445602985078, julia,1445602968,0.17869591464620385,031$,$032,30.32663715153634,59.932741846621724
19,1,22669,23 Окт 2015 г. 15:23:06,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445602986104, julia,1445602968,0.19418153871928553,031$,$032,30.32654435295593,59.93262746759557
20,1,22669,23 Окт 2015 г. 15:23:07,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445602987128, julia,1445602968,0.2096369749807269,031$,$032,30.326451735277885,59.93251331114766
21,1,22669,23 Окт 2015 г. 15:23:08,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445602988160, julia,1445602968,0.22521315889022997,031$,$032,30.326358394011933,59.93239826243983
22,1,22669,23 Окт 2015 г. 15:23:09,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445602989182, julia,1445602968,0.24063840734003103,031$,$032,30.326265957236256,59.93228432817725
23,1,22669,23 Окт 2015 г. 15:23:10,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445602990207, julia,1445602968,0.25610893930654227,031$,$032,30.326173249096243,59.93217005904763
24,1,22669,23 Окт 2015 г. 15:23:11,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445602991230, julia,1445602968,0.2715492834614132,031$,$032,30.326080721858606,59.93205601250006
25,1,22669,23 Окт 2015 г. 15:23:12,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445602992257, julia,1445602968,0.28704999964106526,031$,$032,30.325987832837793,59.931941519634
26,1,22669,23 Окт 2015 г. 15:23:13,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445602993285, julia,1445602968,0.3025658115257872,031$,$032,30.325894853355017,59.93182691487086
27,1,22669,23 Окт 2015 г. 15:23:14,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445602994310, julia,1445602968,0.31803633989379904,031$,$032,30.32580214523657,59.931712644192054
28,1,22669,23 Окт 2015 г. 15:23:15,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445602995337, julia,1445602968,0.333537056073451,031$,$032,30.325657896618566,59.93161248953864
29,1,22669,23 Окт 2015 г. 15:23:16,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445602996361, julia,1445602968,0.3489924959333918,031$,$032,30.32551285871428,59.931512965130246
30,1,22669,23 Окт 2015 г. 15:23:17,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445602997385, julia,1445602968,0.3644479321948333,031$,$032,30.32536782084376,59.93141344044645
31,1,22669,23 Окт 2015 г. 15:23:18,,7803,250,2,ServiceLog,2G,EDGE,-1,-65,1445602998411, julia,1445602968,0.3799335562679149,031$,$032,30.32522249968289,59.9313137210699
32,1,22669,23 Окт 2015 г. 15:23:19,,7803,250,2,ServiceLog,2G,EDGE,-1,-67,1445602999436, julia,1445602968,0.39540408823442613,031$,$032,30.32507732015031,59.931214098579346
33,1,22669,23 Окт 2015 г. 15:23:20,,7803,250,2,ServiceLog,2G,EDGE,-1,-69,1445603000462, julia,1445602968,0.4108897087090083,031$,$032,30.324931999023214,59.93111437862672
34,1,22669,23 Окт 2015 г. 15:23:21,,7803,250,2,ServiceLog,2G,EDGE,-1,-71,1445603001491, julia,1445602968,0.42642061270030074,031$,$032,30.32478625294371,59.93101436676892
