,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,x,y
0,1,3991,22 окт. 2015 г. 22:41:10,643,100,250,1,Проспект Большевиков 3,2G,EDGE,-1,-63,1445542871608,lena ,1445542870,0.0,065$,$064,119655405,30.466794277477856,59.91984144511806
1,250-1-100-3991,14019,22 окт. 2015 г. 22:41:10,643,7803,250,2,Проспект Большевиков 3,2G,EDGE,-1,-53,1445542871608,lena ,1445542870,0.0,065$,$064,119655405,30.466794277477856,59.91984144511806
2,1,3991,22 окт. 2015 г. 22:41:11,,100,250,1,ServiceLog,2G,EDGE,-1,-63,1445542871708,lena ,1445542870,4.229868099793639e-06,065$,$064,119655405,30.46679424265259,59.919841514768585
3,250-1-100-3991,14019,22 окт. 2015 г. 22:41:11,,7803,250,2,ServiceLog,2G,EDGE,-1,-53,1445542871708,lena ,1445542870,4.229868099793639e-06,065$,$064,119655405,30.46679424265259,59.919841514768585
4,1,3991,22 окт. 2015 г. 22:41:12,,100,250,1,ServiceLog,2G,EDGE,-1,-65,1445542872722,lena ,1445542870,0.000524925793057093,065$,$064,119655405,30.46678995566961,59.91985008873306
5,250-1-100-3991,14019,22 окт. 2015 г. 22:41:12,,7803,250,2,ServiceLog,2G,EDGE,-1,-53,1445542872722,lena ,1445542870,0.000524925793057093,065$,$064,119655405,30.46678995566961,59.91985008873306
6,1,3991,22 окт. 2015 г. 22:41:13,,100,250,1,ServiceLog,2G,EDGE,-1,-65,1445542873738,lena ,1445542870,0.0019190522950971087,065$,$064,119655405,30.46677847757596,59.91987304490543
7,250-1-100-3991,14019,22 окт. 2015 г. 22:41:13,,7803,250,2,ServiceLog,2G,EDGE,-1,-53,1445542873738,lena ,1445542870,0.0019190522950971087,065$,$064,119655405,30.46677847757596,59.91987304490543
8,1,3991,22 окт. 2015 г. 22:41:14,,100,250,1,ServiceLog,2G,EDGE,-1,-65,1445542874749,lena ,1445542870,0.004173145577625351,065$,$064,119655405,30.466759762403246,59.91991011644007
9,250-1-100-3991,14019,22 окт. 2015 г. 22:41:14,,7803,250,2,ServiceLog,2G,EDGE,-1,-53,1445542874749,lena ,1445542870,0.004173145577625351,065$,$064,119655405,30.466759762403246,59.91991011644007
10,1,3991,22 окт. 2015 г. 22:41:15,,100,250,1,ServiceLog,2G,EDGE,-1,-65,1445542875763,lena ,1445542870,0.007302468689935478,065$,$064,119655405,30.466683980979695,59.91994725495818
11,250-1-100-3991,14019,22 окт. 2015 г. 22:41:15,,7803,250,2,ServiceLog,2G,EDGE,-1,-53,1445542875763,lena ,1445542870,0.007302468689935478,065$,$064,119655405,30.466683980979695,59.91994725495818
12,1,3991,22 окт. 2015 г. 22:41:16,,100,250,1,ServiceLog,2G,EDGE,-1,-63,1445542876798,lena ,1445542870,0.01139363699514505,065$,$064,119655405,30.466584906979662,59.91999580850366
13,250-1-100-3991,14019,22 окт. 2015 г. 22:41:16,,7803,250,2,ServiceLog,2G,EDGE,-1,-53,1445542876798,lena ,1445542870,0.01139363699514505,065$,$064,119655405,30.466584906979662,59.91999580850366
14,1,3991,22 окт. 2015 г. 22:41:17,,100,250,1,ServiceLog,2G,EDGE,-1,-63,1445542877815,lena ,1445542870,0.016296380130068858,065$,$064,119655405,30.466466179433578,59.92005399363837
