,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,x,y
0,1,17509,23 Окт 2015 г. 14:25:44,923,7803,250,2,Крестовский остров 3,2G,EDGE,-1,-59,1445599544044, julia,1445599544,0.0,093$,$092,30.259500739400515,59.97178390137875
1,1,17509,23 Окт 2015 г. 14:25:44,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445599544973, julia,1445599544,0.00021580410347077158,093$,$092,30.25949983640886,59.97178766509138
2,1,17509,23 Окт 2015 г. 14:25:45,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445599545997, julia,1445599544,0.0009537458415524696,093$,$092,30.259496748630543,59.97180053509658
3,1,17509,23 Окт 2015 г. 14:25:47,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445599547025, julia,1445599544,0.002222041400025588,093$,$092,30.259491441686478,59.97182265467726
4,1,17509,23 Окт 2015 г. 14:25:48,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445599548051, julia,1445599544,0.00401482731485735,093$,$092,30.259483940111227,59.97185392155389
5,1,17509,23 Окт 2015 г. 14:25:49,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445599549076, julia,1445599544,0.006331540895679427,093$,$092,30.25947424625927,59.97189432588698
6,1,17509,23 Окт 2015 г. 14:25:50,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445599550102, julia,1445599544,0.009176703309980805,093$,$092,30.259462341212625,59.971943946493795
7,1,17509,23 Окт 2015 г. 14:25:51,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445599551125, julia,1445599544,0.012537684588086196,093$,$092,30.259448277819022,59.97200256306245
8,1,17509,23 Окт 2015 г. 14:25:52,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445599552150, julia,1445599544,0.016430143589135412,093$,$092,30.259431990556916,59.97207044863978
9,1,17509,23 Окт 2015 г. 14:25:53,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445599553177, julia,1445599544,0.020857154992253893,093$,$092,30.259413466560886,59.9721476567919
10,1,17509,23 Окт 2015 г. 14:25:54,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445599554207, julia,1445599544,0.025826883323838944,093$,$092,30.259392671668017,59.97223432984435
11,1,17509,23 Окт 2015 г. 14:25:55,,7803,250,2,ServiceLog,2G,EDGE,-1,-61,1445599555232, julia,1445599544,0.031299188047031225,093$,$092,30.259369773838827,59.9723297676668
12,1,17509,23 Окт 2015 г. 14:25:56,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445599556259, julia,1445599544,0.03730912757437888,093$,$092,30.259344626377978,59.972434581604716
13,1,17509,23 Окт 2015 г. 14:25:57,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445599557286, julia,1445599544,0.043846538579997034,093$,$092,30.259317271812005,59.97254859432053
14,1,17509,23 Окт 2015 г. 14:25:58,924,7803,250,2,Крестовский остров 4,2G,EDGE,-1,-57,1445599558301, julia,1445599544,0.043846538579997034,093$,$092,30.259317271812005,59.97254859432053
15,1,17509,23 Окт 2015 г. 14:25:58,,7803,250,2,ServiceLog,2G,EDGE,-1,-57,1445599558312, julia,1445599544,0.04392496741047795,093$,$092,30.259316943641327,59.97254996212017
16,1,17509,23 Окт 2015 г. 14:25:59,,7803,250,2,ServiceLog,2G,EDGE,-1,-57,1445599559339, julia,1445599544,0.05124742246256409,093$,$092,30.25928630420629,59.972677665564994
17,1,17509,23 Окт 2015 г. 14:26:00,,7803,250,2,ServiceLog,2G,EDGE,-1,-57,1445599560374, julia,1445599544,0.05862691805492782,093$,$092,30.259255426095844,59.97280636329728
18,1,17509,23 Окт 2015 г. 14:26:01,,7803,250,2,ServiceLog,2G,EDGE,-1,-57,1445599561407, julia,1445599544,0.0659921530872442,093$,$092,30.259224607656034,59.97293481182799
19,1,17509,23 Окт 2015 г. 14:26:02,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599562442, julia,1445599544,0.07337164697969613,093$,$092,30.259193729552702,59.97306350853129
20,1,17509,23 Окт 2015 г. 14:26:03,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599563467, julia,1445599544,0.08067984317164671,093$,$092,30.25916314978118,59.97319096132591
21,1,17509,23 Окт 2015 г. 14:26:04,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599564492, julia,1445599544,0.0879880393635973,093$,$092,30.259132570009662,59.973318413630004
22,1,17509,23 Окт 2015 г. 14:26:05,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599565522, julia,1445599544,0.09533188440579855,093$,$092,30.259101841072237,59.973446487143036
23,1,17509,23 Окт 2015 г. 14:26:06,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599566552, julia,1445599544,0.10267572944799981,093$,$092,30.259071112134816,59.97357456016076
24,1,17509,23 Окт 2015 г. 14:26:07,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599567579, julia,1445599544,0.10999818450008596,093$,$092,30.259040472699784,59.973702259654495
25,1,17509,23 Окт 2015 г. 14:26:08,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599568607, julia,1445599544,0.11732777068215167,093$,$092,30.259009803425872,59.97383008301797
26,1,17509,23 Окт 2015 г. 14:26:09,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599569633, julia,1445599544,0.12464309460425821,093$,$092,30.258979193829703,59.973957657164654
27,1,17509,23 Окт 2015 г. 14:26:10,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599570661, julia,1445599544,0.13197268078632393,093$,$092,30.2589485245558,59.97408547954228
28,1,17509,23 Окт 2015 г. 14:26:11,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599571688, julia,1445599544,0.13929513583841005,093$,$092,30.25891788512076,59.974213177065785
29,1,17509,23 Окт 2015 г. 14:26:12,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599572711, julia,1445599544,0.1465890714703133,093$,$092,30.258887365019877,59.97434037674476
30,1,17509,23 Окт 2015 г. 14:26:13,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599573737, julia,1445599544,0.15390439709233167,093$,$092,30.258856755416595,59.974467948955166
31,1,17509,23 Окт 2015 г. 14:26:14,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599574765, julia,1445599544,0.16123398327439736,093$,$092,30.258826086142694,59.97459576936306
32,1,17509,23 Окт 2015 г. 14:26:15,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599575791, julia,1445599544,0.16854930719650393,093$,$092,30.25879547654652,59.974723340559926
33,1,17509,23 Окт 2015 г. 14:26:16,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599576819, julia,1445599544,0.17587889337856963,093$,$092,30.258764807272613,59.97485115998198
34,1,17509,23 Окт 2015 г. 14:26:17,,7803,250,2,ServiceLog,2G,EDGE,-1,-55,1445599577845, julia,1445599544,0.18319421900058797,093$,$092,30.258734197669337,59.97497873022459
35,1,17509,23 Окт 2015 г. 14:26:18,,7803,250,2,ServiceLog,2G,EDGE,-1,-57,1445599578871, julia,1445599544,0.19050954462260636,093$,$092,30.258703588066055,59.97510629997573
36,1,17509,23 Окт 2015 г. 14:26:19,,7803,250,2,ServiceLog,2G,EDGE,-1,-57,1445599579897, julia,1445599544,0.19782487024462472,093$,$092,30.25867297846278,59.97523386923538
37,1,17509,23 Окт 2015 г. 14:26:20,,7803,250,2,ServiceLog,2G,EDGE,-1,-57,1445599580924, julia,1445599544,0.20514732529671087,093$,$092,30.258642339027748,59.97536156233036
38,1,17509,23 Окт 2015 г. 14:26:21,,7803,250,2,ServiceLog,2G,EDGE,-1,-57,1445599581949, julia,1445599544,0.21245551978874963,093$,$092,30.258611759263342,59.975489006250676
39,1,17509,23 Окт 2015 г. 14:26:22,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445599582976, julia,1445599544,0.21977797654074754,093$,$092,30.25858111982119,59.97561669839139
40,1,17509,23 Окт 2015 г. 14:26:24,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445599584002, julia,1445599544,0.2270933021627659,093$,$092,30.25855051021791,59.97574426568473
41,1,17509,23 Окт 2015 г. 14:26:25,,7803,250,2,ServiceLog,2G,EDGE,-1,-59,1445599585027, julia,1445599544,0.23440149665480473,093$,$092,30.258519930453502,59.97587170813207
