,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,x,y
0,1,3751,22 окт. 2015 г. 20:32:47,363,100,250,1,Пионерская 3,2G,EDGE,-1,-71,1445535167716,lena ,1445535167,0.0,037$,$036,119655405,30.297008476904793,60.00266044018788
1,250-1-100-3751,14127,22 окт. 2015 г. 20:32:47,363,7803,250,2,Пионерская 3,2G,EDGE,-1,-63,1445535167716,lena ,1445535167,0.0,037$,$036,119655405,30.297008476904793,60.00266044018788
2,1,3751,22 окт. 2015 г. 20:32:48,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445535168217,lena ,1445535167,5.369527804330817e-05,037$,$036,119655405,30.297008034032576,60.00266141822802
3,250-1-100-3751,14127,22 окт. 2015 г. 20:32:48,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535168217,lena ,1445535167,5.369527804330817e-05,037$,$036,119655405,30.297008034032576,60.00266141822802
4,1,3751,22 окт. 2015 г. 20:32:49,,100,250,1,ServiceLog,2G,EDGE,-1,-69,1445535169254,lena ,1445535167,0.0005060266225575016,037$,$036,119655405,30.297004303257904,60.002669657279284
5,250-1-100-3751,14127,22 окт. 2015 г. 20:32:49,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535169254,lena ,1445535167,0.0005060266225575016,037$,$036,119655405,30.297004303257904,60.002669657279284
6,1,3751,22 окт. 2015 г. 20:32:50,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535170294,lena ,1445535167,0.0014217608078714397,037$,$036,119655405,30.296996750392168,60.00268633703883
7,250-1-100-3751,14127,22 окт. 2015 г. 20:32:50,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535170294,lena ,1445535167,0.0014217608078714397,037$,$036,119655405,30.296996750392168,60.00268633703883
8,1,3751,22 окт. 2015 г. 20:32:51,,100,250,1,ServiceLog,2G,EDGE,-1,-73,1445535171326,lena ,1445535167,0.0027878868800802156,037$,$036,119655405,30.296985482748163,60.00271122050441
9,250-1-100-3751,14127,22 окт. 2015 г. 20:32:51,,7803,250,2,ServiceLog,2G,EDGE,-1,-63,1445535171326,lena ,1445535167,0.0027878868800802156,037$,$036,119655405,30.296985482748163,60.00271122050441
10,1,3751,22 окт. 2015 г. 20:32:52,,100,250,1,ServiceLog,2G,EDGE,-1,-71,1445535172374,lena ,1445535167,0.004641514766656448,037$,$036,119655405,30.296970194247667,60.00274498359973
