,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,x,y
0,1,22543,22.10.2015 22:53:29,693,7803,250,2,Достоевская 3,2G,GPRS,-1,-77,1445543609332,natalie,1445543609,0.0,070$,$069,119655405,30.346014772140276,59.92778241921934
1,250-2-7803-22543,14027,22.10.2015 22:53:29,693,7803,-1,-1,Достоевская 3,2G,GPRS,-1,-73,1445543609332,natalie,1445543609,0.0,070$,$069,119655405,30.346014772140276,59.92778241921934
2,250-2-7803-22543,18973,22.10.2015 22:53:29,693,7803,-1,-1,Достоевская 3,2G,GPRS,-1,-105,1445543609332,natalie,1445543609,0.0,070$,$069,119655405,30.346014772140276,59.92778241921934
3,1,22543,22.10.2015 22:53:29,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1445543609799,natalie,1445543609,8.045832268969598e-05,070$,$069,119655405,30.346012804243355,59.927783251000854
4,250-2-7803-22543,14027,22.10.2015 22:53:29,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-73,1445543609799,natalie,1445543609,8.045832268969598e-05,070$,$069,119655405,30.346012804243355,59.927783251000854
5,250-2-7803-22543,18973,22.10.2015 22:53:29,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-103,1445543609799,natalie,1445543609,8.045832268969598e-05,070$,$069,119655405,30.346012804243355,59.927783251000854
6,1,22543,22.10.2015 22:53:30,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1445543610821,natalie,1445543609,0.0008179497851012334,070$,$069,119655405,30.34599476624397,59.92779087521747
7,250-2-7803-22543,14027,22.10.2015 22:53:30,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-73,1445543610821,natalie,1445543609,0.0008179497851012334,070$,$069,119655405,30.34599476624397,59.92779087521747
8,250-2-7803-22543,18973,22.10.2015 22:53:30,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-103,1445543610821,natalie,1445543609,0.0008179497851012334,070$,$069,119655405,30.34599476624397,59.92779087521747
9,1,22543,22.10.2015 22:53:31,,7803,250,2,ServiceLog,2G,GPRS,-1,-77,1445543611854,natalie,1445543609,0.0023465369074185897,070$,$069,119655405,30.34595737916224,59.92780667780749
10,250-2-7803-22543,14027,22.10.2015 22:53:31,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-73,1445543611854,natalie,1445543609,0.0023465369074185897,070$,$069,119655405,30.34595737916224,59.92780667780749
11,250-2-7803-22543,18973,22.10.2015 22:53:31,,7803,-1,-1,ServiceLog,2G,GPRS,-1,-103,1445543611854,natalie,1445543609,0.0023465369074185897,070$,$069,119655405,30.34595737916224,59.92780667780749
