ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,RSSI
2163,Славянский бульвар 3,md,1417105208474,2G,EDGE,1,250,1,660,11971,-1,-69
,ServiceLog,md,1417105208550,2G,EDGE,1,250,1,660,11971,-1,-69
,ServiceLog,md,1417105209590,2G,EDGE,1,250,1,660,11971,-1,-69
,ServiceLog,md,1417105210624,2G,EDGE,1,250,1,660,11971,-1,-69
,ServiceLog,md,1417105211644,2G,EDGE,1,250,1,660,11971,-1,-69
,ServiceLog,md,1417105212681,2G,EDGE,1,250,1,660,11971,-1,-69
,ServiceLog,md,1417105213703,2G,EDGE,1,250,1,660,11971,-1,-69
,ServiceLog,md,1417105214726,2G,EDGE,1,250,1,660,11971,-1,-69
,ServiceLog,md,1417105215746,2G,EDGE,1,250,1,660,11971,-1,-69
,ServiceLog,md,1417105216762,2G,EDGE,1,250,1,660,11971,-1,-69
,ServiceLog,md,1417105217781,2G,EDGE,1,250,1,660,11971,-1,-61
2164,Славянский бульвар 4,md,1417105217959,2G,EDGE,1,250,1,660,11971,-1,-61
,ServiceLog,md,1417105218840,2G,EDGE,1,250,1,660,11971,-1,-61
,ServiceLog,md,1417105219860,2G,EDGE,1,250,1,660,11971,-1,-61
,ServiceLog,md,1417105220883,2G,EDGE,1,250,1,660,11971,-1,-63
,ServiceLog,md,1417105221943,2G,EDGE,1,250,1,660,11971,-1,-63
,ServiceLog,md,1417105222967,2G,EDGE,1,250,1,660,11971,-1,-63
,ServiceLog,md,1417105224021,2G,EDGE,1,250,1,660,11971,-1,-67
,ServiceLog,md,1417105225064,2G,EDGE,1,250,1,660,11971,-1,-67
,ServiceLog,md,1417105226112,2G,EDGE,1,250,1,660,11971,-1,-67
,ServiceLog,md,1417105227162,2G,EDGE,1,250,1,660,11971,-1,-75
,ServiceLog,md,1417105228216,2G,EDGE,1,250,1,660,11971,-1,-75
,ServiceLog,md,1417105229274,2G,EDGE,1,250,1,660,11971,-1,-81
,ServiceLog,md,1417105230301,2G,EDGE,1,250,1,660,11971,-1,-81
,ServiceLog,md,1417105231350,2G,EDGE,1,250,1,660,11971,-1,-81
,ServiceLog,md,1417105232391,2G,EDGE,1,250,1,660,11971,-1,-87
