ID,Name,User,TimeStamp,NetworkGen,NetworkType,Active,MCC,MNC,LAC,CID,PSC,RSSI
1082,Ясенево 2,bishop,1417415907198,2G,EDGE,1,250,1,770,561,-1,-63
,ServiceLog,bishop,1417415908014,2G,EDGE,1,250,1,770,561,-1,-63
,ServiceLog,bishop,1417415909047,2G,EDGE,1,250,1,770,561,-1,-63
,ServiceLog,bishop,1417415910076,2G,EDGE,1,250,1,770,561,-1,-65
,ServiceLog,bishop,1417415911123,2G,EDGE,1,250,1,770,561,-1,-65
,ServiceLog,bishop,1417415912140,2G,EDGE,1,250,1,770,561,-1,-65
,ServiceLog,bishop,1417415913150,2G,EDGE,1,250,1,770,561,-1,-67
,ServiceLog,bishop,1417415914165,2G,EDGE,1,250,1,770,561,-1,-67
,ServiceLog,bishop,1417415915180,2G,EDGE,1,250,1,770,561,-1,-67
,ServiceLog,bishop,1417415916212,2G,EDGE,1,250,1,770,561,-1,-67
,ServiceLog,bishop,1417415917226,2G,EDGE,1,250,1,770,561,-1,-67
,ServiceLog,bishop,1417415918251,2G,EDGE,1,250,1,770,561,-1,-67
,ServiceLog,bishop,1417415919268,2G,EDGE,1,250,1,770,561,-1,-67
,ServiceLog,bishop,1417415920416,2G,EDGE,1,250,1,770,561,-1,-67
,ServiceLog,bishop,1417415921438,2G,EDGE,1,250,1,770,561,-1,-67
,ServiceLog,bishop,1417415922464,2G,EDGE,1,250,1,770,561,-1,-67
,ServiceLog,bishop,1417415923485,2G,EDGE,1,250,1,770,561,-1,-65
,ServiceLog,bishop,1417415924551,2G,EDGE,1,250,1,770,561,-1,-65
1083,Ясенево 3,bishop,1417415925411,2G,EDGE,1,250,1,770,561,-1,-65
