index,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators
150,1,65539667,,33.0,100,250,1,Проспект Ветеранов 3,3G,HSPA,501,-81,1435668250468,Stanislav,1435668250,0.0,004,003,,003-004-201506301544-Stanislav-move.csv,30.2519270282,59.8419318249,100-65539667,003-004,25001
151,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-81,1435668250541,Stanislav,1435668250,1.75652283514e-06,004,003,,003-004-201506301544-Stanislav-move.csv,30.251927079,59.841931823,100-65539667,003-004,25001
152,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-81,1435668251556,Stanislav,1435668250,0.00039018130994,004,003,,003-004-201506301544-Stanislav-move.csv,30.2519383299,59.8419313915,100-65539667,003-004,25001
153,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-81,1435668252573,Stanislav,1435668250,0.0014605379054,004,003,,003-004-201506301544-Stanislav-move.csv,30.251969333,59.8419302026,100-65539667,003-004,25001
154,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-73,1435668253586,Stanislav,1435668250,0.0032045042707,004,003,,003-004-201506301544-Stanislav-move.csv,30.2520198474,59.8419282655,100-65539667,003-004,25001
155,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-73,1435668254603,Stanislav,1435668250,0.00563585291436,004,003,,003-004-201506301544-Stanislav-move.csv,30.2520902719,59.8419255649,100-65539667,003-004,25001
156,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-89,1435668255620,Stanislav,1435668250,0.00874903844374,004,003,,003-004-201506301544-Stanislav-move.csv,30.2521804461,59.8419221069,100-65539667,003-004,25001
157,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-89,1435668256638,Stanislav,1435668250,0.0125481286687,004,003,,003-004-201506301544-Stanislav-move.csv,30.2522904876,59.841917887,100-65539667,003-004,25001
158,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-89,1435668257651,Stanislav,1435668250,0.0170067124215,004,003,,003-004-201506301544-Stanislav-move.csv,30.2524196315,59.8419129345,100-65539667,003-004,25001
159,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-89,1435668258670,Stanislav,1435668250,0.0221742106726,004,003,,003-004-201506301544-Stanislav-move.csv,30.2525693093,59.8419071947,100-65539667,003-004,25001
160,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-93,1435668259682,Stanislav,1435668250,0.027983693736,004,003,,003-004-201506301544-Stanislav-move.csv,30.2527375823,59.8419007417,100-65539667,003-004,25001
161,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-93,1435668260701,Stanislav,1435668250,0.0345155323537,004,003,,003-004-201506301544-Stanislav-move.csv,30.2529267785,59.8418934864,100-65539667,003-004,25001
162,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-93,1435668261711,Stanislav,1435668250,0.0416651594507,004,003,,003-004-201506301544-Stanislav-move.csv,30.2531338691,59.8418855449,100-65539667,003-004,25001
163,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-93,1435668262741,Stanislav,1435668250,0.0496489528371,004,003,,003-004-201506301544-Stanislav-move.csv,30.2533651215,59.8418766768,100-65539667,003-004,25001
164,1,65539667,,34.0,100,250,1,Проспект Ветеранов 4,3G,HSPA,501,-93,1435668263723,Stanislav,1435668250,0.0496489528371,004,003,,003-004-201506301544-Stanislav-move.csv,30.2533651215,59.8418766768,100-65539667,003-004,25001
165,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-97,1435668263759,Stanislav,1435668250,0.0499635255284,004,003,,003-004-201506301544-Stanislav-move.csv,30.2533742332,59.8418763274,100-65539667,003-004,25001
166,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-97,1435668264789,Stanislav,1435668250,0.0589637961615,004,003,,003-004-201506301544-Stanislav-move.csv,30.2536349281,59.8418663302,100-65539667,003-004,25001
167,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-53,1435668265801,Stanislav,1435668250,0.0678067814907,004,003,,003-004-201506301544-Stanislav-move.csv,30.2538912665,59.8418614248,100-65539667,003-004,25001
168,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-53,1435668266826,Stanislav,1435668250,0.0767633604885,004,003,,003-004-201506301544-Stanislav-move.csv,30.2541511722,59.8418674691,100-65539667,003-004,25001
169,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-53,1435668267840,Stanislav,1435668250,0.0856238208051,004,003,,003-004-201506301544-Stanislav-move.csv,30.2544082888,59.8418734486,100-65539667,003-004,25001
170,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-53,1435668268855,Stanislav,1435668250,0.0944930206989,004,003,,003-004-201506301544-Stanislav-move.csv,30.2546656589,59.8418794339,100-65539667,003-004,25001
171,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-101,1435668269865,Stanislav,1435668250,0.103318528957,004,003,,003-004-201506301544-Stanislav-move.csv,30.2549187246,59.8418995441,100-65539667,003-004,25001
172,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-101,1435668270879,Stanislav,1435668250,0.112178989274,004,003,,003-004-201506301544-Stanislav-move.csv,30.2551724724,59.8419212263,100-65539667,003-004,25001
173,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-113,1435668271888,Stanislav,1435668250,0.120995760039,004,003,,003-004-201506301544-Stanislav-move.csv,30.2554249689,59.8419428016,100-65539667,003-004,25001
174,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-113,1435668272907,Stanislav,1435668250,0.129899911991,004,003,,003-004-201506301544-Stanislav-move.csv,30.2556799679,59.8419645908,100-65539667,003-004,25001
175,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-113,1435668273916,Stanislav,1435668250,0.138716680672,004,003,,003-004-201506301544-Stanislav-move.csv,30.2559324645,59.841986166,100-65539667,003-004,25001
176,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-113,1435668274937,Stanislav,1435668250,0.147638309695,004,003,,003-004-201506301544-Stanislav-move.csv,30.256187964,59.8420079979,100-65539667,003-004,25001
177,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-109,1435668275946,Stanislav,1435668250,0.156455080459,004,003,,003-004-201506301544-Stanislav-move.csv,30.2564404605,59.8420295732,100-65539667,003-004,25001
178,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-109,1435668276961,Stanislav,1435668250,0.16532427827,004,003,,003-004-201506301544-Stanislav-move.csv,30.2566944585,59.8420512767,100-65539667,003-004,25001
179,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-113,1435668277969,Stanislav,1435668250,0.174132311541,004,003,,003-004-201506301544-Stanislav-move.csv,30.2569467049,59.8420728305,100-65539667,003-004,25001
180,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-113,1435668278986,Stanislav,1435668250,0.183018986422,004,003,,003-004-201506301544-Stanislav-move.csv,30.2572012033,59.8420945768,100-65539667,003-004,25001
181,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-113,1435668279996,Stanislav,1435668250,0.19184449468,004,003,,003-004-201506301544-Stanislav-move.csv,30.2574539501,59.8421161734,100-65539667,003-004,25001
182,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-113,1435668281010,Stanislav,1435668250,0.200704954997,004,003,,003-004-201506301544-Stanislav-move.csv,30.2577076979,59.8421378555,100-65539667,003-004,25001
183,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-107,1435668282019,Stanislav,1435668250,0.209521725762,004,003,,003-004-201506301544-Stanislav-move.csv,30.2579601945,59.8421594307,100-65539667,003-004,25001
184,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-107,1435668283041,Stanislav,1435668250,0.218452090195,004,003,,003-004-201506301544-Stanislav-move.csv,30.2582159441,59.8421812838,100-65539667,003-004,25001
185,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-107,1435668284056,Stanislav,1435668250,0.227321290089,004,003,,003-004-201506301544-Stanislav-move.csv,30.2584699422,59.8422029873,100-65539667,003-004,25001
186,1,65539667,,,100,250,1,ServiceLog,3G,HSPA,501,-107,1435668285083,Stanislav,1435668250,0.236295346157,004,003,,003-004-201506301544-Stanislav-move.csv,30.2587269431,59.8422249473,100-65539667,003-004,25001
