index,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators
23359,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-93,1435592598247,Stanislav,1435592584,0.0331494402019,020,021,,021-020-201506291843-Stanislav-move.csv,30.4422818679,60.0502124233,234-15073,021-020,25001
23360,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592598247,Stanislav,1435592584,0.0331494402019,020,021,,021-020-201506291843-Stanislav-move.csv,30.4422818679,60.0502124233,234-23141,021-020,25001
23361,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592598247,Stanislav,1435592584,0.0331494402019,020,021,,021-020-201506291843-Stanislav-move.csv,30.4422818679,60.0502124233,234-2054,021-020,25001
23362,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-91,1435592599260,Stanislav,1435592584,0.0380956956099,020,021,,021-020-201506291843-Stanislav-move.csv,30.4422160806,60.0501182045,234-15076,021-020,25001
23363,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-93,1435592599260,Stanislav,1435592584,0.0380956956099,020,021,,021-020-201506291843-Stanislav-move.csv,30.4422160806,60.0501182045,234-15073,021-020,25001
23364,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592599260,Stanislav,1435592584,0.0380956956099,020,021,,021-020-201506291843-Stanislav-move.csv,30.4422160806,60.0501182045,234-23141,021-020,25001
23365,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592599260,Stanislav,1435592584,0.0380956956099,020,021,,021-020-201506291843-Stanislav-move.csv,30.4422160806,60.0501182045,234-2054,021-020,25001
23366,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-91,1435592600283,Stanislav,1435592584,0.0434396993875,020,021,,021-020-201506291843-Stanislav-move.csv,30.442145003,60.0500164088,234-15076,021-020,25001
23367,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-93,1435592600283,Stanislav,1435592584,0.0434396993875,020,021,,021-020-201506291843-Stanislav-move.csv,30.442145003,60.0500164088,234-15073,021-020,25001
23368,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592600283,Stanislav,1435592584,0.0434396993875,020,021,,021-020-201506291843-Stanislav-move.csv,30.442145003,60.0500164088,234-23141,021-020,25001
23369,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592600283,Stanislav,1435592584,0.0434396993875,020,021,,021-020-201506291843-Stanislav-move.csv,30.442145003,60.0500164088,234-2054,021-020,25001
23370,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592601300,Stanislav,1435592584,0.0490999154425,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420697197,60.0499085895,234-15076,021-020,25001
23371,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592601300,Stanislav,1435592584,0.0490999154425,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420697197,60.0499085895,234-15073,021-020,25001
23372,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592601300,Stanislav,1435592584,0.0490999154425,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420697197,60.0499085895,234-23141,021-020,25001
23373,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592601300,Stanislav,1435592584,0.0490999154425,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420697197,60.0499085895,234-2054,021-020,25001
23375,1,15076,,214.0,234,250,1,Девяткино 4,2G,EDGE,-1,-89,1435592601603,Stanislav,1435592584,0.0490999154425,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420697197,60.0499085895,234-15076,021-020,25001
23376,250-1-234-15076,15073,,214.0,234,250,1,Девяткино 4,2G,EDGE,-1,-89,1435592601603,Stanislav,1435592584,0.0490999154425,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420697197,60.0499085895,234-15073,021-020,25001
23377,250-1-234-15076,23141,,214.0,234,250,1,Девяткино 4,2G,EDGE,-1,-99,1435592601603,Stanislav,1435592584,0.0490999154425,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420697197,60.0499085895,234-23141,021-020,25001
23378,250-1-234-15076,2054,,214.0,234,250,1,Девяткино 4,2G,EDGE,-1,-99,1435592601603,Stanislav,1435592584,0.0490999154425,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420697197,60.0499085895,234-2054,021-020,25001
23380,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592602319,Stanislav,1435592584,0.0532795588319,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420141287,60.0498289727,234-15076,021-020,25001
23381,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592602319,Stanislav,1435592584,0.0532795588319,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420141287,60.0498289727,234-15073,021-020,25001
23382,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592602319,Stanislav,1435592584,0.0532795588319,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420141287,60.0498289727,234-23141,021-020,25001
23383,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592602319,Stanislav,1435592584,0.0532795588319,020,021,,021-020-201506291843-Stanislav-move.csv,30.4420141287,60.0498289727,234-2054,021-020,25001
23385,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592603337,Stanislav,1435592584,0.0592221231112,020,021,,021-020-201506291843-Stanislav-move.csv,30.44193509,60.0497157743,234-15076,021-020,25001
23386,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592603337,Stanislav,1435592584,0.0592221231112,020,021,,021-020-201506291843-Stanislav-move.csv,30.44193509,60.0497157743,234-15073,021-020,25001
23387,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592603337,Stanislav,1435592584,0.0592221231112,020,021,,021-020-201506291843-Stanislav-move.csv,30.44193509,60.0497157743,234-23141,021-020,25001
23388,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-101,1435592603337,Stanislav,1435592584,0.0592221231112,020,021,,021-020-201506291843-Stanislav-move.csv,30.44193509,60.0497157743,234-2054,021-020,25001
23390,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592604362,Stanislav,1435592584,0.0652055510349,020,021,,021-020-201506291843-Stanislav-move.csv,30.4418555078,60.0496017972,234-15076,021-020,25001
23391,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592604362,Stanislav,1435592584,0.0652055510349,020,021,,021-020-201506291843-Stanislav-move.csv,30.4418555078,60.0496017972,234-15073,021-020,25001
23392,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-99,1435592604362,Stanislav,1435592584,0.0652055510349,020,021,,021-020-201506291843-Stanislav-move.csv,30.4418555078,60.0496017972,234-23141,021-020,25001
23393,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-101,1435592604362,Stanislav,1435592584,0.0652055510349,020,021,,021-020-201506291843-Stanislav-move.csv,30.4418555078,60.0496017972,234-2054,021-020,25001
23395,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-93,1435592605386,Stanislav,1435592584,0.0711831404999,020,021,,021-020-201506291843-Stanislav-move.csv,30.4417760033,60.0494879308,234-15076,021-020,25001
23396,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592605386,Stanislav,1435592584,0.0711831404999,020,021,,021-020-201506291843-Stanislav-move.csv,30.4417760033,60.0494879308,234-15073,021-020,25001
23397,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-101,1435592605386,Stanislav,1435592584,0.0711831404999,020,021,,021-020-201506291843-Stanislav-move.csv,30.4417760033,60.0494879308,234-23141,021-020,25001
23398,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-101,1435592605386,Stanislav,1435592584,0.0711831404999,020,021,,021-020-201506291843-Stanislav-move.csv,30.4417760033,60.0494879308,234-2054,021-020,25001
23400,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-93,1435592606417,Stanislav,1435592584,0.0772015936093,020,021,,021-020-201506291843-Stanislav-move.csv,30.4416959553,60.0493732857,234-15076,021-020,25001
23401,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592606417,Stanislav,1435592584,0.0772015936093,020,021,,021-020-201506291843-Stanislav-move.csv,30.4416959553,60.0493732857,234-15073,021-020,25001
23402,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-101,1435592606417,Stanislav,1435592584,0.0772015936093,020,021,,021-020-201506291843-Stanislav-move.csv,30.4416959553,60.0493732857,234-23141,021-020,25001
23403,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-101,1435592606417,Stanislav,1435592584,0.0772015936093,020,021,,021-020-201506291843-Stanislav-move.csv,30.4416959553,60.0493732857,234-2054,021-020,25001
23405,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592607438,Stanislav,1435592584,0.0831616704814,020,021,,021-020-201506291843-Stanislav-move.csv,30.4416166837,60.0492597521,234-15076,021-020,25001
23406,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592607438,Stanislav,1435592584,0.0831616704814,020,021,,021-020-201506291843-Stanislav-move.csv,30.4416166837,60.0492597521,234-15073,021-020,25001
23407,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-105,1435592607438,Stanislav,1435592584,0.0831616704814,020,021,,021-020-201506291843-Stanislav-move.csv,30.4416166837,60.0492597521,234-23141,021-020,25001
23408,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592607438,Stanislav,1435592584,0.0831616704814,020,021,,021-020-201506291843-Stanislav-move.csv,30.4416166837,60.0492597521,234-2054,021-020,25001
23410,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592608457,Stanislav,1435592584,0.0891100732195,020,021,,021-020-201506291843-Stanislav-move.csv,30.4415375674,60.0491464406,234-15076,021-020,25001
23411,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592608457,Stanislav,1435592584,0.0891100732195,020,021,,021-020-201506291843-Stanislav-move.csv,30.4415375674,60.0491464406,234-15073,021-020,25001
23412,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-105,1435592608457,Stanislav,1435592584,0.0891100732195,020,021,,021-020-201506291843-Stanislav-move.csv,30.4415375674,60.0491464406,234-23141,021-020,25001
23413,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592608457,Stanislav,1435592584,0.0891100732195,020,021,,021-020-201506291843-Stanislav-move.csv,30.4415375674,60.0491464406,234-2054,021-020,25001
23415,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592609469,Stanislav,1435592584,0.095017613705,020,021,,021-020-201506291843-Stanislav-move.csv,30.4414589946,60.049033907,234-15076,021-020,25001
23416,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592609469,Stanislav,1435592584,0.095017613705,020,021,,021-020-201506291843-Stanislav-move.csv,30.4414589946,60.049033907,234-15073,021-020,25001
23417,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-105,1435592609469,Stanislav,1435592584,0.095017613705,020,021,,021-020-201506291843-Stanislav-move.csv,30.4414589946,60.049033907,234-23141,021-020,25001
23418,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592609469,Stanislav,1435592584,0.095017613705,020,021,,021-020-201506291843-Stanislav-move.csv,30.4414589946,60.049033907,234-2054,021-020,25001
23420,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592610485,Stanislav,1435592584,0.100948502458,020,021,,021-020-201506291843-Stanislav-move.csv,30.4413801112,60.0489209283,234-15076,021-020,25001
23421,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592610485,Stanislav,1435592584,0.100948502458,020,021,,021-020-201506291843-Stanislav-move.csv,30.4413801112,60.0489209283,234-15073,021-020,25001
23422,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-105,1435592610485,Stanislav,1435592584,0.100948502458,020,021,,021-020-201506291843-Stanislav-move.csv,30.4413801112,60.0489209283,234-23141,021-020,25001
23423,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592610485,Stanislav,1435592584,0.100948502458,020,021,,021-020-201506291843-Stanislav-move.csv,30.4413801112,60.0489209283,234-2054,021-020,25001
23425,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592611515,Stanislav,1435592584,0.106961118501,020,021,,021-020-201506291843-Stanislav-move.csv,30.4413001408,60.0488063924,234-15076,021-020,25001
23426,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592611515,Stanislav,1435592584,0.106961118501,020,021,,021-020-201506291843-Stanislav-move.csv,30.4413001408,60.0488063924,234-15073,021-020,25001
23427,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-105,1435592611515,Stanislav,1435592584,0.106961118501,020,021,,021-020-201506291843-Stanislav-move.csv,30.4413001408,60.0488063924,234-23141,021-020,25001
23428,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592611515,Stanislav,1435592584,0.106961118501,020,021,,021-020-201506291843-Stanislav-move.csv,30.4413001408,60.0488063924,234-2054,021-020,25001
23430,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592612554,Stanislav,1435592584,0.113026269538,020,021,,021-020-201506291843-Stanislav-move.csv,30.4412194717,60.0486908553,234-15076,021-020,25001
23431,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592612554,Stanislav,1435592584,0.113026269538,020,021,,021-020-201506291843-Stanislav-move.csv,30.4412194717,60.0486908553,234-15073,021-020,25001
23432,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-105,1435592612554,Stanislav,1435592584,0.113026269538,020,021,,021-020-201506291843-Stanislav-move.csv,30.4412194717,60.0486908553,234-23141,021-020,25001
23433,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592612554,Stanislav,1435592584,0.113026269538,020,021,,021-020-201506291843-Stanislav-move.csv,30.4412194717,60.0486908553,234-2054,021-020,25001
23435,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592613566,Stanislav,1435592584,0.118933810024,020,021,,021-020-201506291843-Stanislav-move.csv,30.4411105414,60.048587334,234-15076,021-020,25001
23436,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592613566,Stanislav,1435592584,0.118933810024,020,021,,021-020-201506291843-Stanislav-move.csv,30.4411105414,60.048587334,234-15073,021-020,25001
23437,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-105,1435592613566,Stanislav,1435592584,0.118933810024,020,021,,021-020-201506291843-Stanislav-move.csv,30.4411105414,60.048587334,234-23141,021-020,25001
23438,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592613566,Stanislav,1435592584,0.118933810024,020,021,,021-020-201506291843-Stanislav-move.csv,30.4411105414,60.048587334,234-2054,021-020,25001
23440,1,15076,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592614584,Stanislav,1435592584,0.124876375695,020,021,,021-020-201506291843-Stanislav-move.csv,30.4409490518,60.0484986129,234-15076,021-020,25001
23441,250-1-234-15076,15073,,,234,250,1,ServiceLog,2G,EDGE,-1,-89,1435592614584,Stanislav,1435592584,0.124876375695,020,021,,021-020-201506291843-Stanislav-move.csv,30.4409490518,60.0484986129,234-15073,021-020,25001
23442,250-1-234-15076,23141,,,234,250,1,ServiceLog,2G,EDGE,-1,-105,1435592614584,Stanislav,1435592584,0.124876375695,020,021,,021-020-201506291843-Stanislav-move.csv,30.4409490518,60.0484986129,234-23141,021-020,25001
23443,250-1-234-15076,2054,,,234,250,1,ServiceLog,2G,EDGE,-1,-103,1435592614584,Stanislav,1435592584,0.124876375695,020,021,,021-020-201506291843-Stanislav-move.csv,30.4409490518,60.0484986129,234-2054,021-020,25001
24336,1,2316,,233.0,218,250,1,Купчино 3,2G,EDGE,-1,-95,1419413821484,Stanislav,1419413821,0.0,024,023,,023-024-201412241237-Stanislav-move.csv,30.3754976185,59.8297045264,218-2316,023-024,25001
24337,1,2316,,,218,250,1,ServiceLog,2G,EDGE,-1,-95,1419413821868,Stanislav,1419413821,7.12734197611e-05,024,023,,023-024-201412241237-Stanislav-move.csv,30.3754970905,59.8297055651,218-2316,023-024,25001
24338,1,2316,,,218,250,1,ServiceLog,2G,EDGE,-1,-93,1419413822878,Stanislav,1419413821,0.000939270293043,024,023,,023-024-201412241237-Stanislav-move.csv,30.3754906604,59.8297182145,218-2316,023-024,25001
24340,1,2316,,,218,250,1,ServiceLog,2G,EDGE,-1,-93,1419413823892,Stanislav,1419413821,0.0028027087439,024,023,,023-024-201412241237-Stanislav-move.csv,30.375476856,59.8297453706,218-2316,023-024,25001
24342,1,2316,,,218,250,1,ServiceLog,2G,EDGE,-1,-95,1419413824904,Stanislav,1419413821,0.00565349793022,024,023,,023-024-201412241237-Stanislav-move.csv,30.3754557373,59.8297869155,218-2316,023-024,25001
