index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators
1871,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-105,1435815761433,User1,1435815736,0.223811197053,007,008,,008-007-201507020842-User1-move.csv,37.641038647,55.766659549,26627-19071,008-007,25099
1872,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-101,1435815762450,User1,1435815736,0.236256282793,007,008,,008-007-201507020842-User1-move.csv,37.6411578101,55.7666988992,26627-19071,008-007,25099
1873,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-97,1435815763473,User1,1435815736,0.248774791385,007,008,,008-007-201507020842-User1-move.csv,37.6412786267,55.7667375606,26627-19071,008-007,25099
1874,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-95,1435815764513,User1,1435815736,0.261501329444,007,008,,008-007-201507020842-User1-move.csv,37.641402552,55.766775638,26627-19071,008-007,25099
1875,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-95,1435815765575,User1,1435815736,0.274497083651,007,008,,008-007-201507020842-User1-move.csv,37.6415323967,55.7668107989,26627-19071,008-007,25099
1876,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-95,1435815766616,User1,1435815736,0.287235857878,007,008,,008-007-201507020842-User1-move.csv,37.641657019,55.7668479327,26627-19071,008-007,25099
1877,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-93,1435815767677,User1,1435815736,0.300219375916,007,008,,008-007-201507020842-User1-move.csv,37.6417897938,55.7668791673,26627-19071,008-007,25099
1878,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-93,1435815768804,User1,1435815736,0.314010536563,007,008,,008-007-201507020842-User1-move.csv,37.6419259988,55.7669183074,26627-19071,008-007,25099
1879,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-93,1435815769890,User1,1435815736,0.327299982175,007,008,,008-007-201507020842-User1-move.csv,37.642062942,55.7669492019,26627-19071,008-007,25099
1880,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-89,1435815770929,User1,1435815736,0.340014281146,007,008,,008-007-201507020842-User1-move.csv,37.6421948456,55.7669774985,26627-19071,008-007,25099
1881,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-87,1435815772003,User1,1435815736,0.353156881055,007,008,,008-007-201507020842-User1-move.csv,37.6423311388,55.7670068276,26627-19071,008-007,25099
1882,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-87,1435815773051,User1,1435815736,0.365981317221,007,008,,008-007-201507020842-User1-move.csv,37.6424641325,55.7670354466,26627-19071,008-007,25099
1883,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-87,1435815774108,User1,1435815736,0.378915884746,007,008,,008-007-201507020842-User1-move.csv,37.6425982683,55.7670643114,26627-19071,008-007,25099
1884,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-85,1435815775144,User1,1435815736,0.39159347521,007,008,,008-007-201507020842-User1-move.csv,37.6427297392,55.7670926027,26627-19071,008-007,25099
1885,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-85,1435815776177,User1,1435815736,0.404234354248,007,008,,008-007-201507020842-User1-move.csv,37.6428608293,55.7671208121,26627-19071,008-007,25099
1886,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-85,1435815777224,User1,1435815736,0.417046551327,007,008,,008-007-201507020842-User1-move.csv,37.6429936961,55.7671494037,26627-19071,008-007,25099
1887,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-85,1435815778261,User1,1435815736,0.429736377959,007,008,,008-007-201507020842-User1-move.csv,37.6431252939,55.7671777223,26627-19071,008-007,25099
1888,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-85,1435815779376,User1,1435815736,0.443380695822,007,008,,008-007-201507020842-User1-move.csv,37.64326679,55.7672081708,26627-19071,008-007,25099
1889,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-85,1435815780434,User1,1435815736,0.456327502434,007,008,,008-007-201507020842-User1-move.csv,37.6434010528,55.7672370628,26627-19071,008-007,25099
1890,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-85,1435815781509,User1,1435815736,0.469482338512,007,008,,008-007-201507020842-User1-move.csv,37.6435374728,55.767266419,26627-19071,008-007,25099
1891,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-85,1435815782540,User1,1435815736,0.482098742294,007,008,,008-007-201507020842-User1-move.csv,37.6436683092,55.7672945736,26627-19071,008-007,25099
1892,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-83,1435815783649,User1,1435815736,0.495669637305,007,008,,008-007-201507020842-User1-move.csv,37.6438090439,55.7673248583,26627-19071,008-007,25099
1893,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-83,1435815784736,User1,1435815736,0.508971319086,007,008,,008-007-201507020842-User1-move.csv,37.6439469868,55.7673545421,26627-19071,008-007,25099
1894,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-83,1435815785845,User1,1435815736,0.522542214098,007,008,,008-007-201507020842-User1-move.csv,37.6440877216,55.7673848267,26627-19071,008-007,25099
1895,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-83,1435815786899,User1,1435815736,0.535440070197,007,008,,008-007-201507020842-User1-move.csv,37.6442214767,55.7674136093,26627-19071,008-007,25099
1896,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435815787945,User1,1435815736,0.548240031107,007,008,,008-007-201507020842-User1-move.csv,37.6443542165,55.7674421734,26627-19071,008-007,25099
1897,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435815789057,User1,1435815736,0.561847637544,007,008,,008-007-201507020842-User1-move.csv,37.644495332,55.7674725398,26627-19071,008-007,25099
1898,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435815790113,User1,1435815736,0.574769968899,007,008,,008-007-201507020842-User1-move.csv,37.6446269807,55.7675045686,26627-19071,008-007,25099
1899,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435815791158,User1,1435815736,0.58755769364,007,008,,008-007-201507020842-User1-move.csv,37.6447564429,55.7675373659,26627-19071,008-007,25099
1900,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-81,1435815792333,User1,1435815736,0.601936234178,007,008,,008-007-201507020842-User1-move.csv,37.6449020105,55.7675742432,26627-19071,008-007,25099
1901,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-79,1435815793365,User1,1435815736,0.614564877047,007,008,,008-007-201507020842-User1-move.csv,37.6450298622,55.7676066325,26627-19071,008-007,25099
1902,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-79,1435815794498,User1,1435815736,0.628429460545,007,008,,008-007-201507020842-User1-move.csv,37.6451702265,55.7676421916,26627-19071,008-007,25099
1903,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-79,1435815795547,User1,1435815736,0.641266132881,007,008,,008-007-201507020842-User1-move.csv,37.6453001842,55.7676751143,26627-19071,008-007,25099
1904,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-79,1435815796634,User1,1435815736,0.654567814661,007,008,,008-007-201507020842-User1-move.csv,37.6454348497,55.7677092296,26627-19071,008-007,25099
1905,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-77,1435815797667,User1,1435815736,0.667208693699,007,008,,008-007-201507020842-User1-move.csv,37.6455628253,55.7677416501,26627-19071,008-007,25099
1906,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-77,1435815798735,User1,1435815736,0.68027786784,007,008,,008-007-201507020842-User1-move.csv,37.6456951369,55.7677751691,26627-19071,008-007,25099
1907,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-77,1435815799772,User1,1435815736,0.69296769739,007,008,,008-007-201507020842-User1-move.csv,37.6458236081,55.7678077151,26627-19071,008-007,25099
1908,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-77,1435815800826,User1,1435815736,0.705865553489,007,008,,008-007-201507020842-User1-move.csv,37.6459541853,55.7678407946,26627-19071,008-007,25099
1909,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-75,1435815801901,User1,1435815736,0.719020389568,007,008,,008-007-201507020842-User1-move.csv,37.6460873641,55.7678745331,26627-19071,008-007,25099
1910,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-75,1435815802941,User1,1435815736,0.731746927626,007,008,,008-007-201507020842-User1-move.csv,37.6462162069,55.7679071732,26627-19071,008-007,25099
1911,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-75,1435815803961,User1,1435815736,0.744228724793,007,008,,008-007-201507020842-User1-move.csv,37.646342572,55.7679391856,26627-19071,008-007,25099
1912,1,19071,,26627,250,99,ServiceLog,2G,EDGE,-1,-75,1435815804992,User1,1435815736,0.756845131492,007,008,,008-007-201507020842-User1-move.csv,37.6464702998,55.7679715431,26627-19071,008-007,25099
