index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators
1367,1,129614593,63.0,26627,250,99,Комсомольская (СКЛ) 3,3G,HSDPA,-1,-91,1435816144467,User1,1435816144,0.0,007,006,,006-007-201507020849-User1-move.csv,37.65646,55.77552,26627-129614593,006-007,25099
1368,1,129614593,,26627,250,99,ServiceLog,3G,HSDPA,-1,-91,1435816145333,User1,1435816144,0.000616783162646,007,006,,006-007-201507020849-User1-move.csv,37.6564526854,55.7755168197,26627-129614593,006-007,25099
1369,1,129614593,,26627,250,99,ServiceLog,3G,HSDPA,-1,-95,1435816146446,User1,1435816144,0.00322098288558,007,006,,006-007-201507020849-User1-move.csv,37.6564218013,55.7755033919,26627-129614593,006-007,25099
1370,1,129614593,,26627,250,99,ServiceLog,3G,HSDPA,-1,-95,1435816147527,User1,1435816144,0.00770086704458,007,006,,006-007-201507020849-User1-move.csv,37.6563686729,55.7754802926,26627-129614593,006-007,25099
1371,1,129614593,,26627,250,99,ServiceLog,3G,HSDPA,-1,-95,1435816148584,User1,1435816144,0.0139398642454,007,006,,006-007-201507020849-User1-move.csv,37.6562946827,55.7754481229,26627-129614593,006-007,25099
1372,1,129614593,,26627,250,99,ServiceLog,3G,HSDPA,-1,-95,1435816149594,User1,1435816144,0.0216183945807,007,006,,006-007-201507020849-User1-move.csv,37.6562031213,55.7754089034,26627-129614593,006-007,25099
1373,1,129614593,,26627,250,99,ServiceLog,3G,HSDPA,-1,-91,1435816150608,User1,1435816144,0.0310152287058,007,006,,006-007-201507020849-User1-move.csv,37.6560895723,55.7753620256,26627-129614593,006-007,25099
1374,1,129614593,,26627,250,99,ServiceLog,3G,HSDPA,-1,-91,1435816151666,User1,1435816144,0.0426227161157,007,006,,006-007-201507020849-User1-move.csv,37.6559493103,55.7753041194,26627-129614593,006-007,25099
1375,1,129614593,,26627,250,99,ServiceLog,3G,HSDPA,-1,-91,1435816152699,User1,1435816144,0.0557323683569,007,006,,006-007-201507020849-User1-move.csv,37.6557908965,55.7752387194,26627-129614593,006-007,25099
1376,1,129614593,,26627,250,99,ServiceLog,3G,HSDPA,-1,-89,1435816153728,User1,1435816144,0.0705362796097,007,006,,006-007-201507020849-User1-move.csv,37.6556120098,55.7751648671,26627-129614593,006-007,25099
