index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators,rawPower,grabbed,iter
58701,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-60.1077563416,13.0,Anna,1435915883,0.0778443113772,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5880891798,55.7085021426,7736-1010,100-099,25002,-60.1077563416,1.0,8
58703,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-54.422946557,14.0,Anna,1435915883,0.0838323353293,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5882600033,55.7086000096,7736-1010,100-099,25002,-53.0,1.0,8
58705,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-54.422946557,15.0,Anna,1435915883,0.0898203592814,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5884196277,55.7086914604,7736-1010,100-099,25002,-53.0,1.0,8
58707,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-54.422946557,16.0,Anna,1435915883,0.0958083832335,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5885890316,55.7087885136,7736-1010,100-099,25002,-53.0,1.0,8
58709,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-54.422946557,17.0,Anna,1435915883,0.101796407186,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5887489715,55.7088801447,7736-1010,100-099,25002,-54.422946557,1.0,8
58711,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-67.0,18.0,Anna,1435915883,0.107784431138,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5889202681,55.7089782818,7736-1010,100-099,25002,-67.0,1.0,8
58711,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-67.0,19.0,Anna,1435915883,0.11377245509,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5889202681,55.7089782818,7736-1010,100-099,25002,-67.0,1.0,8
58713,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-75.9671148555,20.0,Anna,1435915883,0.119760479042,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5890798926,55.7090697317,7736-1010,100-099,25002,-75.9671148555,1.0,8
58715,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-77.0,21.0,Anna,1435915883,0.125748502994,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5892474547,55.7091588824,7736-1010,100-099,25002,-79.0,1.0,8
58717,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-77.5923028945,22.0,Anna,1435915883,0.131736526946,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5894444851,55.7092226277,7736-1010,100-099,25002,-77.9095648679,1.0,8
58719,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-77.9095648679,23.0,Anna,1435915883,0.137724550898,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5896545858,55.7092906014,7736-1010,100-099,25002,-77.0,1.0,8
58721,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-79.0,24.0,Anna,1435915883,0.14371257485,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5898516161,55.7093543464,7736-1010,100-099,25002,-77.5923028945,1.0,8
58723,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-79.0,25.0,Anna,1435915883,0.149700598802,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5900775874,55.7094012242,7736-1010,100-099,25002,-79.0,1.0,8
58725,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-79.3898213432,26.0,Anna,1435915883,0.155688622754,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5902959804,55.709439623,7736-1010,100-099,25002,-79.3898213432,1.0,8
58725,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-86.6088702626,27.0,Anna,1435915883,0.161676646707,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5902959804,55.709439623,7736-1010,100-099,25002,-86.6088702626,1.0,8
58727,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-87.0,28.0,Anna,1435915883,0.167664670659,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5905259695,55.7094800606,7736-1010,100-099,25002,-87.0,1.0,8
58729,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-87.0,29.0,Anna,1435915883,0.173652694611,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5907428593,55.7095181951,7736-1010,100-099,25002,-89.8305768602,0.0,8
58731,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-87.4035639044,30.0,Anna,1435915883,0.179640718563,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.590980368,55.7095471594,7736-1010,100-099,25002,-91.0,0.0,8
58733,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,31.0,Anna,1435915883,0.185628742515,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5912046928,55.7095697533,7736-1010,100-099,25002,-89.1908637585,0.0,8
58735,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,32.0,Anna,1435915883,0.191616766467,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5914429687,55.7095937523,7736-1010,100-099,25002,-87.0,0.0,8
58737,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,33.0,Anna,1435915883,0.197604790419,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.591667515,55.7096163685,7736-1010,100-099,25002,-87.4035639044,0.0,8
58739,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,34.0,Anna,1435915883,0.203592814371,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5919062338,55.7096404121,7736-1010,100-099,25002,-89.0,0.0,8
58739,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,35.0,Anna,1435915883,0.209580838323,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5919062338,55.7096404121,7736-1010,100-099,25002,-89.0,0.0,8
58741,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.634200448,36.0,Anna,1435915883,0.215568862275,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5921312229,55.7096630728,7736-1010,100-099,25002,-102.634200448,0.0,8
58743,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.634200448,37.0,Anna,1435915883,0.221556886228,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5923705982,55.7096770872,7736-1010,100-099,25002,-105.0,0.0,8
58745,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.634200448,38.0,Anna,1435915883,0.22754491018,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5925985356,55.7096865564,7736-1010,100-099,25002,-103.790915836,0.0,8
58747,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.634200448,39.0,Anna,1435915883,0.233532934132,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5928394851,55.7096965662,7736-1010,100-099,25002,-103.0,0.0,8
58749,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.289213544,40.0,Anna,1435915883,0.239520958084,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5930665251,55.7097059981,7736-1010,100-099,25002,-102.289213544,0.0,8
58751,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,41.0,Anna,1435915883,0.245508982036,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5933088208,55.7097160638,7736-1010,100-099,25002,-101.0,0.0,8
58753,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,42.0,Anna,1435915883,0.251497005988,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5935365339,55.7097255237,7736-1010,100-099,25002,-100.796845175,0.0,8
58755,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,43.0,Anna,1435915883,0.25748502994,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5937700799,55.7097352259,7736-1010,100-099,25002,-99.0,0.0,8
58755,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,44.0,Anna,1435915883,0.263473053892,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5937700799,55.7097352259,7736-1010,100-099,25002,-99.0,0.0,8
58757,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.13829717,45.0,Anna,1435915883,0.269461077844,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5939989147,55.7097447324,7736-1010,100-099,25002,-102.13829717,0.0,8
58759,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.38902794,46.0,Anna,1435915883,0.275449101796,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5942353773,55.7097545558,7736-1010,100-099,25002,-103.0,0.0,8
58761,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.38902794,47.0,Anna,1435915883,0.281437125749,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5944619686,55.7097639691,7736-1010,100-099,25002,-103.0,0.0,8
58763,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.38902794,48.0,Anna,1435915883,0.287425149701,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5947038156,55.7097740161,7736-1010,100-099,25002,-103.0,0.0,8
58765,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,49.0,Anna,1435915883,0.293413173653,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5949308556,55.709783448,7736-1010,100-099,25002,-102.38902794,0.0,8
58767,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,50.0,Anna,1435915883,0.299401197605,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5951765165,55.7097936535,7736-1010,100-099,25002,-101.0,0.0,8
58769,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,51.0,Anna,1435915883,0.305389221557,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5954037808,55.7098030948,7736-1010,100-099,25002,-101.222675554,0.0,8
58769,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-106.658341185,52.0,Anna,1435915883,0.311377245509,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5954037808,55.7098030948,7736-1010,100-099,25002,-106.658341185,0.0,8
58771,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,53.0,Anna,1435915883,0.317365269461,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5956447521,55.7098179065,7736-1010,100-099,25002,-107.0,0.0,8
58773,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-109.0,54.0,Anna,1435915883,0.323353293413,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.595869605,55.709841689,7736-1010,100-099,25002,-111.122476399,0.0,8
58775,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-109.716552101,55.0,Anna,1435915883,0.329341317365,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5961081658,55.7098669214,7736-1010,100-099,25002,-113.0,0.0,8
58777,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-111.122476399,56.0,Anna,1435915883,0.335329341317,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5963323555,55.7098906338,7736-1010,100-099,25002,-111.27138933,0.0,8
58779,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-111.27138933,57.0,Anna,1435915883,0.341317365269,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5965706951,55.7099158428,7736-1010,100-099,25002,-109.0,0.0,8
58781,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,58.0,Anna,1435915883,0.347305389222,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5967832164,55.7099613358,7736-1010,100-099,25002,-109.716552101,0.0,8
58783,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,59.0,Anna,1435915883,0.353293413174,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5969976069,55.7100124973,7736-1010,100-099,25002,-113.0,0.0,8
58783,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,60.0,Anna,1435915883,0.359281437126,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5969976069,55.7100124973,7736-1010,100-099,25002,-113.0,0.0,8
58785,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,61.0,Anna,1435915883,0.365269461078,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.597206819,55.7100624228,7736-1010,100-099,25002,-113.0,0.0,8
58787,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,62.0,Anna,1435915883,0.37125748503,99,100,244724959.0,100-099-201507031317-Anna-move.csv,37.5974299095,55.7101156603,7736-1010,100-099,25002,-113.0,0.0,8
33349,1,350,743.0,7736,250,2,Добрынинская 3,2G,EDGE,-1,-79.2824953276,0.0,Anna,1435914913,0.0,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.62213,55.72871,7736-350,074-075,25002,-81.0,0.0,9
33354,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-75.818620464,1.0,Anna,1435914913,0.0119047619048,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.621958973,55.7287011305,7736-350,074-075,25002,-75.818620464,0.0,9
33356,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-74.7646510996,2.0,Anna,1435914913,0.0238095238095,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6217746391,55.7286886525,7736-350,074-075,25002,-74.2466306377,0.0,9
33358,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-74.2466306377,3.0,Anna,1435914913,0.0357142857143,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6215246477,55.7286717301,7736-350,074-075,25002,-74.7646510996,0.0,9
33359,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-70.6068001616,4.0,Anna,1435914913,0.047619047619,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.621368841,55.7286611832,7736-350,074-075,25002,-61.0,0.0,9
33360,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-70.6068001616,5.0,Anna,1435914913,0.0595238095238,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6212075901,55.7286502678,7736-350,074-075,25002,-61.8769427829,0.0,9
33362,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-70.6068001616,6.0,Anna,1435914913,0.0714285714286,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6210688567,55.7286408766,7736-350,074-075,25002,-65.0,0.0,9
33363,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-70.6068001616,7.0,Anna,1435914913,0.0833333333333,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6208959526,55.7286291723,7736-350,074-075,25002,-70.6068001616,0.0,9
33364,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-83.0,8.0,Anna,1435914913,0.0952380952381,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.620719973,55.7286172599,7736-350,074-075,25002,-83.0,0.0,9
33365,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-83.0,9.0,Anna,1435914913,0.107142857143,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6205460438,55.7286054862,7736-350,074-075,25002,-83.5396223844,0.0,9
33366,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-83.0,10.0,Anna,1435914913,0.119047619048,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6203616923,55.728593007,7736-350,074-075,25002,-87.0,0.0,9
33366,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-83.0,11.0,Anna,1435914913,0.130952380952,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6203616923,55.728593007,7736-350,074-075,25002,-87.0,0.0,9
33367,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-77.110408802,12.0,Anna,1435914913,0.142857142857,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6201882756,55.728581268,7736-350,074-075,25002,-77.110408802,0.0,9
33368,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-75.0,13.0,Anna,1435914913,0.154761904762,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6200114418,55.7285692977,7736-350,074-075,25002,-75.0,0.0,9
33369,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-59.6163131063,14.0,Anna,1435914913,0.166666666667,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6198380251,55.7285575588,7736-350,074-075,25002,-59.6163131063,0.0,9
33370,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-53.4867644955,15.0,Anna,1435914913,0.178571428571,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6196541863,55.7285451143,7736-350,074-075,25002,-51.0,0.0,9
33371,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-53.4867644955,16.0,Anna,1435914913,0.190476190476,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6194812821,55.72853341,7736-350,074-075,25002,-51.8373694504,0.0,9
33372,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-53.4867644955,17.0,Anna,1435914913,0.202380952381,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6193053026,55.7285214975,7736-350,074-075,25002,-53.0,0.0,9
33373,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-53.4867644955,18.0,Anna,1435914913,0.214285714286,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6191327401,55.7285098163,7736-350,074-075,25002,-53.4867644955,0.0,9
33374,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-55.0,19.0,Anna,1435914913,0.22619047619,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6189478761,55.7284973024,7736-350,074-075,25002,-55.0,0.0,9
33375,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-55.2455233581,20.0,Anna,1435914913,0.238095238095,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.618773322,55.7284852159,7736-350,074-075,25002,-55.2455233581,0.0,9
33375,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-68.0133795938,21.0,Anna,1435914913,0.25,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.618773322,55.7284852159,7736-350,074-075,25002,-68.0133795938,0.0,9
33376,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-69.0,22.0,Anna,1435914913,0.261904761905,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6185886204,55.7284719638,7736-350,074-075,25002,-69.0,0.0,9
33377,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-81.629951546,23.0,Anna,1435914913,0.27380952381,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.618415868,55.7284595691,7736-350,074-075,25002,-81.629951546,0.0,9
33378,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-85.0,24.0,Anna,1435914913,0.285714285714,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6182386774,55.7284468558,7736-350,074-075,25002,-87.0,0.0,9
33379,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-85.0,25.0,Anna,1435914913,0.297619047619,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6180638766,55.7284343141,7736-350,074-075,25002,-85.976189328,0.0,9
33380,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-85.0,26.0,Anna,1435914913,0.309523809524,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.617879687,55.7284210987,7736-350,074-075,25002,-85.0,0.0,9
33381,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-85.5822797768,27.0,Anna,1435914913,0.321428571429,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6177072761,55.7284087284,7736-350,074-075,25002,-85.0,0.0,9
33382,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-85.5822797768,28.0,Anna,1435914913,0.333333333333,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6175295733,55.7283959784,7736-350,074-075,25002,-85.0,0.0,9
33383,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-85.5822797768,29.0,Anna,1435914913,0.345238095238,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6173564795,55.7283835591,7736-350,074-075,25002,-85.5822797768,0.0,9
33384,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-91.0,30.0,Anna,1435914913,0.357142857143,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6171794596,55.7283708581,7736-350,074-075,25002,-91.0,0.0,9
33384,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-91.0,31.0,Anna,1435914913,0.369047619048,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6171794596,55.7283708581,7736-350,074-075,25002,-91.0,0.0,9
33385,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.9915157781,32.0,Anna,1435914913,0.380952380952,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6170063658,55.7283584389,7736-350,074-075,25002,-95.9915157781,0.0,9
33386,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-97.0,33.0,Anna,1435914913,0.392857142857,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6168206399,55.7283451132,7736-350,074-075,25002,-97.0,0.0,9
33387,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.778486453,34.0,Anna,1435914913,0.404761904762,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6166475461,55.7283326939,7736-350,074-075,25002,-101.778486453,0.0,9
33388,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,35.0,Anna,1435914913,0.416666666667,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6164686846,55.7283263765,7736-350,074-075,25002,-105.0,0.0,9
33389,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,36.0,Anna,1435914913,0.428571428571,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6162936845,55.7283218893,7736-350,074-075,25002,-105.0,0.0,9
33390,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,37.0,Anna,1435914913,0.440476190476,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6161088857,55.7283171509,7736-350,074-075,25002,-105.0,0.0,9
33391,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-106.464454574,38.0,Anna,1435914913,0.452380952381,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6159352608,55.728312699,7736-350,074-075,25002,-106.464454574,0.0,9
33392,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,39.0,Anna,1435914913,0.464285714286,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6157505517,55.72831,7736-350,074-075,25002,-113.0,0.0,9
33392,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,40.0,Anna,1435914913,0.47619047619,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6157505517,55.72831,7736-350,074-075,25002,-113.0,0.0,9
33393,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,41.0,Anna,1435914913,0.488095238095,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6155762306,55.72831,7736-350,074-075,25002,-113.0,0.0,9
33394,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,42.0,Anna,1435914913,0.5,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6153895195,55.72831,7736-350,074-075,25002,-113.0,0.0,9
33395,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,43.0,Anna,1435914913,0.511904761905,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6152153705,55.72831,7736-350,074-075,25002,-113.0,0.0,9
33396,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,44.0,Anna,1435914913,0.52380952381,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6150300361,55.72831,7736-350,074-075,25002,-113.0,0.0,9
33398,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,46.0,Anna,1435914913,0.547619047619,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6146650995,55.7283258652,7736-341,074-075,25002,-113.0,0.0,9
33399,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,47.0,Anna,1435914913,0.559523809524,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6144914673,55.7283334145,7736-341,074-075,25002,-108.841037846,0.0,9
33400,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,48.0,Anna,1435914913,0.571428571429,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6143032336,55.7283431971,7736-341,074-075,25002,-89.0,0.0,9
33400,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,49.0,Anna,1435914913,0.583333333333,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6143032336,55.7283431971,7736-341,074-075,25002,-89.0,0.0,9
33401,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,50.0,Anna,1435914913,0.595238095238,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.614129764,55.7283582814,7736-341,074-075,25002,-89.0,0.0,9
33402,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,51.0,Anna,1435914913,0.607142857143,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6139469407,55.7283741791,7736-341,074-075,25002,-89.0,0.0,9
33403,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-85.2889735935,52.0,Anna,1435914913,0.619047619048,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6137738112,55.7283892338,7736-341,074-075,25002,-85.2889735935,0.0,9
33404,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-83.0,53.0,Anna,1435914913,0.630952380952,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6135912832,55.7284075493,7736-341,074-075,25002,-83.0,0.0,9
33405,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-83.0,54.0,Anna,1435914913,0.642857142857,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6134206645,55.728429486,7736-341,074-075,25002,-83.0,0.0,9
33406,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-83.0,55.0,Anna,1435914913,0.654761904762,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6132398121,55.7284527385,7736-341,074-075,25002,-83.0,1.0,9
33407,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-82.0299310742,56.0,Anna,1435914913,0.666666666667,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.613066677,55.7284749987,7736-341,074-075,25002,-82.0299310742,1.0,9
33408,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-79.0,57.0,Anna,1435914913,0.678571428571,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6128844818,55.7285017346,7736-341,074-075,25002,-77.0,1.0,9
33408,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-78.6505675854,58.0,Anna,1435914913,0.690476190476,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6128844818,55.7285017346,7736-341,074-075,25002,-77.0,1.0,9
33409,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-77.0,59.0,Anna,1435914913,0.702380952381,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6127183609,55.7285314876,7736-341,074-075,25002,-78.6505675854,1.0,9
33410,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-77.0,60.0,Anna,1435914913,0.714285714286,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6125419088,55.728563091,7736-341,074-075,25002,-79.0,1.0,9
