index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators,rawPower,grabbed,iter
60588,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-65.0,16.0,Anna,1435915698,0.101910828025,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5750309214,55.6899379443,7736-1020,101-100,25002,-65.0,0.0,1
60588,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-65.0,17.0,Anna,1435915698,0.108280254777,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5750309214,55.6899379443,7736-1020,101-100,25002,-65.0,0.0,1
60590,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-84.9742045781,18.0,Anna,1435915698,0.114649681529,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5750843598,55.6900808864,7736-1020,101-100,25002,-84.9742045781,0.0,1
60592,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-87.0,19.0,Anna,1435915698,0.12101910828,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.575141013,55.6902324271,7736-1020,101-100,25002,-87.0,0.0,1
60594,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-97.0677781442,20.0,Anna,1435915698,0.127388535032,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5751943461,55.6903750863,7736-1020,101-100,25002,-97.0677781442,0.0,1
60596,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,21.0,Anna,1435915698,0.133757961783,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5752515263,55.6905280355,7736-1020,101-100,25002,-101.0,0.0,1
60598,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.082545228,22.0,Anna,1435915698,0.140127388535,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5753048593,55.6906706935,7736-1020,101-100,25002,-103.082545228,0.0,1
60600,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,23.0,Anna,1435915698,0.146496815287,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5753595099,55.6908168753,7736-1020,101-100,25002,-105.0,0.0,1
60602,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.215268841,24.0,Anna,1435915698,0.152866242038,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5754128957,55.6909596732,7736-1020,101-100,25002,-107.215268841,0.0,1
60604,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-111.0,25.0,Anna,1435915698,0.15923566879,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5754694962,55.6911110695,7736-1020,101-100,25002,-111.0,0.0,1
60606,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-111.361934205,26.0,Anna,1435915698,0.165605095541,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5755228292,55.6912537255,7736-1020,101-100,25002,-111.361934205,0.0,1
60608,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,27.0,Anna,1435915698,0.171974522293,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5755783757,55.6914023014,7736-1020,101-100,25002,-113.0,0.0,1
60610,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,28.0,Anna,1435915698,0.178343949045,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5756316561,55.6915448153,7736-1020,101-100,25002,-113.0,0.0,1
60610,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,29.0,Anna,1435915698,0.184713375796,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5756316561,55.6915448153,7736-1020,101-100,25002,-113.0,0.0,1
60612,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,30.0,Anna,1435915698,0.191082802548,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5756891525,55.6916986057,7736-1020,101-100,25002,-113.0,1.0,1
60614,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,31.0,Anna,1435915698,0.197452229299,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5757424328,55.6918411185,7736-1020,101-100,25002,-113.0,1.0,1
60616,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,32.0,Anna,1435915698,0.203821656051,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.575799086,55.6919926524,7736-1020,101-100,25002,-113.0,1.0,1
60618,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,33.0,Anna,1435915698,0.210191082803,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5758523137,55.6921350232,7736-1020,101-100,25002,-113.0,1.0,1
60620,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,34.0,Anna,1435915698,0.216560509554,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5759089669,55.6922865559,7736-1020,101-100,25002,-113.0,1.0,1
60723,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-61.0582292668,150.0,Anna,1435915698,0.955414012739,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5851675647,55.7067342107,7736-1010,101-100,25002,-75.0,0.0,1
60725,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-61.0582292668,151.0,Anna,1435915698,0.96178343949,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5853095452,55.7068265997,7736-1010,101-100,25002,-72.1285248345,0.0,1
60727,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-65.0,152.0,Anna,1435915698,0.968152866242,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5854483109,55.7069168966,7736-1010,101-100,25002,-65.0,0.0,1
60729,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-67.0,153.0,Anna,1435915698,0.974522292994,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5855658902,55.7069934071,7736-1010,101-100,25002,-61.0582292668,0.0,1
60733,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-67.0,154.0,Anna,1435915698,0.980891719745,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5857692349,55.7071257259,7736-1010,101-100,25002,-59.8209477127,0.0,1
60735,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-67.0,155.0,Anna,1435915698,0.987261146497,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5858561068,55.7071822542,7736-1010,101-100,25002,-67.0,0.0,1
60741,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-69.0,156.0,Anna,1435915698,0.993630573248,100,101,244724959.0,101-100-201507031314-Anna-move.csv,37.5860288535,55.7072946621,7736-1010,101-100,25002,-70.6319689579,0.0,1
32022,250-2-7736-370,350,733.0,7736,250,2,Павелецкая (КЛЦ) 3,2G,EDGE,-1,-107.0,0.0,Anna,1435914799,0.0,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.63767,55.73178,7736-350,073-074,25002,-107.0,0.0,2
32021,1,370,733.0,7736,250,2,Павелецкая (КЛЦ) 3,2G,EDGE,-1,-75.0,0.0,Anna,1435914799,0.0,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.63767,55.73178,7736-370,073-074,25002,-75.0,0.0,2
32032,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,1.0,Anna,1435914799,0.0126582278481,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6374615925,55.7317401576,7736-350,073-074,25002,-107.0,0.0,2
32031,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-64.8607706326,1.0,Anna,1435914799,0.0126582278481,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6374615925,55.7317401576,7736-370,073-074,25002,-64.8607706326,0.0,2
32036,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,2.0,Anna,1435914799,0.0253164556962,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6372255175,55.7316950257,7736-350,073-074,25002,-107.0,0.0,2
32035,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-63.6161947602,2.0,Anna,1435914799,0.0253164556962,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6372255175,55.7316950257,7736-370,073-074,25002,-63.6161947602,0.0,2
32040,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,3.0,Anna,1435914799,0.0379746835443,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6368926019,55.7316313802,7736-350,073-074,25002,-107.0,0.0,2
32039,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-62.8714081001,3.0,Anna,1435914799,0.0379746835443,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6368926019,55.7316313802,7736-370,073-074,25002,-62.8714081001,0.0,2
32042,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,4.0,Anna,1435914799,0.0506329113924,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6366946209,55.7315935309,7736-350,073-074,25002,-107.0,0.0,2
32041,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-62.8714081001,4.0,Anna,1435914799,0.0506329113924,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6366946209,55.7315935309,7736-370,073-074,25002,-55.0,0.0,2
32046,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,5.0,Anna,1435914799,0.0632911392405,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6366319281,55.7315815456,7736-350,073-074,25002,-107.0,0.0,2
32045,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-62.8714081001,5.0,Anna,1435914799,0.0632911392405,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6366319281,55.7315815456,7736-370,073-074,25002,-55.0,0.0,2
32048,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,6.0,Anna,1435914799,0.0759493670886,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6363953557,55.7315363185,7736-350,073-074,25002,-107.0,0.0,2
32047,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-62.8714081001,6.0,Anna,1435914799,0.0759493670886,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6363953557,55.7315363185,7736-370,073-074,25002,-55.0,0.0,2
32049,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-73.1404486955,7.0,Anna,1435914799,0.0886075949367,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6361742927,55.7314940563,7736-370,073-074,25002,-73.1404486955,0.0,2
32050,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,7.0,Anna,1435914799,0.0886075949367,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6361742927,55.7314940563,7736-350,073-074,25002,-107.0,0.0,2
32051,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-83.0,8.0,Anna,1435914799,0.101265822785,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6359488608,55.7314509589,7736-370,073-074,25002,-83.0,0.0,2
32052,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,8.0,Anna,1435914799,0.101265822785,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6359488608,55.7314509589,7736-350,073-074,25002,-107.0,0.0,2
32053,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-91.2833159971,9.0,Anna,1435914799,0.113924050633,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6357275794,55.731408655,7736-370,073-074,25002,-91.2833159971,0.0,2
32054,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,9.0,Anna,1435914799,0.113924050633,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6357275794,55.731408655,7736-350,073-074,25002,-107.0,0.0,2
32055,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,10.0,Anna,1435914799,0.126582278481,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6355054607,55.7313455217,7736-370,073-074,25002,-101.0,0.0,2
32056,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,10.0,Anna,1435914799,0.126582278481,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6355054607,55.7313455217,7736-350,073-074,25002,-107.0,0.0,2
32058,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,11.0,Anna,1435914799,0.139240506329,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6353094046,55.7312711732,7736-350,073-074,25002,-107.0,0.0,2
32057,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,11.0,Anna,1435914799,0.139240506329,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6353094046,55.7312711732,7736-370,073-074,25002,-101.0,0.0,2
32060,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,12.0,Anna,1435914799,0.151898734177,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6351183388,55.7311825632,7736-350,073-074,25002,-107.0,0.0,2
32059,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,12.0,Anna,1435914799,0.151898734177,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6351183388,55.7311825632,7736-370,073-074,25002,-101.0,0.0,2
32060,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,13.0,Anna,1435914799,0.164556962025,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6351183388,55.7311825632,7736-350,073-074,25002,-107.0,0.0,2
32059,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,13.0,Anna,1435914799,0.164556962025,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6351183388,55.7311825632,7736-370,073-074,25002,-101.0,0.0,2
32062,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,14.0,Anna,1435914799,0.177215189873,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6349377789,55.7310988253,7736-350,073-074,25002,-107.0,0.0,2
32061,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,14.0,Anna,1435914799,0.177215189873,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6349377789,55.7310988253,7736-370,073-074,25002,-99.2160469628,0.0,2
32064,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,15.0,Anna,1435914799,0.189873417722,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6347460008,55.7310098846,7736-350,073-074,25002,-107.0,0.0,2
32063,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,15.0,Anna,1435914799,0.189873417722,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6347460008,55.7310098846,7736-370,073-074,25002,-99.0,0.0,2
32066,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,16.0,Anna,1435914799,0.20253164557,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6345744073,55.7309211975,7736-350,073-074,25002,-107.0,0.0,2
32065,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.2160469628,16.0,Anna,1435914799,0.20253164557,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6345744073,55.7309211975,7736-370,073-074,25002,-101.642860916,0.0,2
32067,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,17.0,Anna,1435914799,0.215189873418,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6343964238,55.7308197163,7736-370,073-074,25002,-103.0,0.0,2
32068,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,17.0,Anna,1435914799,0.215189873418,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6343964238,55.7308197163,7736-350,073-074,25002,-107.0,0.0,2
32070,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,18.0,Anna,1435914799,0.227848101266,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6342325429,55.7307262757,7736-350,073-074,25002,-107.0,0.0,2
32069,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,18.0,Anna,1435914799,0.227848101266,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6342325429,55.7307262757,7736-370,073-074,25002,-96.4559510163,0.0,2
32071,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.642860916,19.0,Anna,1435914799,0.240506329114,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6340576392,55.73062655,7736-370,073-074,25002,-87.0,0.0,2
32072,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,19.0,Anna,1435914799,0.240506329114,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6340576392,55.73062655,7736-350,073-074,25002,-107.0,0.0,2
32074,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-106.647831638,20.0,Anna,1435914799,0.253164556962,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6338937582,55.730533109,7736-350,073-074,25002,-106.647831638,0.0,2
32073,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,20.0,Anna,1435914799,0.253164556962,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6338937582,55.730533109,7736-370,073-074,25002,-90.1695152554,0.0,2
32076,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,21.0,Anna,1435914799,0.26582278481,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6337183683,55.7304331055,7736-350,073-074,25002,-105.0,0.0,2
32075,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,21.0,Anna,1435914799,0.26582278481,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6337183683,55.7304331055,7736-370,073-074,25002,-105.0,0.0,2
32075,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,22.0,Anna,1435914799,0.278481012658,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6337183683,55.7304331055,7736-370,073-074,25002,-105.0,0.0,2
32076,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,22.0,Anna,1435914799,0.278481012658,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6337183683,55.7304331055,7736-350,073-074,25002,-105.0,0.0,2
32077,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,23.0,Anna,1435914799,0.291139240506,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6335528664,55.7303387398,7736-370,073-074,25002,-105.0,0.0,2
32078,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,23.0,Anna,1435914799,0.291139240506,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6335528664,55.7303387398,7736-350,073-074,25002,-105.0,0.0,2
32080,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,24.0,Anna,1435914799,0.303797468354,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6333681422,55.7302544928,7736-350,073-074,25002,-105.0,0.0,2
32079,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,24.0,Anna,1435914799,0.303797468354,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6333681422,55.7302544928,7736-370,073-074,25002,-105.0,0.0,2
32081,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,25.0,Anna,1435914799,0.316455696203,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6331828165,55.7301745484,7736-370,073-074,25002,-107.641575324,0.0,2
32082,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.358424676,25.0,Anna,1435914799,0.316455696203,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6331828165,55.7301745484,7736-350,073-074,25002,-102.358424676,0.0,2
32083,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,26.0,Anna,1435914799,0.329113924051,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6329932531,55.7300930222,7736-370,073-074,25002,-109.0,0.0,2
32084,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,26.0,Anna,1435914799,0.329113924051,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6329932531,55.7300930222,7736-350,073-074,25002,-101.0,0.0,2
32085,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.230533511,27.0,Anna,1435914799,0.341772151899,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6328055869,55.7300148279,7736-370,073-074,25002,-105.230533511,0.0,2
32086,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-100.057633378,27.0,Anna,1435914799,0.341772151899,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6328055869,55.7300148279,7736-350,073-074,25002,-100.057633378,0.0,2
32087,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.641575324,28.0,Anna,1435914799,0.354430379747,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.632585012,55.7299522612,7736-370,073-074,25002,-101.0,0.0,2
32088,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,28.0,Anna,1435914799,0.354430379747,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.632585012,55.7299522612,7736-350,073-074,25002,-99.0,0.0,2
32090,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-98.5151057376,29.0,Anna,1435914799,0.367088607595,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6323702312,55.7299009341,7736-350,073-074,25002,-98.5151057376,0.0,2
32089,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-109.0,29.0,Anna,1435914799,0.367088607595,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6323702312,55.7299009341,7736-370,073-074,25002,-102.93957705,0.0,2
32091,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-109.0,30.0,Anna,1435914799,0.379746835443,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6321360386,55.7298511942,7736-370,073-074,25002,-109.0,1.0,2
32092,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-97.0,30.0,Anna,1435914799,0.379746835443,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6321360386,55.7298511942,7736-350,073-074,25002,-97.0,1.0,2
32093,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-109.0,31.0,Anna,1435914799,0.392405063291,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6319180345,55.7298048925,7736-370,073-074,25002,-109.0,1.0,2
32094,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-97.0,31.0,Anna,1435914799,0.392405063291,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6319180345,55.7298048925,7736-350,073-074,25002,-97.0,1.0,2
32093,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-109.0,32.0,Anna,1435914799,0.405063291139,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6319180345,55.7298048925,7736-370,073-074,25002,-109.0,1.0,2
32094,250-2-7736-370,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-97.0,32.0,Anna,1435914799,0.405063291139,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6319180345,55.7298048925,7736-350,073-074,25002,-97.0,1.0,2
