index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators
7109,1,10762604,253.0,7784,250,2,Каширская (КХЛ) 3,3G,HSDPA,-1,-93,1426932560896,Bishop,1426932560,0.0,027,025,,025-027-201503211309-Bishop-move.csv,37.64862,55.65521,7784-10762604,025-027,25002
7110,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-93,1426932560937,Bishop,1426932560,4.2274311491e-07,027,025,,025-027-201503211309-Bishop-move.csv,37.6486199917,55.6552099942,7784-10762604,025-027,25002
7111,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-93,1426932561973,Bishop,1426932560,0.000291700815187,027,025,,025-027-201503211309-Bishop-move.csv,37.6486142539,55.6552059837,7784-10762604,025-027,25002
7112,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-93,1426932563006,Bishop,1426932560,0.00111962113479,027,025,,025-027-201503211309-Bishop-move.csv,37.6485979452,55.6551945844,7784-10762604,025-027,25002
7113,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-93,1426932564032,Bishop,1426932560,0.00247319450965,027,025,,025-027-201503211309-Bishop-move.csv,37.6485712819,55.6551759476,7784-10762604,025-027,25002
7114,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-93,1426932565067,Bishop,1426932560,0.00437508507922,027,025,,025-027-201503211309-Bishop-move.csv,37.6485338176,55.6551497613,7784-10762604,025-027,25002
7115,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-93,1426932566087,Bishop,1426932560,0.00677654267431,027,025,,025-027-201503211309-Bishop-move.csv,37.6484865126,55.6551166965,7784-10762604,025-027,25002
7116,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-93,1426932567114,Bishop,1426932560,0.00972316335082,027,025,,025-027-201503211309-Bishop-move.csv,37.6484284687,55.6550761257,7784-10762604,025-027,25002
7117,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-93,1426932568144,Bishop,1426932560,0.0132112073565,027,025,,025-027-201503211309-Bishop-move.csv,37.6483597596,55.6550281001,7784-10762604,025-027,25002
7118,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-93,1426932569161,Bishop,1426932560,0.0171787614597,027,025,,025-027-201503211309-Bishop-move.csv,37.648281605,55.6549734722,7784-10762604,025-027,25002
7119,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-93,1426932570176,Bishop,1426932560,0.0216571893919,027,025,,025-027-201503211309-Bishop-move.csv,37.6481933868,55.6549118102,7784-10762604,025-027,25002
7120,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-93,1426932571201,Bishop,1426932560,0.0267055864987,027,025,,025-027-201503211309-Bishop-move.csv,37.6480939412,55.6548423004,7784-10762604,025-027,25002
7121,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-91,1426932572218,Bishop,1426932560,0.0322368371645,027,025,,025-027-201503211309-Bishop-move.csv,37.6479849841,55.6547661421,7784-10762604,025-027,25002
7122,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-91,1426932573447,Bishop,1426932560,0.0396152854597,027,025,,025-027-201503211309-Bishop-move.csv,37.6478396401,55.6546645501,7784-10762604,025-027,25002
7123,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932574480,Bishop,1426932560,0.0464046472036,027,025,,025-027-201503211309-Bishop-move.csv,37.6477059002,55.6545710688,7784-10762604,025-027,25002
7124,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932575507,Bishop,1426932560,0.0536866131988,027,025,,025-027-201503211309-Bishop-move.csv,37.6475624567,55.6544708048,7784-10762604,025-027,25002
7125,1,10762604,254.0,7784,250,2,Каширская (КХЛ) 4,3G,HSDPA,-1,-87,1426932575711,Bishop,1426932560,0.0536866131988,027,025,,025-027-201503211309-Bishop-move.csv,37.6475624567,55.6544708048,7784-10762604,025-027,25002
7126,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932576527,Bishop,1426932560,0.059766954058,027,025,,025-027-201503211309-Bishop-move.csv,37.6474426834,55.6543870855,7784-10762604,025-027,25002
7127,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932577558,Bishop,1426932560,0.0674493466782,027,025,,025-027-201503211309-Bishop-move.csv,37.6472913521,55.6542813075,7784-10762604,025-027,25002
7128,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932578593,Bishop,1426932560,0.075161542731,027,025,,025-027-201503211309-Bishop-move.csv,37.6471394338,55.6541751189,7784-10762604,025-027,25002
7129,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932579614,Bishop,1426932560,0.0827694214397,027,025,,025-027-201503211309-Bishop-move.csv,37.6469895703,55.6540703663,7784-10762604,025-027,25002
7130,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932580635,Bishop,1426932560,0.0903772983719,027,025,,025-027-201503211309-Bishop-move.csv,37.6468397069,55.6539656135,7784-10762604,025-027,25002
7131,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932581656,Bishop,1426932560,0.097985175304,027,025,,025-027-201503211309-Bishop-move.csv,37.6466898435,55.6538608604,7784-10762604,025-027,25002
7132,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932582702,Bishop,1426932560,0.105779337903,027,025,,025-027-201503211309-Bishop-move.csv,37.6465223759,55.6537605273,7784-10762604,025-027,25002
7133,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932583727,Bishop,1426932560,0.113417021821,027,025,,025-027-201503211309-Bishop-move.csv,37.6463549759,55.6536638598,7784-10762604,025-027,25002
7134,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932584752,Bishop,1426932560,0.121054705739,027,025,,025-027-201503211309-Bishop-move.csv,37.6461875759,55.6535671922,7784-10762604,025-027,25002
7135,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932585784,Bishop,1426932560,0.128744547441,027,025,,025-027-201503211309-Bishop-move.csv,37.6460190326,55.6534698641,7784-10762604,025-027,25002
7136,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932586811,Bishop,1426932560,0.136397134852,027,025,,025-027-201503211309-Bishop-move.csv,37.6458298099,55.6533881619,7784-10762604,025-027,25002
7137,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932587839,Bishop,1426932560,0.144057171344,027,025,,025-027-201503211309-Bishop-move.csv,37.6456253526,55.6533169904,7784-10762604,025-027,25002
7138,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932588874,Bishop,1426932560,0.151769369174,027,025,,025-027-201503211309-Bishop-move.csv,37.645419503,55.6532453342,7784-10762604,025-027,25002
7139,1,10762604,,7784,250,2,ServiceLog,3G,HSDPA,-1,-87,1426932589906,Bishop,1426932560,0.159459210875,027,025,,025-027-201503211309-Bishop-move.csv,37.6452142502,55.6531738855,7784-10762604,025-027,25002
