ID;Name;inter;move;sequence;stationId;errorIndex
63;Dvigatel Revolutsii 3;;;-1;;90171903
64;Dvigatel Revolutsii 4;;;-1;;90171903
72;Proletarskaya 2;;;-1;;90171903
72;Proletarskaya 2;;;-1;;90171903
