index,Active,CID,DateTime,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,NumRaces,NumUsers,PSC,Power,TimeStamp,User,few,laccid,netOperators,quality,race_id,ratio,rawPower,segment,segment_end_id,segment_start_id,session_id,source_file,x,y
8301,1,22396,22.10.2015 20:27:12,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553483282e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.156424581006,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3103914987,59.9688207425
8302,1,14133,01.01.2013 9:58:12,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.35702349252e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.162011173184,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3103308008,59.9689319499
8303,1,22396,22.10.2015 20:27:13,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553483384e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.162011173184,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3103308008,59.9689319499
8304,1,14133,01.01.2013 9:58:13,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.35702349354e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.167597765363,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3102701028,59.9690431569
8305,1,22396,22.10.2015 20:27:14,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553483486e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.167597765363,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3102701028,59.9690431569
8306,1,14133,01.01.2013 9:58:14,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.35702349457e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.173184357542,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3102094048,59.9691543635
8307,1,22396,22.10.2015 20:27:15,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553483587e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.173184357542,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3102094048,59.9691543635
8308,1,14133,01.01.2013 9:58:15,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.3570234956e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.178770949721,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3101487068,59.9692655697
8309,1,22396,22.10.2015 20:27:16,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553483689e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.178770949721,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3101487068,59.9692655697
8310,1,14133,01.01.2013 9:58:15,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.3570234956e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.184357541899,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3100880088,59.9693767755
8311,1,22396,22.10.2015 20:27:17,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553483791e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.184357541899,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3100880088,59.9693767755
8312,1,14133,01.01.2013 9:58:16,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.35702349662e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.189944134078,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3100273108,59.969487981
8313,1,22396,22.10.2015 20:27:18,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553483892e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.189944134078,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3100273108,59.969487981
8314,1,14133,01.01.2013 9:58:17,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.35702349765e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.195530726257,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3099666129,59.9695991861
8315,1,22396,22.10.2015 20:27:18,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553483892e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.195530726257,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3099666129,59.9695991861
8316,1,14133,01.01.2013 9:58:18,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.35702349868e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.201117318436,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3099059149,59.9697103909
8317,1,22396,22.10.2015 20:27:19,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553483995e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.201117318436,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3099059149,59.9697103909
8318,1,14133,01.01.2013 9:58:19,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.35702349971e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.206703910615,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3098452169,59.9698215952
8319,1,22396,22.10.2015 20:27:20,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553484096e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.206703910615,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3098452169,59.9698215952
8320,1,14133,01.01.2013 9:58:20,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.35702350073e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.212290502793,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3097845189,59.9699327992
8321,1,22396,22.10.2015 20:27:21,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553484198e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.212290502793,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3097845189,59.9699327992
8322,1,14133,01.01.2013 9:58:21,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.35702350176e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.217877094972,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3097238209,59.9700440028
8323,1,22396,22.10.2015 20:27:23,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.445534843e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.217877094972,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3097238209,59.9700440028
8324,1,14133,01.01.2013 9:58:22,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.35702350279e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.223463687151,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.3096631229,59.9701552061
8325,1,22396,22.10.2015 20:27:24,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-79.0,1.44553484402e+12,natalie,0,7803-22396,25002.0,,1445534800.0,0.223463687151,-79.0,034-035,35,34,543715526.0,034-035-201510222026-natalie-move.csv,30.3096631229,59.9701552061
8326,1,14133,01.01.2013 9:58:23,,7803,250.0,2.0,ServiceLog,2G,GPRS,1,1.0,-1.0,-51.0,1.35702350382e+12,gsmart,0,7803-14133,25002.0,,1445534800.0,0.22905027933,-51.0,034-035,35,34,543715526.0,034-035-201301010957-gsmart-move.csv,30.309602425,59.9702664089
