ID;Name;inter;move;sequence;stationId;errorIndex
22;Северный вокзал 2;;;-1;;820943170
23;Северный вокзал 3;;;-1;;820943170
24;Северный вокзал 4;;;-1;;820943170
11;Авиастроительная 1;;;-1;;820943170
12;Авиастроительная 2;;;-1;;820943170
12;Авиастроительная 2;;;-1;;820943170
