ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,race_id
62,Площадь Тукая 2,KD,1435601608534,Raw,-0.603,4.836,8.887,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601608620,Raw,-0.603,4.836,8.887,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601609639,Raw,-1.379,4.721,9.165,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601610661,Raw,-1.024,4.367,9.232,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601611676,Raw,-0.459,4.778,9.088,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601612694,Raw,-0.45,4.625,9.002,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601613712,Raw,-0.565,4.654,9.232,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601614731,Raw,-0.488,4.491,9.155,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601615749,Raw,-0.498,4.472,8.82,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601616767,Raw,-0.555,4.587,9.088,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601617780,Raw,-0.517,4.635,9.098,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601618791,Raw,-0.612,4.654,8.887,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601619807,Raw,-0.545,4.539,9.021,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601620827,Raw,-0.632,4.539,9.088,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601621847,Raw,-0.622,4.597,9.031,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601622863,Raw,-0.727,4.549,9.012,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601623883,Raw,-0.689,4.453,9.136,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601624919,Raw,-0.699,4.482,9.107,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601625941,Raw,-0.66,4.501,9.107,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601626962,Raw,-0.756,4.51,9.031,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601627987,Raw,-0.584,4.472,9.107,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601629005,Raw,-0.679,4.472,9.069,,,,,,,,,,,,,,,,1435601494
,ServiceLog,KD,1435601630024,Raw,-0.66,4.549,9.308,,,,,,,,,,,,,,,,1435601494
63,Площадь Тукая 3,KD,1435601630630,Raw,-0.43,4.606,9.28,,,,,,,,,,,,,,,,1435601494
