ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing
82,Аметьево 2,KD,1435600647099,Raw,0.22,5.535,9.184,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600648066,Raw,-0.708,5.554,8.667,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600649077,Raw,-1.206,6.1,8.159,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600650092,Raw,-1.187,5.985,8.332,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600651147,Raw,-1.273,6.129,8.217,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600652163,Raw,-1.197,6.416,8.035,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600653181,Raw,-0.842,6.292,8.073,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600654192,Raw,-0.948,6.234,7.977,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600655224,Raw,-0.948,6.244,8.054,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600656244,Raw,-0.689,6.167,8.169,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600657262,Raw,-0.651,6.244,8.13,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600658482,Raw,-1.015,6.177,8.198,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600659507,Raw,-1.005,6.292,7.958,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600660529,Raw,-1.043,6.292,8.006,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600661551,Raw,-1.225,6.253,7.968,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600662571,Raw,-1.12,6.234,8.044,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600663590,Raw,-1.12,6.177,8.025,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600664608,Raw,-0.641,6.301,8.159,,,,,,,,,,,,,,,
83,Аметьево 3,KD,1435600665444,Raw,-2.221,5.956,8.322,,,,,,,,,,,,,,,
