ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,race_id
32,Яшьлек 2,KD,1435602068109,Raw,-1.187,6.387,8.102,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602068125,Raw,-1.187,6.387,8.102,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602069137,Raw,-0.727,5.765,8.36,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602070150,Raw,-0.632,5.621,8.475,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602071170,Raw,-0.727,5.66,8.293,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602072189,Raw,-1.12,5.468,8.609,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602073207,Raw,-0.766,5.545,8.485,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602074224,Raw,-0.699,5.65,8.418,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602075236,Raw,-0.708,5.593,8.571,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602076248,Raw,-0.679,5.612,8.648,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602077261,Raw,-0.718,5.612,8.437,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602078283,Raw,-0.708,5.516,8.37,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602079308,Raw,-0.804,5.545,8.408,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602080329,Raw,-0.756,5.573,8.475,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602081347,Raw,-0.67,5.545,8.609,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602082365,Raw,-0.794,5.497,8.514,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602083384,Raw,-0.823,5.554,8.456,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602084412,Raw,-0.756,5.535,8.447,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602085432,Raw,-0.679,5.526,8.466,,,,,,,,,,,,,,,,1435601946
,ServiceLog,KD,1435602086450,Raw,-0.201,5.707,9.194,,,,,,,,,,,,,,,,1435601946
33,Яшьлек 3,KD,1435602086892,Raw,-0.363,5.554,8.609,,,,,,,,,,,,,,,,1435601946
