ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing
32,Яшьлек 2,KD,1435599900082,Raw,-0.708,6.253,8.025,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599900323,Raw,-0.967,6.253,7.949,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599901342,Raw,0.277,5.047,9.098,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599902359,Raw,-0.22,5.736,8.475,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599903383,Raw,-0.114,5.602,8.466,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599904403,Raw,-0.354,5.612,8.274,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599905422,Raw,-0.201,5.679,8.255,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599906435,Raw,-0.335,5.564,8.533,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599907453,Raw,-0.134,5.545,8.408,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599908471,Raw,-0.124,5.478,8.456,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599909494,Raw,-0.047,5.487,8.571,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599910514,Raw,-0.105,5.439,8.542,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599911532,Raw,-0.383,5.526,8.485,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599912551,Raw,-0.316,5.688,8.332,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599913571,Raw,-0.411,5.506,8.6,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599914592,Raw,-0.421,5.497,8.581,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599915608,Raw,-0.574,5.42,8.6,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599916626,Raw,-0.153,5.65,8.571,,,,,,,,,,,,,,,
,ServiceLog,KD,1435599917645,Raw,-0.316,5.966,8.801,,,,,,,,,,,,,,,
33,Яшьлек 3,KD,1435599917727,Raw,-0.124,5.65,8.6,,,,,,,,,,,,,,,
