ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing
43,Козья слобода 3,KD,1435600067501,Raw,-1.015,5.573,8.15,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600067932,Raw,-0.718,5.526,8.466,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600068956,Raw,-0.316,5.344,8.753,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600069978,Raw,0.679,6.014,8.198,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600071003,Raw,0.852,5.526,8.332,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600072021,Raw,0.689,5.593,8.514,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600073045,Raw,0.708,5.803,8.178,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600074064,Raw,0.785,5.487,8.648,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600075080,Raw,0.45,5.602,8.399,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600076099,Raw,0.651,5.784,8.207,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600077112,Raw,0.306,5.535,8.916,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600078130,Raw,-0.038,5.612,8.351,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600079149,Raw,-0.402,5.775,8.724,,,,,,,,,,,,,,,
44,Козья слобода 4,KD,1435600079310,Raw,-0.383,5.612,7.795,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600080174,Raw,0.047,5.794,8.485,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600081187,Raw,-0.565,6.876,7.652,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600082224,Raw,0.057,5.861,7.671,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600083244,Raw,0.181,5.497,9.136,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600084266,Raw,0.335,5.794,8.648,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600085284,Raw,-0.095,5.909,7.949,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600086304,Raw,-0.019,5.928,8.351,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600087321,Raw,-0.124,6.024,9.174,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600088340,Raw,-0.105,5.382,8.217,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600089360,Raw,-0.555,5.42,7.834,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600090376,Raw,0.804,6.273,8.447,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600091390,Raw,-0.488,5.42,7.949,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600092560,Raw,-0.823,5.171,8.083,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600093573,Raw,-0.383,5.209,8.159,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600094586,Raw,0.517,5.612,8.169,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600095600,Raw,0.268,5.458,8.38,,,,,,,,,,,,,,,
