ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing
63,Площадь Тукая 3,KD,1435600387093,Raw,-0.593,5.506,8.667,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600388047,Raw,-0.201,5.526,8.705,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600389066,Raw,0.881,5.152,8.772,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600390085,Raw,0.325,5.152,8.858,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600391107,Raw,0.622,5.286,8.638,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600392128,Raw,0.363,5.248,8.686,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600393154,Raw,0.507,5.171,8.81,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600394176,Raw,0.344,5.315,8.916,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600395194,Raw,0.143,5.286,8.753,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600396212,Raw,0.038,5.209,8.791,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600397231,Raw,0.0,5.219,8.858,,,,,,,,,,,,,,,
64,Площадь Тукая 4,KD,1435600397619,Raw,-0.009,5.152,8.456,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600398250,Raw,0.296,5.583,8.609,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600399273,Raw,-0.794,6.158,8.322,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600400291,Raw,0.114,5.66,8.676,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600401312,Raw,-0.306,6.263,8.121,,,,,,,,,,,,,,,
,ServiceLog,KD,1435600402334,Raw,-0.086,6.129,8.686,,,,,,,,,,,,,,,
