ID,Name,User,TimeStamp,Type,X,Y,Z
513,Василеостровская 3,alex,1417272430088,Raw,-0.1340753,0.7278373,9.548077
,ServiceLog,alex,1417272430959,Raw,0.45968673,0.94810385,9.595961
,ServiceLog,alex,1417272432295,Raw,0.5746084,0.81402856,9.509769
,ServiceLog,alex,1417272433536,Raw,0.7469909,0.90979666,9.385271
,ServiceLog,alex,1417272434756,Raw,0.20111294,0.90979666,9.548077
,ServiceLog,alex,1417272436067,Raw,0.11492168,1.0151415,9.643845
,ServiceLog,alex,1417272437290,Raw,0.10534488,1.1875241,9.471462
,ServiceLog,alex,1417272438524,Raw,0.038307227,0.79487497,9.433155
,ServiceLog,alex,1417272439718,Raw,-0.047884032,0.842759,9.519346
,ServiceLog,alex,1417272441569,Raw,-0.22026655,0.842759,9.528923
,ServiceLog,alex,1417272444306,Raw,-0.36391866,0.63206923,9.528923
,ServiceLog,alex,1417272446981,Raw,-0.2681506,1.1300632,9.337387
,ServiceLog,alex,1417272449083,Raw,-0.19153613,0.81402856,9.595961
,ServiceLog,alex,1417272450323,Raw,-0.51714754,1.0055647,9.682152
,ServiceLog,alex,1417272451529,Raw,-0.4309563,0.545878,9.299079
,ServiceLog,alex,1417272452744,Raw,-0.5554548,0.6799533,9.624691
514,Василеостровская 4,alex,1417272452795,Raw,-0.45010993,0.51714754,9.643845
,ServiceLog,alex,1417272454160,Raw,-0.31603462,0.59376204,9.548077
,ServiceLog,alex,1417272455373,Raw,-0.34476504,1.1013328,9.586384
,ServiceLog,alex,1417272456733,Raw,-0.36391866,0.60333884,9.308656
,ServiceLog,alex,1417272457963,Raw,-0.17238252,0.8619126,9.097966
,ServiceLog,alex,1417272459226,Raw,-0.22026655,0.6703765,9.77792
,ServiceLog,alex,1417272460488,Raw,-0.23942018,0.94810385,9.394848
,ServiceLog,alex,1417272461759,Raw,-0.36391866,0.39264908,9.184157
,ServiceLog,alex,1417272462956,Raw,-0.36391866,0.63206923,9.5385
,ServiceLog,alex,1417272464145,Raw,-0.31603462,0.6799533,9.346964
,ServiceLog,alex,1417272465380,Raw,-0.39264908,0.90979666,9.260772
,ServiceLog,alex,1417272466586,Raw,-0.45010993,0.545878,9.710882
,ServiceLog,alex,1417272467878,Raw,-0.51714754,0.47884035,9.844957
,ServiceLog,alex,1417272469068,Raw,-0.36391866,0.46926352,9.471462
