C4H10,CH4,CO,Humidity,ID,Name,Noise,Temperature,TimeStamp,User,race_id,session_id
,,,,1343,Тимирязевская 3,,No data,1435849358830,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849359777,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849360850,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849361861,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849362937,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849363964,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849365040,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849366052,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849367131,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849368141,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849369218,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849370230,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849371309,Anna,1435846112,449805108
,,,,1344,Тимирязевская 4,,No data,1435849371372,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849372320,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849373410,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849374420,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849375500,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849376511,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849377591,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849378612,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849379689,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849380702,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849381780,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849382790,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849383870,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849384881,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849385959,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849386973,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849388050,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849389065,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849390142,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849391152,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849392228,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849393240,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849394323,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849395355,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849396430,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849397450,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849398542,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849399553,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849400625,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849401635,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849402713,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849403735,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849404812,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849405824,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849406866,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849407878,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849408910,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849409920,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849411004,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849412015,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849413096,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849414115,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849415192,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849416202,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849417279,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849418290,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849419382,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849420396,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849421468,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849422482,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849423563,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849424575,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849425652,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849426665,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849427745,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849428765,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849429843,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849430854,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849431934,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849432945,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849434020,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849435032,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849436108,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849437118,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849438186,Anna,1435846112,449805108
,,,,1351,Дмитровская 1,,No data,1435849438712,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849439208,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849440293,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849441305,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849442377,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849443387,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849444474,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849445484,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849446559,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849447569,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849448653,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849449674,Anna,1435846112,449805108
,,,,,ServiceLog,,No data,1435849450746,Anna,1435846112,449805108
,,,,1352,Дмитровская 2,,No data,1435849451345,Anna,1435846112,449805108
