C4H10,CH4,CO,Humidity,ID,Name,Noise,Temperature,TimeStamp,User,race_id,session_id
,,,,1513,Чкаловская 3,,No data,1435915582096,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915582885,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915583963,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915584972,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915586056,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915587066,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915588100,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915589109,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915590178,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915591192,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915592274,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915593294,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915594376,Anna,1435912001,630943405
,,,,1514,Чкаловская 4,,No data,1435915594554,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915595386,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915596469,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915597479,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915598563,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915599574,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915600651,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915601664,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915602743,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915603752,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915604834,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915605843,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915606925,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915607941,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915608975,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915609996,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915611072,Anna,1435912001,630943405
,,,,,ServiceLog,,No data,1435915612081,Anna,1435912001,630943405
