C4H10,CH4,CO,Humidity,ID,Name,Noise,Temperature,TimeStamp,User,race_id,session_id
,,,,1003,Ленинский проспект 3,,No data,1435918288644,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918289135,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918290146,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918291223,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918292235,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918293314,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918294329,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918295404,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918296414,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918297507,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918298519,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918299592,Anna,1435915497,244724959
,,,,1004,Ленинский проспект 4,,No data,1435918299982,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918300602,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918301637,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918302651,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918303738,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918304750,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918305784,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918306795,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918307875,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918308888,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918309971,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918310981,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918312055,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918313078,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918314159,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918315171,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918316218,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918317234,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918318452,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918319462,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918320541,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918321553,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918322680,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918323696,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918324769,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918325780,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918326979,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918328020,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918329055,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918330074,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918331148,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918332159,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918333233,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918334244,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918335283,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918336292,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918337382,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918338403,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918339482,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918340492,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918341575,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918342592,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918343668,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918344682,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918345766,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918346777,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918347814,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918348825,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918349854,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918350863,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918351939,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918352955,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918354048,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918355059,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918356137,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918357148,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918358192,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918359203,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918360281,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918361293,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918362374,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918363384,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918364472,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918365485,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918366518,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918367532,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918368619,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918369628,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918370704,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918371717,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918372801,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918373811,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918374842,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918375852,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918376883,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918377901,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918378985,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918380000,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918381080,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918382090,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918383162,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918384178,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918385254,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918386265,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918387291,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918388311,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918389405,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918390415,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918391490,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918392503,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918393539,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918394551,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918395628,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918396640,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918397731,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918398756,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918399834,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918400844,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918401925,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918402944,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918404032,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918405042,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918406079,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918407091,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918408164,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918409178,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918410209,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918411219,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918412293,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918413313,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918414357,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918415372,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918416473,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918417484,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918418519,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918419532,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918420610,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918421625,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918422704,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918423714,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918424798,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918425816,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918426890,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918427900,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918428976,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918429987,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918431064,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918432083,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918433116,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918434126,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918435202,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918436213,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918437301,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918438313,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918439354,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918440365,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918441403,Anna,1435915497,244724959
,,,,1011,Академическая 1,,No data,1435918441970,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918442415,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918443454,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918444465,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918445540,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918446554,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918447636,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918448649,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918449674,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918450685,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918451715,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918452728,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918453820,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918454836,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918455866,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918456879,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918457955,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918458970,Anna,1435915497,244724959
,,,,,ServiceLog,,No data,1435918460010,Anna,1435915497,244724959
,,,,1012,Академическая 2,,No data,1435918460489,Anna,1435915497,244724959
