C4H10,CH4,CO,Humidity,ID,Name,Noise,Temperature,TimeStamp,User,race_id,session_id
,,,,1513,Чкаловская 3,,No data,1435913656323,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913656870,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913657949,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913658958,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913659988,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913660999,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913662085,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913663095,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913664171,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913665183,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913666226,Anna,1435910406,77603657
,,,,1514,Чкаловская 4,,No data,1435913666433,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913667236,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913668289,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913669300,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913670385,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913671397,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913672467,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913673480,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913674562,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913675572,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913676661,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913677674,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913678706,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913679727,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913680801,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913681819,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913682851,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913683864,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913684941,Anna,1435910406,77603657
,,,,,ServiceLog,,No data,1435913685954,Anna,1435910406,77603657
