ID;Name;inter;move;sequence;stationId;errorIndex
493;Гостиный двор 3;;;;-1;312486944
494;Гостиный двор 4;;;;-1;312486944
511;Василеостровская 1;;;;-1;312486944
521;Приморская 1;;;;-1;312486944
522;Приморская 2;;;;-1;312486944
