,index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators,rawPower,NumRaces,NumUsers,coeffs,controls,method,maxCorrMinDelta
3643,32458,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.0,1435917387257,Anna,1435914537,0.818307719592,73,74,244724959.0,074-073-201507031255-Anna-move.csv,37.634989435,55.7308728953,7736-350,074-073,25002,-101,1,2,0.875296727562,1.0,byCorr,1.0
3654,32469,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-51.0,1435917395474,Anna,1435914537,0.946729322349,73,74,244724959.0,074-073-201507031255-Anna-move.csv,37.6368962238,55.7314273764,7736-370,074-073,25002,-51,1,2,0.990177104534,1.0,byCorr,1.0
3888,33312,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-113.0,1435917092903,Anna,1435914255,0.524948787097,75,74,244724959.0,074-075-201507031250-Anna-move.csv,37.6150996604,55.72831,7736-350,074-075,25002,-113,3,2,0.5876431974,1.0,byCorr,1.0
3802,33226,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435914961882,Andrey,1435914913,0.540339917689,75,74,244724959.0,074-075-201507031215-Andrey-move.csv,37.6148927061,55.7283159693,7736-350,074-075,25002,-99,3,2,0.903544828541,1.0,byCorr,1.0
3842,33266,1,341,752.0,7736,250,2,Октябрьская (КЛЦ) 2,2G,EDGE,-1,-77.0,1435915001707,Andrey,1435914913,0.997537108359,75,74,244724959.0,074-075-201507031215-Andrey-move.csv,37.6092280098,55.729549982,7736-341,074-075,25002,-81,2,2,0.565923551122,1.0,byCorr,1.0
4118,33807,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,1435904786560,Andrey,1435904753,0.456091752684,74,75,828403345.0,075-074-201507030925-Andrey-move.csv,37.6147764769,55.7281212894,7736-341,075-074,25002,-107,2,3,0.846814013763,1.0,byCorr,1.0
4053,33742,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-97.0,1435904726848,vlad,1435904753,0.573386412738,74,75,828403345.0,075-074-201507030924-vlad-move.csv,37.616375816,55.7281352908,7736-341,075-074,25002,-97,2,3,0.98007063589,1.0,byCorr,1.0
4293,33987,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,1435914465086,Andrey,1435914434,0.395284905489,74,75,244724959.0,075-074-201507031207-Andrey-move.csv,37.613952108,55.7281728506,7736-341,075-074,25002,-99,2,2,0.964747640621,1.0,byCorr,1.0
4253,33942,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-57.0,1435908065240,Anna,1435904753,0.92440112353,74,75,828403345.0,075-074-201507031020-Anna-move.csv,37.6211355768,55.7284572787,7736-350,075-074,25002,-51,2,2,0.971212394064,1.0,byCorr,1.0
4433,34127,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-61.5,1435917291525,Anna,1435914434,0.946097227808,74,75,244724959.0,075-074-201507031253-Anna-move.csv,37.6214295758,55.728478149,7736-350,075-074,25002,-51,2,2,0.980507103767,1.0,byCorr,1.0
7284,51842,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435850650998,Andrey,1435850611,0.383864850657,99,98,597905036.0,098-099-201507021823-Andrey-move.csv,37.6072635599,55.7267150447,7736-340,098-099,25002,-103,7,3,0.984624128854,1.0,byCorr,1.0
7410,51991,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,1435850958711,Andrey,1435850918,0.378771095263,99,98,597905036.0,098-099-201507021828-Andrey-move.csv,37.6072643847,55.7267745941,7736-340,098-099,25002,-99,7,3,0.929693552501,1.0,byCorr,1.0
7367,51948,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435850903401,vlad,1435850918,0.479455347202,99,98,597905036.0,098-099-201507021827-vlad-move.csv,37.6072480813,55.7255975104,7736-340,098-099,25002,-95,7,3,0.946373478927,1.0,byCorr,1.0
7554,52163,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435851247183,Andrey,1435851203,0.437125331654,99,98,597905036.0,098-099-201507021833-Andrey-move.csv,37.6072549356,55.7260923883,7736-340,098-099,25002,-103,7,3,0.969434884834,1.0,byCorr,1.0
7483,52092,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-93.0,1435851180032,vlad,1435851203,0.399983177264,99,98,597905036.0,098-099-201507021832-vlad-move.csv,37.6072609499,55.72652661,7736-340,098-099,25002,-93,7,3,0.985182227687,1.0,byCorr,1.0
7852,52691,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435915224621,Andrey,1435915183,0.399274831566,99,98,244724959.0,098-099-201507031219-Andrey-move.csv,37.6072610646,55.7265348911,7736-340,098-099,25002,-103,7,2,0.935546969888,1.0,byCorr,1.0
7930,52787,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435916337327,Andrey,1435916299,0.362472634693,99,98,244724959.0,098-099-201507031238-Andrey-move.csv,37.6072670239,55.7269651335,7736-340,098-099,25002,-105,7,2,0.964483510606,1.0,byCorr,1.0
7682,52388,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-76.0,1435853957474,Anna,1435850611,0.98294109922,99,98,597905036.0,098-099-201507021917-Anna-move.csv,37.6078773157,55.7197286212,7736-1000,098-099,25002,-79,6,3,0.901123432127,1.0,byCorr,1.0
8225,53469,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435850498775,Andrey,1435850455,0.443276553752,98,99,597905036.0,099-098-201507021820-Andrey-move.csv,37.6076188934,55.7246144178,7736-1000,099-098,25002,-95,5,3,0.978035396875,1.0,byCorr,1.0
8143,53387,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,1435850434523,vlad,1435850455,0.442922511115,98,99,597905036.0,099-098-201507021819-vlad-move.csv,37.6076187814,55.7246104074,7736-1000,099-098,25002,-89,5,3,0.950947495627,1.0,byCorr,1.0
8383,53638,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435850808946,Andrey,1435850763,0.493316500186,98,99,597905036.0,099-098-201507021826-Andrey-move.csv,37.6076347264,55.725181244,7736-1000,099-098,25002,-95,5,3,0.879761797072,1.0,byCorr,1.0
8315,53570,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-85.0,1435850747691,vlad,1435850763,0.525074046182,98,99,597905036.0,099-098-201507021824-vlad-move.csv,37.6076447746,55.7255409724,7736-1000,099-098,25002,-85,5,3,0.932909175756,1.0,byCorr,1.0
8547,53815,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435851105471,Andrey,1435851060,0.487114351918,98,99,597905036.0,099-098-201507021831-Andrey-move.csv,37.607632764,55.7251109897,7736-1000,099-098,25002,-101,5,3,0.987489007089,1.0,byCorr,1.0
8463,53731,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,1435851041211,vlad,1435851060,0.479655394509,98,99,597905036.0,099-098-201507021829-vlad-move.csv,37.6076304039,55.725026499,7736-1000,099-098,25002,-89,5,3,0.949842495752,1.0,byCorr,1.0
8874,54333,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-97.0,1435904360056,Andrey,1435904316,0.489150771371,98,99,828403345.0,099-098-201507030918-Andrey-move.csv,37.6076334083,55.7251340571,7736-1000,099-098,25002,-97,5,3,0.968619939195,1.0,byCorr,1.0
8798,54257,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-93.0,1435904294481,vlad,1435904316,0.50453499171,98,99,828403345.0,099-098-201507030917-vlad-move.csv,37.6076382759,55.72530832,7736-1000,099-098,25002,-93,5,3,0.972739387774,1.0,byCorr,1.0
9013,54584,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435916128536,Andrey,1435916076,0.493072195281,98,99,244724959.0,099-098-201507031234-Andrey-move.csv,37.6076346491,55.7251784766,7736-1000,099-098,25002,-101,5,2,0.993023478955,1.0,byCorr,1.0
8253,53508,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-58.5,1435850537665,Andrey,1435850455,0.906990677892,98,99,597905036.0,099-098-201507021820-Andrey-move.csv,37.6106239148,55.729145787,7736-340,099-098,25002,-59,5,3,0.560262276541,1.0,byCorr,1.0
8575,53850,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-54.0,1435851140607,Andrey,1435851060,0.925289012562,98,99,597905036.0,099-098-201507021831-Andrey-move.csv,37.6109221976,55.7292672428,7736-340,099-098,25002,-55,5,3,0.846583110251,1.0,byCorr,1.0
8491,53759,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-66.0,1435851079122,vlad,1435851060,0.939435140822,98,99,597905036.0,099-098-201507021829-vlad-move.csv,37.6111522584,55.729361468,7736-340,099-098,25002,-67,5,3,0.6184998398,1.0,byCorr,1.0
8901,54375,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-76.0,1435904402197,Andrey,1435904316,0.990567068981,98,99,828403345.0,099-098-201507030918-Andrey-move.csv,37.6118257523,55.7297992395,7736-340,099-098,25002,-77,5,3,0.863832340038,1.0,byCorr,1.0
9051,54634,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-78.5,1435916179635,Andrey,1435916076,0.98408637196,98,99,244724959.0,099-098-201507031234-Andrey-move.csv,37.6117403906,55.7297437546,7736-340,099-098,25002,-77,5,2,0.877024764446,1.0,byCorr,1.0
9624,56946,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-70.5,1435918247454,Anna,1435915305,0.992985307275,100,99,244724959.0,099-100-201507031308-Anna-move.csv,37.5861473961,55.7078056563,7736-1010,099-100,25002,-71,5,2,0.730726563909,1.0,byCorr,1.0
9281,56172,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435851370368,Andrey,1435851320,0.326469517791,100,99,597905036.0,099-100-201507021835-Andrey-move.csv,37.6047720753,55.7140514267,7736-1000,099-100,25002,-103,3,3,0.993652600716,1.0,byCorr,1.0
9209,56100,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-86.0,1435851309234,vlad,1435851320,0.347861927915,100,99,597905036.0,099-100-201507021834-vlad-move.csv,37.6042438773,55.7137699309,7736-1000,099-100,25002,-91,3,3,0.975368441959,1.0,byCorr,1.0
9415,56477,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435915358132,Andrey,1435915305,0.336458177474,100,99,244724959.0,099-100-201507031221-Andrey-move.csv,37.6045254462,55.7139199894,7736-1000,099-100,25002,-105,3,2,0.974067923689,1.0,byCorr,1.0
9499,56621,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435916477560,Andrey,1435916431,0.282493794609,100,99,244724959.0,099-100-201507031240-Andrey-move.csv,37.6058578758,55.7146300825,7736-1000,099-100,25002,-101,3,2,0.992579598565,1.0,byCorr,1.0
9909,58155,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435904196342,Andrey,1435904128,0.390936571122,99,100,828403345.0,100-099-201507030915-Andrey-move.csv,37.5979380068,55.7103092034,7736-1010,100-099,25002,-105,3,3,0.987497023564,1.0,byCorr,1.0
9826,58072,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,1435904131927,vlad,1435904128,0.413769744723,99,100,828403345.0,100-099-201507030914-vlad-move.csv,37.5985798867,55.7105659549,7736-1010,100-099,25002,-99,3,3,0.980237024584,1.0,byCorr,1.0
10071,58567,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435915952894,Andrey,1435915883,0.409418173769,99,100,244724959.0,100-099-201507031231-Andrey-move.csv,37.5984575565,55.7105170231,7736-1010,100-099,25002,-103,3,2,0.983942391389,1.0,byCorr,1.0
10203,59006,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435915532499,Andrey,1435915497,0.190006992496,101,100,244724959.0,100-101-201507031224-Andrey-move.csv,37.5814242838,55.704493501,7736-1010,100-101,25002,-101,1,2,0.984767362296,1.0,byCorr,1.0
10315,59877,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-85.0,1435903840170,vlad,1435903861,0.175542640092,100,101,828403345.0,101-100-201507030909-vlad-move.csv,37.5755571006,55.6913453947,7736-1020,101-100,25002,-87,2,2,0.978912696262,1.0,byCorr,1.0
10428,60428,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435915741874,Andrey,1435915698,0.249131102802,100,101,244724959.0,101-100-201507031228-Andrey-move.csv,37.5761343492,55.6928893897,7736-1020,101-100,25002,-105,2,2,0.993183381827,1.0,byCorr,1.0
14946,89777,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435909510624,Andrey,1435909460,0.360613865987,219,151,77603657.0,151-219-201507031044-Andrey-move.csv,37.6515945058,55.7615534958,7763-160,151-219,25002,-107,5,2,0.874189975769,1.0,byCorr,1.0
15625,90744,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-113.0,1435913243816,Anna,1435909946,0.341506584683,219,151,77603657.0,151-219-201507031146-Anna-move.csv,37.6518772804,55.7613320104,7763-160,151-219,25002,-113,5,2,0.532932384219,1.0,byCorr,1.0
15210,90041,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435910453072,Andrey,1435910406,0.324781855319,219,151,77603657.0,151-219-201507031100-Andrey-move.csv,37.652124822,55.7611381528,7763-160,151-219,25002,-107,5,2,0.895333942042,1.0,byCorr,1.0
15349,90180,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-97.0,1435910952736,Andrey,1435910902,0.328632899765,219,151,77603657.0,151-219-201507031108-Andrey-move.csv,37.652067823,55.7611827906,7763-160,151-219,25002,-101,5,2,0.82816115146,1.0,byCorr,1.0
15576,90545,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-71.0,1435912843289,Anna,1435909460,0.995676157789,219,151,77603657.0,151-219-201507031138-Anna-move.csv,37.6398988286,55.767012318,7763-640,151-219,25002,-81,5,2,0.883384284306,1.0,byCorr,1.0
15162,89993,1,640,2192.0,7763,250,2,Сретенский бульвар 2,2G,EDGE,-1,-73.0,1435910081119,Andrey,1435909946,0.994419129957,219,151,77603657.0,151-219-201507031052-Andrey-move.csv,37.6399304673,55.7670100847,7763-640,151-219,25002,-75,5,2,0.889477172977,1.0,byCorr,1.0
15299,90130,1,640,2192.0,7763,250,2,Сретенский бульвар 2,2G,EDGE,-1,-67.0,1435910544340,Andrey,1435910406,0.987547272384,219,151,77603657.0,151-219-201507031100-Andrey-move.csv,37.640103428,55.7669978757,7763-640,151-219,25002,-71,5,2,0.814079466555,1.0,byCorr,1.0
15443,90274,1,640,2192.0,7763,250,2,Сретенский бульвар 2,2G,EDGE,-1,-69.0,1435911048882,Andrey,1435910902,0.987166194952,219,151,77603657.0,151-219-201507031108-Andrey-move.csv,37.6401130195,55.7669971986,7763-640,151-219,25002,-71,5,2,0.888862803866,1.0,byCorr,1.0
17775,100808,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-81.0,1435909773645,Andrey,1435909691,0.577085528031,151,219,77603657.0,219-151-201507031048-Andrey-move.csv,37.6506267482,55.7621177364,7763-640,219-151,25002,-83,3,2,0.966977868913,1.0,byCorr,1.0
17923,100956,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-81.0,1435910280923,Andrey,1435910194,0.567802125145,151,219,77603657.0,219-151-201507031056-Andrey-move.csv,37.6504928345,55.7622260076,7763-640,219-151,25002,-83,3,2,0.907402658689,1.0,byCorr,1.0
18068,101101,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-81.0,1435910743434,Andrey,1435910663,0.586891773407,151,219,77603657.0,219-151-201507031104-Andrey-move.csv,37.6507682431,55.7620033823,7763-640,219-151,25002,-83,3,2,0.862108973604,1.0,byCorr,1.0
18314,101347,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-76.5,1435913079748,Anna,1435909691,0.976863291929,151,219,77603657.0,219-151-201507031142-Anna-move.csv,37.6562100633,55.757387418,7763-160,219-151,25002,-77,3,2,0.970075562428,1.0,byCorr,1.0
18534,101567,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-75.5,1435913595367,Anna,1435910194,0.993686749327,151,219,77603657.0,219-151-201507031150-Anna-move.csv,37.6564572424,55.7571929698,7763-160,219-151,25002,-83,3,2,0.959565731233,1.0,byCorr,1.0
18722,101755,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-71.0,1435914044649,Anna,1435910663,0.982336401409,151,219,77603657.0,219-151-201507031158-Anna-move.csv,37.6562904771,55.757324159,7763-160,219-151,25002,-73,3,2,0.96611985091,1.0,byCorr,1.0
