,index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators,rawPower,coeffs,controls,method,maxCorrMinDelta
18314,101347,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-75.0,1435913079748,Anna,1435909691,0.976863291929,151,219,77603657.0,219-151-201507031142-Anna-move.csv,37.6562100633,55.757387418,7763-160,219-151,25002,-77,,1,byCorr,0.0
18534,101567,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-77.0,1435913595367,Anna,1435910194,0.993686749327,151,219,77603657.0,219-151-201507031150-Anna-move.csv,37.6564572424,55.7571929698,7763-160,219-151,25002,-83,,1,byCorr,0.0
18721,101754,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-71.0,1435914043636,Anna,1435910663,0.978860821064,151,219,77603657.0,219-151-201507031158-Anna-move.csv,37.656239412,55.7573643303,7763-160,219-151,25002,-71,,1,byCorr,0.0
