,index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators,rawPower,NumRaces,NumUsers,coeffs,controls,method,maxCorrMinDelta
2105,26337,1,250,,7763,250,2,ServiceLog,2G,EDGE,-1,-97.0,1435842967260,Andrey,1435842924,0.342105263158,69,68,449805108.0,068-069-201507021615-Andrey-move.csv,37.6128059871,55.7805616131,7763-250,068-069,25002,-97.0,2,3,0.940957436715,1.0,byCorr,1.0
2035,26267,1,250,,7763,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435842926187,vlad,1435842924,0.578947368421,69,68,449805108.0,068-069-201507021614-vlad-move.csv,37.6201808461,55.7801253709,7763-250,068-069,25002,-101.0,2,3,0.921619729795,1.0,byCorr,1.0
2334,26764,1,250,,7763,250,2,ServiceLog,2G,EDGE,-1,-109.59444536,1435846572193,Anna,1435843291,0.263157894737,69,68,449805108.0,068-069-201507021715-Anna-move.csv,37.61031831,55.7805599006,7763-250,068-069,25002,-109.59444536,2,2,0.938819265382,1.0,byCorr,1.0
2460,27155,1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435843176467,Andrey,1435843136,0.327433628319,68,69,449805108.0,069-068-201507021618-Andrey-move.csv,37.6228165514,55.7801791584,7763-275,069-068,25002,-103.0,2,3,0.636468935372,1.0,byCorr,1.0
3317,32005,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-69.0,1435917000363,Anna,1435914142,0.846153846154,74,73,244724959.0,073-074-201507031248-Anna-move.csv,37.6246564668,55.7288902,7736-350,073-074,25002,-57.9331463043,3,2,0.925975953161,1.0,byCorr,1.0
3443,32131,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-71.0,1435917663773,Anna,1435914799,0.884615384615,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6238789649,55.7288405722,7736-350,073-074,25002,-71.0,3,2,0.947449694833,1.0,byCorr,1.0
3112,31771,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,1435914179185,Andrey,1435914142,0.423076923077,74,73,244724959.0,073-074-201507031202-Andrey-move.csv,37.6315838329,55.7297339115,7736-370,073-074,25002,-99.0,2,2,0.886627648438,1.0,byCorr,1.0
3193,31852,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435914837722,Andrey,1435914799,0.435897435897,74,73,244724959.0,073-074-201507031213-Andrey-move.csv,37.6313917108,55.7296931067,7736-370,073-074,25002,-103.0,2,2,0.946127686744,1.0,byCorr,1.0
3621,32436,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435917375840,Anna,1435914537,0.619718309859,73,74,244724959.0,074-073-201507031255-Anna-move.csv,37.6325403436,55.7297643274,7736-350,074-073,25002,-95.0,1,2,0.938851283339,1.0,byCorr,1.0
3875,33299,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-94.2029968971,1435917079321,Anna,1435914255,0.33734939759,75,74,244724959.0,074-075-201507031250-Anna-move.csv,37.617514732,55.7283949136,7736-350,074-075,25002,-94.4629514868,3,2,0.818349270224,1.0,byCorr,1.0
3799,33223,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-94.0604786514,1435914958716,Andrey,1435914913,0.493975903614,75,74,244724959.0,074-075-201507031215-Andrey-move.csv,37.6154347734,55.72831,7736-350,074-075,25002,-94.0604786514,3,2,0.918812566353,1.0,byCorr,1.0
3993,33417,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-69.5563148493,1435917775053,Anna,1435914913,0.807228915663,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.611391525,55.728828375,7736-341,074-075,25002,-69.5563148493,2,2,0.95142868685,1.0,byCorr,1.0
4297,33991,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.521778574,1435914469361,Andrey,1435914434,0.450704225352,74,75,244724959.0,075-074-201507031207-Andrey-move.csv,37.6148603441,55.7281180637,7736-341,075-074,25002,-105.0,2,2,0.905789444543,1.0,byCorr,1.0
4246,33935,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-69.0,1435908059029,Anna,1435904753,0.830985915493,74,75,828403345.0,075-074-201507031020-Anna-move.csv,37.6200330211,55.7283790109,7736-350,075-074,25002,-69.0,2,2,0.980690893599,1.0,byCorr,1.0
7396,51977,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-97.0,1435850944378,Andrey,1435850918,0.214285714286,99,98,597905036.0,098-099-201507021828-Andrey-move.csv,37.6083095633,55.7285163255,7736-340,098-099,25002,-97.0,7,3,0.747336908718,1.0,byCorr,1.0
7355,51936,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435850889023,vlad,1435850918,0.30612244898,99,98,597905036.0,098-099-201507021827-vlad-move.csv,37.6074064939,55.7275136523,7736-340,098-099,25002,-95.0,7,3,0.762887435778,1.0,byCorr,1.0
7555,52164,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435851248194,Andrey,1435851203,0.438775510204,99,98,597905036.0,098-099-201507021833-Andrey-move.csv,37.6072530279,55.7259546553,7736-340,098-099,25002,-103.0,7,3,0.960789321324,1.0,byCorr,1.0
7849,52688,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435915221473,Andrey,1435915183,0.357142857143,99,98,244724959.0,098-099-201507031219-Andrey-move.csv,37.607266903,55.7269564059,7736-340,098-099,25002,-103.0,7,2,0.806070009811,1.0,byCorr,1.0
7624,52268,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-73.7420186118,1435853682876,Anna,1435850333,0.989795918367,99,98,597905036.0,098-099-201507021913-Anna-move.csv,37.6078917781,55.7196407341,7736-1000,098-099,25002,-79.0,6,2,0.556031793184,1.0,byCorr,1.0
8225,53469,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435850498775,Andrey,1435850455,0.43956043956,98,99,597905036.0,099-098-201507021820-Andrey-move.csv,37.6076188934,55.7246144178,7736-1000,099-098,25002,-95.0,5,3,0.980617311103,1.0,byCorr,1.0
8143,53387,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,1435850434523,vlad,1435850455,0.43956043956,98,99,597905036.0,099-098-201507021819-vlad-move.csv,37.6076187814,55.7246104074,7736-1000,099-098,25002,-89.0,5,3,0.981799880269,1.0,byCorr,1.0
8547,53815,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435851105471,Andrey,1435851060,0.483516483516,98,99,597905036.0,099-098-201507021831-Andrey-move.csv,37.607632764,55.7251109897,7736-1000,099-098,25002,-101.0,5,3,0.9775715737,1.0,byCorr,1.0
8462,53730,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,1435851040172,vlad,1435851060,0.461538461538,98,99,597905036.0,099-098-201507021829-vlad-move.csv,37.6076262725,55.7248785923,7736-1000,099-098,25002,-89.0,5,3,0.955932216848,1.0,byCorr,1.0
8795,54254,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-93.0,1435904291395,vlad,1435904316,0.461538461538,98,99,828403345.0,099-098-201507030917-vlad-move.csv,37.6076255293,55.7248519848,7736-1000,099-098,25002,-93.0,5,3,0.957187265932,1.0,byCorr,1.0
9009,54580,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435916124466,Andrey,1435916076,0.43956043956,98,99,244724959.0,099-098-201507031234-Andrey-move.csv,37.6076207078,55.7246793749,7736-1000,099-098,25002,-101.0,5,2,0.983551987376,1.0,byCorr,1.0
9282,56173,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435851371382,Andrey,1435851320,0.331125827815,100,99,597905036.0,099-100-201507021835-Andrey-move.csv,37.6045820588,55.7139501603,7736-1000,099-100,25002,-103.0,3,3,0.987511087883,1.0,byCorr,1.0
9410,56472,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435915353064,Andrey,1435915305,0.298013245033,100,99,244724959.0,099-100-201507031221-Andrey-move.csv,37.6054351972,55.7144048254,7736-1000,099-100,25002,-105.0,3,2,0.957205497113,1.0,byCorr,1.0
9499,56621,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435916477560,Andrey,1435916431,0.278145695364,100,99,244724959.0,099-100-201507031240-Andrey-move.csv,37.6058578758,55.7146300825,7736-1000,099-100,25002,-101.0,3,2,0.981063191736,1.0,byCorr,1.0
9906,58152,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435904193180,Andrey,1435904128,0.369696969697,99,100,828403345.0,100-099-201507030915-Andrey-move.csv,37.5973509064,55.7100968073,7736-1010,100-099,25002,-105.0,3,3,0.983576901902,1.0,byCorr,1.0
9822,58068,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,1435904124734,vlad,1435904128,0.363636363636,99,100,828403345.0,100-099-201507030914-vlad-move.csv,37.5972576426,55.7100745512,7736-1010,100-099,25002,-99.0,3,3,0.970637923751,1.0,byCorr,1.0
10426,60426,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435915739823,Andrey,1435915698,0.230769230769,100,101,244724959.0,101-100-201507031228-Andrey-move.csv,37.5760264225,55.6926007177,7736-1020,101-100,25002,-105.0,2,2,0.985609110209,1.0,byCorr,1.0
14945,89776,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435909509598,Andrey,1435909460,0.350364963504,219,151,77603657.0,151-219-201507031044-Andrey-move.csv,37.6517202831,55.7614549594,7763-160,151-219,25002,-104.58280858,5,2,0.986694782589,1.0,byCorr,1.0
15612,90731,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-97.0,1435913230352,Anna,1435909946,0.226277372263,219,151,77603657.0,151-219-201507031146-Anna-move.csv,37.6534604836,55.7600135431,7763-160,151-219,25002,-97.0,5,2,0.937481083274,1.0,byCorr,1.0
15744,90863,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-103.025031866,1435913689130,Anna,1435910406,0.21897810219,219,151,77603657.0,151-219-201507031154-Anna-move.csv,37.6535862076,55.7599050036,7763-160,151-219,25002,-105.0,5,2,0.94491037679,1.0,byCorr,1.0
15558,90527,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-51.0,1435912825622,Anna,1435909460,0.897810218978,219,151,77603657.0,151-219-201507031138-Anna-move.csv,37.6422895454,55.7668351266,7763-640,151-219,25002,-51.0,5,2,0.984731527585,1.0,byCorr,1.0
15159,89990,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-53.5010978909,1435910078997,Andrey,1435909946,0.992700729927,219,151,77603657.0,151-219-201507031052-Andrey-move.csv,37.6399612585,55.7670079112,7763-640,151-219,25002,-72.3399121324,5,2,0.940997350416,1.0,byCorr,1.0
15824,90943,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-53.0,1435913772455,Anna,1435910406,0.883211678832,219,151,77603657.0,151-219-201507031154-Anna-move.csv,37.6426317925,55.7667786736,7763-640,151-219,25002,-51.0,5,2,0.968228270731,1.0,byCorr,1.0
15969,91088,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-51.9744748201,1435914278223,Anna,1435910902,0.897810218978,219,151,77603657.0,151-219-201507031202-Anna-move.csv,37.6422613651,55.7668397748,7763-640,151-219,25002,-51.9744748201,5,2,0.974493840619,1.0,byCorr,1.0
17773,100806,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-81.0,1435909771620,Andrey,1435909691,0.555555555556,151,219,77603657.0,219-151-201507031048-Andrey-move.csv,37.6504030832,55.7622985727,7763-640,219-151,25002,-81.0,3,2,0.987731791664,1.0,byCorr,1.0
18444,101477,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-83.0,1435913517086,Anna,1435910194,0.465277777778,151,219,77603657.0,219-151-201507031150-Anna-move.csv,37.6491368081,55.7633877818,7763-640,219-151,25002,-75.2559399861,3,2,0.948146750188,1.0,byCorr,1.0
18645,101678,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-79.0,1435913979967,Anna,1435910663,0.479166666667,151,219,77603657.0,219-151-201507031158-Anna-move.csv,37.6493024159,55.7632380305,7763-640,219-151,25002,-80.2286601671,3,2,0.944778247759,1.0,byCorr,1.0
18526,101559,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-65.0,1435913587070,Anna,1435910194,0.965277777778,151,219,77603657.0,219-151-201507031150-Anna-move.csv,37.6560695263,55.7574979737,7763-160,219-151,25002,-65.0,3,2,0.953477083724,1.0,byCorr,1.0
18717,101750,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-59.0,1435914039452,Anna,1435910663,0.951388888889,151,219,77603657.0,219-151-201507031158-Anna-move.csv,37.6559189841,55.7576163998,7763-160,219-151,25002,-59.0,3,2,0.968364483043,1.0,byCorr,1.0
