,index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators,ratio_before,Power_before,rawPower,NumRaces,NumUsers,coeffs,controls,method,maxCorrMinDelta
2104,26336,1,250,,7763,250,2,ServiceLog,2G,EDGE,-1,-97.0,1435842966252,Andrey,1435842924,0.355692961281,69,68,449805108.0,068-069-201507021615-Andrey-move.csv,37.612503358,55.7805780349,7763-250,068-069,25002,0.339736902477,-97,-97.0,2,3,0.982441482024,1.0,byCorr,1.0
2011,26243,1,250,,7763,250,2,ServiceLog,2G,EDGE,-1,-93.0,1435842900223,vlad,1435842924,0.355692961281,69,68,449805108.0,068-069-201507021614-vlad-move.csv,37.6124337687,55.780581811,7763-250,068-069,25002,0.337514735016,-95,-93.0,2,3,0.943670665578,1.0,byCorr,1.0
2335,26766,1,250,,7763,250,2,ServiceLog,2G,EDGE,-1,-109.222246376,1435846573264,Anna,1435843291,0.296410801067,69,68,449805108.0,068-069-201507021715-Anna-move.csv,37.6106433614,55.7805761839,7763-250,068-069,25002,0.280414129953,-111,-109.222246376,2,2,0.944100753912,1.0,byCorr,1.0
2166,26409,1,275,692.0,7763,250,2,Проспект Мира (КЛЦ) 2,2G,EDGE,-1,-73.0,1435843041159,Andrey,1435842924,0.927866614796,69,68,449805108.0,068-069-201507021615-Andrey-move.csv,37.6329460931,55.7797589056,7763-275,068-069,25002,0.991611492077,-73,-73.0,2,3,0.936618827566,1.0,byCorr,1.0
2253,26522,1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-77.0,1435843405920,Andrey,1435843291,0.89182051844,69,68,449805108.0,068-069-201507021621-Andrey-move.csv,37.6328401273,55.7797584488,7763-275,068-069,25002,0.988243273304,-73,-77.0,2,2,0.819073988252,1.0,byCorr,1.0
2460,27155,1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435843176467,Andrey,1435843136,0.315634598992,68,69,449805108.0,069-068-201507021618-Andrey-move.csv,37.6228165514,55.7801791584,7763-275,069-068,25002,0.329912820482,-103,-105.0,2,3,0.949938001311,1.0,byCorr,1.0
2548,27254,1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-99.0,1435843507114,Andrey,1435843480,0.218516260841,68,69,449805108.0,069-068-201507021624-Andrey-move.csv,37.6276845187,55.7800138173,7763-275,069-068,25002,0.175269260509,-99,-99.0,2,2,0.992200064451,1.0,byCorr,1.0
3321,32009,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-87.855390609,1435917004546,Anna,1435914142,0.824802640872,74,73,244724959.0,073-074-201507031248-Anna-move.csv,37.6236185975,55.728823953,7736-350,073-074,25002,0.911096951317,-81,-87.8086222563,3,2,0.951919831463,1.0,byCorr,1.0
3454,32142,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-82.1285557548,1435917675139,Anna,1435914799,1.0859256563,74,73,244724959.0,073-074-201507031259-Anna-move.csv,37.6224745524,55.7287371301,7736-350,073-074,25002,0.979412448993,-77,-82.1285557548,3,2,0.909394652438,1.0,byCorr,1.0
3269,31955,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.827421358,1435916960915,Anna,1435914142,0.316395779863,74,73,244724959.0,073-074-201507031248-Anna-move.csv,37.6338718205,55.7305206006,7736-370,073-074,25002,0.266383243898,-107,-106.46424474,2,2,0.975160805852,1.0,byCorr,1.0
3191,31850,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435914835698,Andrey,1435914799,0.421861039818,74,73,244724959.0,073-074-201507031213-Andrey-move.csv,37.6318296346,55.7297861173,7736-370,073-074,25002,0.411744419524,-103,-103.0,2,2,0.965818754044,1.0,byCorr,1.0
3617,32432,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-91.5776837678,1435917373746,Anna,1435914537,0.616389079712,73,74,244724959.0,074-073-201507031255-Anna-move.csv,37.6320019283,55.7296431841,7736-350,074-073,25002,0.597196518974,-97,-91.5776837678,1,2,0.87516318138,1.0,byCorr,1.0
3647,32462,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-52.7980987082,1435917389311,Anna,1435914537,0.78551232913,73,74,244724959.0,074-073-201507031255-Anna-move.csv,37.6354369719,55.7310694468,7736-370,074-073,25002,0.851921992378,-71,-51.0,1,2,0.969193982238,1.0,byCorr,1.0
