,index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators,rawPower,NumRaces,NumUsers,coeffs,controls,method,maxCorrMinDelta
2336,26768,1,250,,7763,250,2,ServiceLog,2G,EDGE,-1,-109.0,1435846574275,Anna,1435843291,0.290206989741,69,68,449805108.0,068-069-201507021715-Anna-move.csv,37.6109506696,55.7805885754,7763-250,068-069,25002,-113,2,2,0.962378697604,1.0,byCorr,1.0
2548,27254,1,275,,7763,250,2,ServiceLog,2G,EDGE,-1,-99.0,1435843507114,Andrey,1435843480,0.175269260509,68,69,449805108.0,069-068-201507021624-Andrey-move.csv,37.6276845187,55.7800138173,7763-275,069-068,25002,-99,2,2,0.958931256136,1.0,byCorr,1.0
3116,31775,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,1435914183411,Andrey,1435914142,0.489831381691,74,73,244724959.0,073-074-201507031202-Andrey-move.csv,37.6306059896,55.7295083276,7736-370,073-074,25002,-103,2,2,0.881882312053,1.0,byCorr,1.0
3194,31853,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435914838736,Andrey,1435914799,0.45331672437,74,73,244724959.0,073-074-201507031213-Andrey-move.csv,37.6311746809,55.7296431718,7736-370,073-074,25002,-103,2,2,0.964841642576,1.0,byCorr,1.0
3629,32444,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435917380023,Anna,1435914537,0.699921336067,73,74,244724959.0,074-073-201507031255-Anna-move.csv,37.6335149579,55.7301105272,7736-350,074-073,25002,-89,1,2,0.975488509846,1.0,byCorr,1.0
3877,33301,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-102.0,1435917081363,Anna,1435914255,0.372132474867,75,74,244724959.0,074-075-201507031250-Anna-move.csv,37.6171533361,55.7283689838,7736-350,074-075,25002,-107,3,2,0.942160383047,1.0,byCorr,1.0
3801,33225,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-93.0,1435914960870,Andrey,1435914913,0.527469592758,75,74,244724959.0,074-075-201507031215-Andrey-move.csv,37.6150656979,55.72831,7736-350,074-075,25002,-99,3,2,0.967082606279,1.0,byCorr,1.0
3839,33263,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-77.0,1435914999191,Andrey,1435914913,0.992452730605,75,74,244724959.0,074-075-201507031215-Andrey-move.csv,37.609285833,55.7295293008,7736-341,074-075,25002,-77,2,2,0.888213953038,1.0,byCorr,1.0
4290,33984,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-97.0,1435914461893,Andrey,1435914434,0.345271198638,74,75,244724959.0,075-074-201507031207-Andrey-move.csv,37.6132815061,55.7282455678,7736-341,075-074,25002,-97,2,2,0.933734363933,1.0,byCorr,1.0
7855,52694,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435915227827,Andrey,1435915183,0.435994774386,99,98,244724959.0,098-099-201507031219-Andrey-move.csv,37.6072551187,55.7261056055,7736-340,098-099,25002,-103,7,2,0.918815307264,1.0,byCorr,1.0
7624,52268,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-70.5,1435853682876,Anna,1435850333,0.990489429357,99,98,597905036.0,098-099-201507021913-Anna-move.csv,37.6078917781,55.7196407341,7736-1000,098-099,25002,-79,6,2,0.62744843654,1.0,byCorr,1.0
9012,54583,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435916127498,Andrey,1435916076,0.481834961864,98,99,244724959.0,099-098-201507031234-Andrey-move.csv,37.6076310935,55.7250511879,7736-1000,099-098,25002,-101,5,2,0.986365110085,1.0,byCorr,1.0
9411,56473,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435915354084,Andrey,1435915305,0.307028238225,100,99,244724959.0,099-100-201507031221-Andrey-move.csv,37.6052520981,55.7143072464,7736-1000,099-100,25002,-105,3,2,0.98707382159,1.0,byCorr,1.0
9497,56619,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435916475478,Andrey,1435916431,0.26768298444,100,99,244724959.0,099-100-201507031240-Andrey-move.csv,37.6062235682,55.7148249691,7736-1000,099-100,25002,-101,3,2,0.99378151741,1.0,byCorr,1.0
10067,58563,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435915948693,Andrey,1435915883,0.381943148981,99,100,244724959.0,100-099-201507031231-Andrey-move.csv,37.5976851862,55.7102080749,7736-1010,100-099,25002,-103,3,2,0.983024394013,1.0,byCorr,1.0
10201,59004,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435915530468,Andrey,1435915497,0.17706008922,101,100,244724959.0,100-101-201507031224-Andrey-move.csv,37.5817215812,55.704718565,7736-1010,100-101,25002,-101,1,2,0.983994173801,1.0,byCorr,1.0
10304,59866,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-81.0,1435903825810,vlad,1435903861,0.111808511968,100,101,828403345.0,101-100-201507030909-vlad-move.csv,37.5750571522,55.690008109,7736-1020,101-100,25002,-81,2,2,0.970962466732,1.0,byCorr,1.0
10425,60425,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435915738763,Andrey,1435915698,0.228261712197,100,101,244724959.0,101-100-201507031228-Andrey-move.csv,37.5759706438,55.6924515251,7736-1020,101-100,25002,-105,2,2,0.991706407033,1.0,byCorr,1.0
