,index,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,PSC,Power,TimeStamp,User,race_id,ratio,segment_end_id,segment_start_id,session_id,source_file,x,y,laccid,segment,netOperators,rawPower,NumRaces,NumUsers,coeffs,controls,method,maxCorrMinDelta
3627,32442,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-91.0,1435917378947,Anna,1435914537,0.682312302848,73,74,244724959.0,074-073-201507031255-Anna-move.csv,37.6332794606,55.7300077648,7736-350,074-073,25002,-89,1,2,0.92401976092,1.0,byCorr,1.0
3650,32465,1,370,,7736,250,2,ServiceLog,2G,EDGE,-1,-65.0,1435917392421,Anna,1435914537,0.902817989337,73,74,244724959.0,074-073-201507031255-Anna-move.csv,37.6361924511,55.7312933243,7736-370,074-073,25002,-65,1,2,0.975586369061,1.0,byCorr,1.0
3878,33302,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,1435917082447,Anna,1435914255,0.386487145273,75,74,244724959.0,074-075-201507031250-Anna-move.csv,37.6169614883,55.7283552189,7736-350,074-075,25002,-107,3,2,0.874880298392,1.0,byCorr,1.0
3802,33226,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435914961882,Andrey,1435914913,0.540339917689,75,74,244724959.0,074-075-201507031215-Andrey-move.csv,37.6148927061,55.7283159693,7736-350,074-075,25002,-99,3,2,0.938064905311,1.0,byCorr,1.0
4000,33424,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-75.0,1435917782333,Anna,1435914913,0.903728302195,75,74,244724959.0,074-075-201507031301-Anna-move.csv,37.6102948708,55.7291684044,7736-341,074-075,25002,-71,2,2,0.859865422038,1.0,byCorr,1.0
4203,33892,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-107.0,1435908025697,Anna,1435904753,0.279014482327,74,75,828403345.0,075-074-201507031020-Anna-move.csv,37.6124112131,55.7283822332,7736-341,075-074,25002,-109,2,3,0.970794877819,1.0,byCorr,1.0
4041,33730,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435904714429,vlad,1435904753,0.363384297097,74,75,828403345.0,075-074-201507030924-vlad-move.csv,37.6135231711,55.7282157734,7736-341,075-074,25002,-95,2,3,0.960644268457,1.0,byCorr,1.0
4289,33983,1,341,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435914460835,Andrey,1435914434,0.328699168254,74,75,244724959.0,075-074-201507031207-Andrey-move.csv,37.6130604021,55.7282728272,7736-341,075-074,25002,-95,2,2,0.944113090297,1.0,byCorr,1.0
4254,33943,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-57.0,1435908066260,Anna,1435904753,0.93638464345,74,75,828403345.0,075-074-201507031020-Anna-move.csv,37.6212979627,55.7284688061,7736-350,075-074,25002,-57,2,2,0.975180393898,1.0,byCorr,1.0
4434,34128,1,350,,7736,250,2,ServiceLog,2G,EDGE,-1,-59.0,1435917292541,Anna,1435914434,0.958019800416,74,75,244724959.0,075-074-201507031253-Anna-move.csv,37.6215911358,55.7284896178,7736-350,075-074,25002,-59,2,2,0.964064058057,1.0,byCorr,1.0
7286,51844,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435850653107,Andrey,1435850611,0.408063814601,99,98,597905036.0,098-099-201507021823-Andrey-move.csv,37.6072596415,55.7264321412,7736-340,098-099,25002,-103,7,3,0.974711785171,1.0,byCorr,1.0
7410,51991,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,1435850958711,Andrey,1435850918,0.378771095263,99,98,597905036.0,098-099-201507021828-Andrey-move.csv,37.6072643847,55.7267745941,7736-340,098-099,25002,-99,7,3,0.819488440231,1.0,byCorr,1.0
7360,51941,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435850894145,vlad,1435850918,0.373460499798,99,98,597905036.0,098-099-201507021827-vlad-move.csv,37.6072652447,55.7268366785,7736-340,098-099,25002,-95,7,3,0.840103182819,1.0,byCorr,1.0
7555,52164,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435851248194,Andrey,1435851203,0.448906556502,99,98,597905036.0,098-099-201507021833-Andrey-move.csv,37.6072530279,55.7259546553,7736-340,098-099,25002,-103,7,3,0.965717736605,1.0,byCorr,1.0
7485,52094,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-93.0,1435851184133,vlad,1435851203,0.447480612731,99,98,597905036.0,098-099-201507021832-vlad-move.csv,37.6072532588,55.7259713258,7736-340,098-099,25002,-93,7,3,0.97847883558,1.0,byCorr,1.0
7853,52692,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435915225684,Andrey,1435915183,0.411449909451,99,98,244724959.0,098-099-201507031219-Andrey-move.csv,37.6072590932,55.7263925552,7736-340,098-099,25002,-103,7,2,0.890790577637,1.0,byCorr,1.0
7932,52789,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435916339419,Andrey,1435916299,0.386303585407,99,98,244724959.0,098-099-201507031238-Andrey-move.csv,37.607263165,55.7266865342,7736-340,098-099,25002,-105,7,2,0.949108320789,1.0,byCorr,1.0
7623,52267,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-71.0,1435853681801,Anna,1435850333,0.98873531413,99,98,597905036.0,098-099-201507021913-Anna-move.csv,37.6078884173,55.7196611578,7736-1000,098-099,25002,-79,6,2,0.691906994362,1.0,byCorr,1.0
7316,51897,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-63.0,1435850708141,Andrey,1435850611,0.991357304306,99,98,597905036.0,098-099-201507021823-Andrey-move.csv,37.6078934409,55.7196306293,7736-1000,098-099,25002,-63,6,3,0.801926884689,1.0,byCorr,1.0
7675,52381,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-71.0,1435853950192,Anna,1435850611,0.926301391372,99,98,597905036.0,098-099-201507021917-Anna-move.csv,37.6077674886,55.7203880124,7736-1000,098-099,25002,-73,6,3,0.829946160004,1.0,byCorr,1.0
7441,52050,1,1000,992.0,7736,250,2,Шаболовская 2,2G,EDGE,-1,-61.0,1435851018855,Andrey,1435850918,0.981637287197,99,98,597905036.0,098-099-201507021828-Andrey-move.csv,37.6078748177,55.7197438018,7736-1000,098-099,25002,-67,6,2,0.684245890759,1.0,byCorr,1.0
7584,52216,1,1000,992.0,7736,250,2,Шаболовская 2,2G,EDGE,-1,-67.0,1435851300957,Andrey,1435851203,0.996984479203,99,98,597905036.0,098-099-201507021833-Andrey-move.csv,37.6079042224,55.7195651106,7736-1000,098-099,25002,-67,6,3,0.917738331947,1.0,byCorr,1.0
7508,52117,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-71.0,1435851235916,vlad,1435851203,0.992492392407,99,98,597905036.0,098-099-201507021832-vlad-move.csv,37.6078956157,55.7196174131,7736-1000,098-099,25002,-75,6,3,0.917738331947,1.0,byCorr,1.0
7964,52844,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-65.0,1435916395895,Andrey,1435916299,0.979211203062,99,98,244724959.0,098-099-201507031238-Andrey-move.csv,37.6078701694,55.7197720492,7736-1000,098-099,25002,-65,6,2,0.850378000709,1.0,byCorr,1.0
8227,53471,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435850500827,Andrey,1435850455,0.468433629885,98,99,597905036.0,099-098-201507021820-Andrey-move.csv,37.6076268533,55.724899385,7736-1000,099-098,25002,-95,5,3,0.959611121398,1.0,byCorr,1.0
8145,53389,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,1435850436589,vlad,1435850455,0.468094149529,98,99,597905036.0,099-098-201507021819-vlad-move.csv,37.6076267458,55.7248955395,7736-1000,099-098,25002,-89,5,3,0.935032916911,1.0,byCorr,1.0
8384,53639,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-95.0,1435850809959,Andrey,1435850763,0.505920000208,98,99,597905036.0,099-098-201507021826-Andrey-move.csv,37.6076387142,55.7253240085,7736-1000,099-098,25002,-95,5,3,0.945422504613,1.0,byCorr,1.0
8312,53567,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-85.0,1435850744578,vlad,1435850763,0.486032465996,98,99,597905036.0,099-098-201507021824-vlad-move.csv,37.6076324216,55.7250987348,7736-1000,099-098,25002,-85,5,3,0.924518105947,1.0,byCorr,1.0
8549,53817,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435851107508,Andrey,1435851060,0.512752956378,98,99,597905036.0,099-098-201507021831-Andrey-move.csv,37.6076408762,55.7254014077,7736-1000,099-098,25002,-101,5,3,0.972372983841,1.0,byCorr,1.0
8465,53733,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-89.0,1435851043280,vlad,1435851060,0.505657003217,98,99,597905036.0,099-098-201507021829-vlad-move.csv,37.607638631,55.7253210294,7736-1000,099-098,25002,-89,5,3,0.936887432465,1.0,byCorr,1.0
8874,54333,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-97.0,1435904360056,Andrey,1435904316,0.489150771371,98,99,828403345.0,099-098-201507030918-Andrey-move.csv,37.6076334083,55.7251340571,7736-1000,099-098,25002,-97,5,3,0.960239840569,1.0,byCorr,1.0
8798,54257,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-93.0,1435904294481,vlad,1435904316,0.50453499171,98,99,828403345.0,099-098-201507030917-vlad-move.csv,37.6076382759,55.72530832,7736-1000,099-098,25002,-93,5,3,0.968710459566,1.0,byCorr,1.0
9012,54583,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435916127498,Andrey,1435916076,0.481834961864,98,99,244724959.0,099-098-201507031234-Andrey-move.csv,37.6076310935,55.7250511879,7736-1000,099-098,25002,-101,5,2,0.98097649422,1.0,byCorr,1.0
8266,53521,1,340,982.0,7736,250,2,Октябрьская (КРЛ) 2,2G,EDGE,-1,-65.0,1435850550583,Andrey,1435850455,0.980052190169,98,99,597905036.0,099-098-201507021820-Andrey-move.csv,37.6116872536,55.7297092156,7736-340,099-098,25002,-65,5,3,0.534088660257,1.0,byCorr,1.0
8181,53425,1,340,982.0,7736,250,2,Октябрьская (КРЛ) 2,2G,EDGE,-1,-75.0,1435850487371,vlad,1435850455,0.992095139341,98,99,597905036.0,099-098-201507021819-vlad-move.csv,37.6118458796,55.7298123221,7736-340,099-098,25002,-75,5,3,0.423572012648,1.0,byCorr,1.0
8572,53847,1,340,,7736,250,2,ServiceLog,2G,EDGE,-1,-51.0,1435851138460,Andrey,1435851060,0.902328858142,98,99,597905036.0,099-098-201507021831-Andrey-move.csv,37.6105479221,55.7291148439,7736-340,099-098,25002,-51,5,3,0.741486600697,1.0,byCorr,1.0
9053,54636,1,340,982.0,7736,250,2,Октябрьская (КРЛ) 2,2G,EDGE,-1,-77.0,1435916180956,Andrey,1435916076,0.984853547572,98,99,244724959.0,099-098-201507031234-Andrey-move.csv,37.6117504956,55.7297503228,7736-340,099-098,25002,-77,5,2,0.705633383205,1.0,byCorr,1.0
9606,56910,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-63.0,1435918229778,Anna,1435915305,0.920164274358,100,99,244724959.0,099-100-201507031308-Anna-move.csv,37.5878851709,55.7087986712,7736-1010,099-100,25002,-63,5,2,0.980129489061,1.0,byCorr,1.0
9281,56172,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435851370368,Andrey,1435851320,0.326469517791,100,99,597905036.0,099-100-201507021835-Andrey-move.csv,37.6047720753,55.7140514267,7736-1000,099-100,25002,-103,3,3,0.988453758144,1.0,byCorr,1.0
9209,56100,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-91.0,1435851309234,vlad,1435851320,0.347861927915,100,99,597905036.0,099-100-201507021834-vlad-move.csv,37.6042438773,55.7137699309,7736-1000,099-100,25002,-91,3,3,0.976801652709,1.0,byCorr,1.0
9412,56474,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435915355099,Andrey,1435915305,0.31440753305,100,99,244724959.0,099-100-201507031221-Andrey-move.csv,37.6050698966,55.7142101455,7736-1000,099-100,25002,-105,3,2,0.95072040745,1.0,byCorr,1.0
9499,56621,1,1000,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435916477560,Andrey,1435916431,0.282493794609,100,99,244724959.0,099-100-201507031240-Andrey-move.csv,37.6058578758,55.7146300825,7736-1000,099-100,25002,-101,3,2,0.981922411536,1.0,byCorr,1.0
9905,58151,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435904192164,Andrey,1435904128,0.364089984969,99,100,828403345.0,100-099-201507030915-Andrey-move.csv,37.5971436504,55.7100473485,7736-1010,100-099,25002,-105,3,3,0.979334316896,1.0,byCorr,1.0
9821,58067,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-99.0,1435904123710,vlad,1435904128,0.361119449168,99,100,828403345.0,100-099-201507030914-vlad-move.csv,37.5970493469,55.7100248443,7736-1010,100-099,25002,-99,3,3,0.966703207585,1.0,byCorr,1.0
10068,58564,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435915949785,Andrey,1435915883,0.389084955088,99,100,244724959.0,100-099-201507031231-Andrey-move.csv,37.5978859547,55.7102883825,7736-1010,100-099,25002,-103,3,2,0.972332135198,1.0,byCorr,1.0
10201,59004,1,1010,,7736,250,2,ServiceLog,2G,EDGE,-1,-101.0,1435915530468,Andrey,1435915497,0.17706008922,101,100,244724959.0,100-101-201507031224-Andrey-move.csv,37.5817215812,55.704718565,7736-1010,100-101,25002,-101,1,2,0.976842055951,1.0,byCorr,1.0
10304,59866,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-81.0,1435903825810,vlad,1435903861,0.111808511968,100,101,828403345.0,101-100-201507030909-vlad-move.csv,37.5750571522,55.690008109,7736-1020,101-100,25002,-81,2,2,0.970962466732,1.0,byCorr,1.0
10425,60425,1,1020,,7736,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435915738763,Andrey,1435915698,0.228261712197,100,101,244724959.0,101-100-201507031228-Andrey-move.csv,37.5759706438,55.6924515251,7736-1020,101-100,25002,-105,2,2,0.980220206306,1.0,byCorr,1.0
14945,89776,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-103.0,1435909509598,Andrey,1435909460,0.352113838873,219,151,77603657.0,151-219-201507031044-Andrey-move.csv,37.6517202831,55.7614549594,7763-160,151-219,25002,-105,5,2,0.981063987075,1.0,byCorr,1.0
15612,90731,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-97.0,1435913230352,Anna,1435909946,0.229995167846,219,151,77603657.0,151-219-201507031146-Anna-move.csv,37.6534604836,55.7600135431,7763-160,151-219,25002,-97,5,2,0.965752909194,1.0,byCorr,1.0
15210,90041,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-105.0,1435910453072,Andrey,1435910406,0.324781855319,219,151,77603657.0,151-219-201507031100-Andrey-move.csv,37.652124822,55.7611381528,7763-160,151-219,25002,-107,5,2,0.987392696344,1.0,byCorr,1.0
15349,90180,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-97.0,1435910952736,Andrey,1435910902,0.328632899765,219,151,77603657.0,151-219-201507031108-Andrey-move.csv,37.652067823,55.7611827906,7763-160,151-219,25002,-101,5,2,0.985661243707,1.0,byCorr,1.0
15561,90530,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-57.0,1435912828726,Anna,1435909460,0.926242728145,219,151,77603657.0,151-219-201507031138-Anna-move.csv,37.64164564,55.7668855082,7763-640,151-219,25002,-51,5,2,0.981441755792,1.0,byCorr,1.0
15156,89987,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-69.0,1435910075857,Andrey,1435909946,0.986896357479,219,151,77603657.0,151-219-201507031052-Andrey-move.csv,37.6401198112,55.7669967192,7763-640,151-219,25002,-69,5,2,0.959661404363,1.0,byCorr,1.0
15826,90945,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-53.0,1435913774535,Anna,1435910406,0.903156530187,219,151,77603657.0,151-219-201507031154-Anna-move.csv,37.6422262512,55.7668424999,7763-640,151-219,25002,-53,5,2,0.966756715101,1.0,byCorr,1.0
15972,91091,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-55.0,1435914281398,Anna,1435910902,0.925892559413,219,151,77603657.0,151-219-201507031202-Anna-move.csv,37.6416544467,55.7668848558,7763-640,151-219,25002,-55,5,2,0.967654122651,1.0,byCorr,1.0
17772,100805,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-81.0,1435909770612,Andrey,1435909691,0.553862033537,151,219,77603657.0,219-151-201507031048-Andrey-move.csv,37.6502917478,55.7623885887,7763-640,219-151,25002,-81,3,2,0.984769156183,1.0,byCorr,1.0
17923,100956,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-81.0,1435910280923,Andrey,1435910194,0.567802125145,151,219,77603657.0,219-151-201507031056-Andrey-move.csv,37.6504928345,55.7622260076,7763-640,219-151,25002,-83,3,2,0.991578541218,1.0,byCorr,1.0
18068,101101,1,640,,7763,250,2,ServiceLog,2G,EDGE,-1,-81.0,1435910743434,Andrey,1435910663,0.586891773407,151,219,77603657.0,219-151-201507031104-Andrey-move.csv,37.6507682431,55.7620033823,7763-640,219-151,25002,-83,3,2,0.983886146544,1.0,byCorr,1.0
18313,101346,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-77.0,1435913078650,Anna,1435909691,0.972591077874,151,219,77603657.0,219-151-201507031142-Anna-move.csv,37.6561472936,55.7574367968,7763-160,219-151,25002,-77,3,2,0.957089758507,1.0,byCorr,1.0
18533,101566,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-77.0,1435913594329,Anna,1435910194,0.992194170312,151,219,77603657.0,219-151-201507031150-Anna-move.csv,37.6564353126,55.7572102213,7763-160,219-151,25002,-83,3,2,0.944198994424,1.0,byCorr,1.0
18721,101754,1,160,,7763,250,2,ServiceLog,2G,EDGE,-1,-71.0,1435914043636,Anna,1435910663,0.978860821064,151,219,77603657.0,219-151-201507031158-Anna-move.csv,37.656239412,55.7573643303,7763-160,219-151,25002,-71,3,2,0.949108674187,1.0,byCorr,1.0
