,Active,CID,ID,LAC,MCC,MNC,Name,NetworkGen,NetworkType,NumRaces,NumUsers,PSC,Power,TimeStamp,User,coeffs,controls,laccid,maxCorrMinDelta,method,netOperators,quality,race_id,ratio,rawPower,segment,segment_end_id,segment_start_id,session_id,source_file,x,y
45,,160,,7763,,,,2G,EDGE,5,,,-107.0,,,0.98965,1.0,7763-160,1.0,byCorr,,0.5,1435909946,0.315959477316,,151-219,219,151,,,,
43,,160,,7763,,,,2G,EDGE,5,,,-104.0,,,0.9923,1.0,7763-160,1.0,byCorr,,0.68,1435910902,0.279826139089,,151-219,219,151,,,,
91164,1,160,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-104.533521349,1.43591563717e+12,Anna,0.97628,1.0,7763-160,1.0,byCorr,25002.0,,1435912001,0.381294964029,-104.533521349,151-219,219,151,630943405.0,151-219-201507031226-Anna-move.csv,37.6512606507,55.7618151667
89849,1,640,,7763,250.0,2.0,ServiceLog,2G,EDGE,5,1.0,-1.0,-51.0,1.43590958336e+12,Andrey,0.96861,1.0,7763-640,1.0,byCorr,25002.0,,1435909460,0.94964028777,-51.0,151-219,219,151,77603657.0,151-219-201507031044-Andrey-move.csv,37.6409158108,55.7669395696
82,,640,,7763,,,,2G,EDGE,5,,,-52.0,,,0.9755,1.0,7763-640,1.0,byCorr,,0.81,1435909946,0.912818132591,,151-219,219,151,,,,
82,,640,,7763,,,,2G,EDGE,5,,,-52.0,,,0.97645,1.0,7763-640,1.0,byCorr,,0.9,1435910406,0.898362161335,,151-219,219,151,,,,
77,,640,,7763,,,,2G,EDGE,5,,,-51.0,,,0.97597,1.0,7763-640,1.0,byCorr,,0.88,1435910902,0.876524867063,,151-219,219,151,,,,
80,,640,,7763,,,,2G,EDGE,3,,,-81.0,,,0.9854,1.0,7763-640,1.0,byCorr,,0.84,1435910194,0.520070086015,,219-151,151,219,,,,
80,,640,,7763,,,,2G,EDGE,3,,,-83.0,,,0.98984,1.0,7763-640,1.0,byCorr,,0.76,1435910663,0.53300124533,,219-151,151,219,,,,
123,,160,,7763,,,,2G,EDGE,3,,,-57.0,,,0.97118,1.0,7763-160,1.0,byCorr,,0.97,1435910194,0.944836670179,,219-151,151,219,,,,
118,,160,,7763,,,,2G,EDGE,3,,,-58.0,,,0.98028,1.0,7763-160,1.0,byCorr,,0.98,1435910663,0.944874060981,,219-151,151,219,,,,
