ID;Name;inter;move;sequence;stationId;errorIndex
2163;Славянский бульвар 3;;;-1;;282870392
1651;Парк Победы (АПК) 1;;;-1;;282870392
1652;Парк Победы (АПК) 2;;;-1;;282870392
