ID;Name;inter;move;sequence;stationId;errorIndex
1473;Севастопольская 3;;;;-1;630299778
1474;Севастопольская 4;;;;-1;630299778
21;Черкизовская 1;;;;-1;630299778
1482;Чертановская 2;;;;-1;630299778
