ID;Name;inter;move;sequence;stationId;errorIndex
23;Черкизовская 3;;;-1;;155995872
23;Черкизовская 3;;;-1;;155995872
11;Бульвар Рокоссовского 1;;;-1;;155995872
11;Бульвар Рокоссовского 1;;;-1;;155995872
12;Бульвар Рокоссовского 2;;;-1;;155995872
