ID;Name;inter;move;sequence;stationId;errorIndex
303;Павелецкая (ЗАМ) 3;;;;-1;901267664
734;Павелецкая (КЛЦ) 4;;;;-1;901267664
721;Таганская (КЛЦ) 1;;;;-1;901267664
722;Таганская (КЛЦ) 2;;;;-1;901267664
743;Добрынинская 3;;-1;;;115617381
744;Добрынинская 4;;-1;;;115617381
301;Павелецкая (ЗАМ) 1;;-1;;;115617381
302;Павелецкая (ЗАМ) 2;;-1;;;115617381
