ID;Name;inter;move;sequence;stationId;errorIndex
1213;Улица 1905 года 3;;-1;;;576282636
1214;Улица 1905 года 4;;-1;;;576282636
1214;Улица 1905 года 4;;-1;;;576282636
781;Краснопресненская 1;;-1;;;576282636
782;Краснопресненская 2;;-1;;;576282636
783;Краснопресненская 3;;-1;;;793627184
784;Краснопресненская 4;;-1;;;793627184
1191;Пушкинская 1;;-1;;;793627184
1192;Пушкинская 2;;-1;;;793627184
