ID;Name;inter;move;sequence;stationId;errorIndex
403;Водный стадион 3;;;-1;;736105391
391;Войковская 1;;;-1;;736105391
392;Войковская 2;;;-1;;736105391
343;Маяковская 3;;;-1;;314016339
344;Маяковская 4;;;-1;;314016339
332;Тверская 2;;;-1;;314016339
323;Театральная 3;;;;-1;255325890
324;Театральная 4;;;;-1;255325890
311;Новокузнецкая 1;;;;-1;255325890
312;Новокузнецкая 2;;;;-1;255325890
-1;новокузне;;;;-1;255325890
22;Черкизовская 2;;;;-1;255325890
-1;новокузне;;;-1;-1;943743970
