ID;Name;inter;move;sequence;stationId;errorIndex
1653;Парк Победы (АПК) 3;;;-1;;963886543
1654;Парк Победы (АПК) 4;;;-1;;963886543
983;Октябрьская (КРЛ) 3;;;-1;;610307925
984;Октябрьская (КРЛ) 4;;;-1;;610307925
