ID;Name;inter;move;sequence;stationId;errorIndex
953;Тургеневская 3;;;-1;;52376995
953;Тургеневская 3;;;-1;;52376995
573;Киевская (ФИЛ) 3;;;-1;;837120922
573;Киевская (ФИЛ) 3;;;-1;;837120922
961;Китай-город (КРЛ) 1;;;-1;;837120922
961;Китай-город (КРЛ) 1;;;-1;;837120922
962;Китай-город (КРЛ) 2;;;-1;;837120922
962;Китай-город (КРЛ) 2;;;-1;;837120922
