ID;Name;inter;move;sequence;stationId;errorIndex
1913;Улица Старокачаловская 3;;;-1;;764598019
1914;Улица Старокачаловская 4;;;-1;;764598019
2311;Лесопарковая 1;;;-1;;764598019
2312;Лесопарковая 2;;;-1;;764598019
2314;Лесопарковая 4;;;-1;;764598019
2321;Битцевский парк 1;;;-1;;764598019
2322;Битцевский парк 2;;;-1;;764598019
