ID;Name;inter;move;sequence;stationId;errorIndex
22;Черкизовская 2;;;-1;;275980957
454;Площадь Революции 4;;;-1;;275980957
441;Арбатская (АПК) 1;;;-1;;275980957
442;Арбатская (АПК) 2;;;-1;;275980957
