ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,session_id,race_id
1293,Алтуфьево 3,Andrey,1435845293012,Raw,0.13620348,4.8488436,8.934948,191.10295,-28.797642,-2.5739362,14.099999,0.14385876,0.013439035,0.07391469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,449805108,1435845293
,ServiceLog,Andrey,1435845293608,Raw,0.12258313,4.8488436,8.771504,192.87964,-28.735392,-1.1207442,16.38,-0.057421334,0.07086037,-0.025045475,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,449805108,1435845293
,ServiceLog,Andrey,1435845294630,Raw,0.3677494,4.467474,9.79303,189.43086,-27.523304,0.0787215,12.78,-0.15302174,0.08460484,0.2489276,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,449805108,1435845293
,ServiceLog,Andrey,1435845295680,Raw,1.1441092,4.862464,8.580819,195.19249,-28.37928,3.7707639,22.98,-0.15851954,0.05100725,0.1337795,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,449805108,1435845293
,ServiceLog,Andrey,1435845296709,Raw,-0.17706452,4.944186,9.112013,193.51967,-28.274204,3.006219,21.96,-0.0067195175,0.009773844,0.009162978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,449805108,1435845293
,ServiceLog,Andrey,1435845297755,Raw,-0.61291564,5.175732,8.921328,199.32329,-27.71653,0.026213778,26.099998,-0.09285152,0.09773844,0.22052236,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,449805108,1435845293
,ServiceLog,Andrey,1435845298799,Raw,-0.20430522,4.5628166,8.962189,196.72437,-28.610262,-2.4566348,18.539999,0.086132,-0.026572637,-0.47433686,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,449805108,1435845293
,ServiceLog,Andrey,1435845299846,Raw,-0.44947147,4.6036777,8.553578,196.67438,-26.17706,-2.1534245,17.82,-0.29626966,0.0693332,-0.10995574,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,449805108,1435845293
,ServiceLog,Andrey,1435845300910,Raw,-0.7627395,4.2495484,9.030291,196.46315,-21.959976,-0.82586116,20.76,0.0106901415,0.023518313,0.18967366,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,449805108,1435845293
,ServiceLog,Andrey,1435845301975,Raw,-0.17706452,3.0781987,9.629586,189.05199,-18.047037,-0.8769243,11.04,-0.06719518,-0.049480084,0.023518313,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,449805108,1435845293
