ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,race_id
723,Таганская (КЛЦ) 3,md,1418121530808,Raw,1.56634,7.082581,5.8567495,1418121530
,ServiceLog,md,1418121531800,Raw,1.525479,6.701211,6.197258,1418121530
,ServiceLog,md,1418121532835,Raw,1.8659877,6.891896,6.1291566,1418121530
,ServiceLog,md,1418121533916,Raw,2.4516625,6.810174,6.2789803,1418121530
,ServiceLog,md,1418121534986,Raw,2.0975335,7.04172,6.0474343,1418121530
,ServiceLog,md,1418121536021,Raw,2.0566726,6.932757,5.965712,1418121530
,ServiceLog,md,1418121537093,Raw,2.0294318,6.742072,6.1563973,1418121530
,ServiceLog,md,1418121538162,Raw,2.0294318,6.891896,6.2789803,1418121530
,ServiceLog,md,1418121539225,Raw,1.7570249,6.66035,6.1563973,1418121530
,ServiceLog,md,1418121540292,Raw,1.607201,6.932757,6.578628,1418121530
724,Таганская (КЛЦ) 4,md,1418121541027,Raw,1.8387469,6.851035,6.347082,1418121530
,ServiceLog,md,1418121541362,Raw,1.7978859,6.0474343,6.66035,1418121530
,ServiceLog,md,1418121542419,Raw,4.8216033,7.082581,4.0861044,1418121530
,ServiceLog,md,1418121543500,Raw,0.7218784,4.0861044,8.458236,1418121530
,ServiceLog,md,1418121544574,Raw,2.1792557,4.2904096,8.036005,1418121530
,ServiceLog,md,1418121545668,Raw,2.7513103,4.930566,7.763598,1418121530
,ServiceLog,md,1418121546795,Raw,1.7978859,4.739881,7.995144,1418121530
,ServiceLog,md,1418121547867,Raw,0.7218784,4.2086873,7.6954966,1418121530
,ServiceLog,md,1418121548900,Raw,-0.61291564,1.6753027,10.296983,1418121530
,ServiceLog,md,1418121550006,Raw,0.4903325,3.5957718,4.930566,1418121530
,ServiceLog,md,1418121551038,Raw,-8.880466,-3.5957718,-1.1032481,1418121530
,ServiceLog,md,1418121552099,Raw,-8.349273,-3.405087,-0.8308412,1418121530
,ServiceLog,md,1418121553139,Raw,-7.995144,-3.636633,-0.6810174,1418121530
,ServiceLog,md,1418121554224,Raw,-8.185829,-3.445948,-1.0215261,1418121530
,ServiceLog,md,1418121555296,Raw,-8.158588,-3.8273177,-1.0215261,1418121530
,ServiceLog,md,1418121556389,Raw,-8.117727,-3.214402,-0.5720546,1418121530
,ServiceLog,md,1418121557463,Raw,-8.036005,-4.0180025,-0.6810174,1418121530
,ServiceLog,md,1418121558527,Raw,-8.349273,-3.8681788,-0.95342433,1418121530
,ServiceLog,md,1418121559595,Raw,-8.499097,-4.0861044,-0.87170225,1418121530
,ServiceLog,md,1418121560687,Raw,-8.267551,-3.8273177,-0.7218784,1418121530
,ServiceLog,md,1418121562105,Raw,-8.158588,-3.7047346,-0.53119355,1418121530
,ServiceLog,md,1418121563202,Raw,-8.417375,-3.445948,-0.5720546,1418121530
,ServiceLog,md,1418121564272,Raw,-8.22669,-3.8273177,-0.61291564,1418121530
,ServiceLog,md,1418121565341,Raw,-8.036005,-4.167826,-0.6401563,1418121530
,ServiceLog,md,1418121566442,Raw,-8.417375,-3.9362805,-0.53119355,1418121530
,ServiceLog,md,1418121567517,Raw,-8.417375,-3.6774938,-0.5720546,1418121530
,ServiceLog,md,1418121568584,Raw,-7.995144,-3.9362805,-0.53119355,1418121530
,ServiceLog,md,1418121569671,Raw,-8.117727,-3.8273177,-0.7627395,1418121530
,ServiceLog,md,1418121570743,Raw,-8.076866,-3.7047346,-0.61291564,1418121530
,ServiceLog,md,1418121571847,Raw,-7.9679036,-3.9362805,-0.6810174,1418121530
,ServiceLog,md,1418121572964,Raw,-8.3765135,-3.7047346,-0.53119355,1418121530
,ServiceLog,md,1418121574071,Raw,-8.117727,-3.7047346,-0.5720546,1418121530
,ServiceLog,md,1418121575128,Raw,-8.308413,-3.6774938,-0.29964766,1418121530
,ServiceLog,md,1418121576209,Raw,-8.22669,-3.6774938,-0.4903325,1418121530
,ServiceLog,md,1418121577275,Raw,-8.185829,-3.7455957,-0.6401563,1418121530
,ServiceLog,md,1418121578347,Raw,-7.995144,-3.255263,-0.7218784,1418121530
,ServiceLog,md,1418121579436,Raw,-8.839605,-3.173541,-0.95342433,1418121530
,ServiceLog,md,1418121580494,Raw,-8.036005,-3.445948,-0.4903325,1418121530
,ServiceLog,md,1418121581551,Raw,-8.458236,-3.7455957,-0.4903325,1418121530
,ServiceLog,md,1418121582605,Raw,-8.22669,-3.9771416,-0.8036005,1418121530
,ServiceLog,md,1418121583662,Raw,-8.730643,-3.5140498,-0.8036005,1418121530
,ServiceLog,md,1418121584718,Raw,-8.22669,-3.3233647,-0.6810174,1418121530
,ServiceLog,md,1418121585809,Raw,-8.689782,-3.7047346,-0.53119355,1418121530
,ServiceLog,md,1418121586883,Raw,-7.8861814,-3.445948,-0.6401563,1418121530
,ServiceLog,md,1418121587946,Raw,-8.499097,-3.7047346,-0.3405087,1418121530
