Accel_X,Accel_Y,Accel_Z,Azimuth,GPS_Accuracy,GPS_Alt,GPS_Bearing,GPS_Lat,GPS_Lon,GPS_Speed,Gyro_X,Gyro_Y,Gyro_Z,ID,Magnetic_X,Magnetic_Y,Magnetic_Z,Name,Pitch,Roll,TimeStamp,Type,User,race_id,session_id
-2.1458032,-9.384672,-0.26874915,273.0691,,,,,,,-0.004215251,0.0033920682,0.13885322,693,9.750924,-0.6542774,-4.4159613,Проспект Мира (КЛЦ) 3,91.92262,-18.053457,1435846728399,Raw,Anna,1435843480,449805108
-2.2990322,-9.422979,-0.0005985504,264.43268,,,,,,,-0.0063343286,0.012973056,0.15589799,,17.577438,7.684802,-3.003217,ServiceLog,91.07721,-17.836432,1435846728850,Raw,Anna,1435843480,449805108
-2.4905684,-9.346365,0.45908818,256.22598,,,,,,,-0.01591798,0.022558572,0.13991903,,19.829214,5.6953473,-4.368652,ServiceLog,89.7232,-20.089903,1435846729937,Raw,Anna,1435843480,449805108
-2.3756466,-9.422979,0.30585927,250.17282,,,,,,,-0.007399593,0.0076467344,0.12287479,,18.413216,-3.7206602,-7.3528295,ServiceLog,88.22471,-19.015194,1435846730948,Raw,Anna,1435843480,449805108
-2.3756466,-9.422979,0.57400984,245.46214,,,,,,,0.0011262508,0.010840664,0.12926638,,13.186249,-17.59044,-9.010135,ServiceLog,87.34683,-18.744652,1435846732037,Raw,Anna,1435843480,449805108
-2.2224178,-9.499594,0.3824737,236.26678,,,,,,,-0.002065814,0.0076427395,0.12713611,,0.2668052,-37.826862,-16.885626,ServiceLog,87.25638,-18.23519,1435846733051,Raw,Anna,1435843480,449805108
-2.1458032,-9.461287,0.53570265,219.21321,,,,,,,-0.0031310786,-0.014727813,0.1516372,,-13.3998575,-62.98543,-23.088844,ServiceLog,87.139534,-18.095034,1435846734128,Raw,Anna,1435843480,449805108
-2.3373394,-9.422979,0.3824737,197.58238,,,,,,,0.009644638,0.016169116,0.114352405,,-21.447737,-76.214264,-26.989307,ServiceLog,87.45537,-18.541101,1435846735140,Raw,Anna,1435843480,449805108
-2.1458032,-9.422979,0.3824737,181.8955,,,,,,,-0.014852716,-0.026443591,0.13778849,,-22.64956,-85.722534,-30.029276,ServiceLog,87.77481,-17.932856,1435846736233,Raw,Anna,1435843480,449805108
-2.2990322,-9.461287,-0.077213004,173.754,,,,,,,-0.0052616075,-0.03070678,0.12713611,,-22.175215,-87.73703,-30.755087,ServiceLog,89.22331,-17.634773,1435846737246,Raw,Anna,1435843480,449805108
