Accel_X,Accel_Y,Accel_Z,Azimuth,GPS_Accuracy,GPS_Alt,GPS_Bearing,GPS_Lat,GPS_Lon,GPS_Speed,Gyro_X,Gyro_Y,Gyro_Z,ID,Magnetic_X,Magnetic_Y,Magnetic_Z,Name,Pitch,Roll,TimeStamp,Type,User,race_id,session_id
-3.3716345,-9.154829,0.53570265,177.90967,,,,,,,-0.03702593,-0.06168041,-0.031180557,943,5.539631,110.42739,-14.937285,Сухаревская 3,87.551796,-18.274235,1435842941358,Raw,Anna,1435839692,461992391
-3.3716345,-9.039907,0.53570265,177.89217,,,,,,,-0.008267251,-0.0073495256,-0.0141480435,,29.32829,144.50127,-18.143354,ServiceLog,87.33685,-19.03183,1435842941836,Raw,Anna,1435839692,461992391
-3.4865563,-9.116522,0.19093758,178.06091,,,,,,,0.037571345,0.014998657,-0.03534947,,23.948137,138.7366,-21.431913,ServiceLog,88.05615,-19.937483,1435842942853,Raw,Anna,1435839692,461992391
-3.141791,-9.193136,0.45908818,178.28505,,,,,,,0.015189872,9.241169e-05,-0.039645147,,31.859344,142.75372,-19.64077,ServiceLog,86.82284,-18.683767,1435842943939,Raw,Anna,1435839692,461992391
-3.639785,-8.924985,1.0720038,177.35158,,,,,,,-0.02207281,0.007534349,0.0040999367,,35.07812,167.18298,-13.406534,ServiceLog,85.85324,-19.705263,1435842944970,Raw,Anna,1435839692,461992391
-3.7547069,-9.384672,-0.11552023,179.06526,,,,,,,0.13877866,-0.004181163,-0.024673654,,48.284992,231.62292,-9.142999,ServiceLog,86.71823,-20.075277,1435842946065,Raw,Anna,1435839692,461992391
-3.29502,-9.154829,0.30585927,176.62119,,,,,,,0.017341971,-0.023358319,-0.02892326,,48.812695,205.229,-10.034634,ServiceLog,84.70367,-19.765812,1435842947085,Raw,Anna,1435839692,461992391
-3.4865563,-9.078215,0.3824737,176.91154,,,,,,,-0.0273741,-0.05533383,-0.019254921,,47.852146,180.01953,-11.287069,ServiceLog,86.395676,-19.425455,1435842948164,Raw,Anna,1435839692,461992391
-2.2990322,-9.576208,-0.65182143,176.26938,,,,,,,-0.011391671,0.17049983,-0.023504527,,2.6237297,48.388756,-41.947727,ServiceLog,91.17033,-16.986158,1435842949182,Raw,Anna,1435839692,461992391
-2.758719,-9.269751,0.15263036,177.94759,,,,,,,0.08238036,0.052235506,-0.03193423,,-7.446902,19.970163,-52.847504,ServiceLog,89.90131,-15.035241,1435842950270,Raw,Anna,1435839692,461992391
