ID,Name,User,TimeStamp,Type,X,Y,Z
2102,Кунцевская (АПК) 2,md,1417616268013,Raw,-0.44947147,5.012288,7.4639506
,ServiceLog,md,1417616268281,Raw,-0.6810174,5.202973,7.5456724
,ServiceLog,md,1417616269302,Raw,-1.293933,5.5162406,7.572913
,ServiceLog,md,1417616270333,Raw,-1.3756552,5.47538,7.273266
,ServiceLog,md,1417616271366,Raw,-1.7978859,5.5843425,7.1915436
,ServiceLog,md,1417616272389,Raw,-0.40861043,4.930566,7.804459
,ServiceLog,md,1417616273408,Raw,0.21792556,5.284695,7.6954966
,ServiceLog,md,1417616274448,Raw,-0.25878662,5.3527966,7.7363577
,ServiceLog,md,1417616275464,Raw,-0.3405087,5.284695,7.7363577
,ServiceLog,md,1417616276487,Raw,-0.44947147,5.3527966,7.763598
,ServiceLog,md,1417616277532,Raw,-0.44947147,5.3936577,7.763598
,ServiceLog,md,1417616278557,Raw,-0.53119355,5.3527966,7.6546354
,ServiceLog,md,1417616279611,Raw,-0.4903325,5.3119354,7.6954966
,ServiceLog,md,1417616280639,Raw,-0.5720546,5.3527966,7.6137743
,ServiceLog,md,1417616282063,Raw,-0.53119355,5.3119354,7.6137743
,ServiceLog,md,1417616283081,Raw,-0.4903325,5.3119354,7.6546354
,ServiceLog,md,1417616284098,Raw,-0.4903325,5.3527966,7.572913
,ServiceLog,md,1417616285124,Raw,-0.4903325,5.3936577,7.7363577
,ServiceLog,md,1417616286141,Raw,-0.87170225,5.1212506,7.6137743
,ServiceLog,md,1417616287169,Raw,-2.1792557,5.8158884,6.851035
2103,Кунцевская (АПК) 3,md,1417616287357,Raw,-2.6014864,5.7341666,6.742072
