ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,session_id,race_id
733,Павелецкая (КЛЦ) 3,Andrey,1435914142289,Raw,-0.8308412,2.383561,9.929234,237.74399,-12.870193,-4.460683,23.82,-0.058337633,0.11881329,0.023518313,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914143301,Raw,-1.3211738,3.0781987,9.684067,226.87843,-13.97676,-5.0968924,19.68,0.042455133,0.08277224,-0.01863139,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914144349,Raw,-1.3756552,2.8738933,9.711308,221.48338,-15.259522,-7.464844,18.119999,-0.014966198,-0.009468411,0.024129177,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914145408,Raw,-1.525479,3.0645783,9.507003,219.56563,-17.77347,-8.423818,17.58,-0.0015271631,0.03604105,-0.0012217305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914146443,Raw,-1.9068487,3.1599207,9.479762,226.69447,-18.255718,-10.274179,20.1,-0.021685716,0.02443461,-0.0106901415,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914147495,Raw,-1.7025435,2.6832085,9.833891,231.68239,-16.305595,-10.275176,23.64,-0.025961773,0.0125227375,0.0421497,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914148506,Raw,-1.6616824,2.6832085,9.738548,249.60641,-15.731922,-10.167093,32.399998,-0.021380283,0.02107485,0.022296581,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914149619,Raw,-1.5799603,2.4380422,9.316318,263.41705,-15.226285,-9.77599,39.239998,-0.093767814,-0.077579886,-0.0125227375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914150766,Raw,-1.3620348,2.3426998,9.901993,272.27786,-14.000761,-8.907688,48.239998,-0.022602014,-0.0067195175,-0.03481932,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914151910,Raw,-1.3075534,2.547005,9.302697,284.3326,-14.211277,-8.479218,68.64,-0.11942416,-0.06872234,-0.07941248,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914152950,Raw,-1.253072,2.315459,9.942854,287.42993,-13.202653,-7.850717,75.72,0.00580322,-0.02076942,-0.03359759,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914153961,Raw,-1.4165162,2.4244218,9.820271,282.40146,-13.487956,-7.5148773,62.579998,-0.05467244,0.0036651916,0.0009162979,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914155001,Raw,-1.0760075,2.4516625,9.452521,103.05319,-13.064383,-7.6797137,-63.6,0.04642576,0.04337143,0.045814894,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914156094,Raw,-1.3620348,2.2473574,10.678352,89.57665,-11.687689,-6.5880065,-47.94,0.027183503,0.056199603,0.09040806,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914157116,Raw,-1.2258313,2.0294318,9.275456,83.29148,-12.503254,-7.323837,-38.7,-0.046731193,0.069027774,0.004276057,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914158135,Raw,-1.334794,1.8387469,9.643207,81.09177,-13.034143,-6.7023044,-38.34,-0.07849618,-0.07971791,-0.05222898,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
734,Павелецкая (КЛЦ) 4,Andrey,1435914158202,Raw,-1.334794,1.8387469,9.643207,81.09177,-13.034143,-6.7023044,-38.34,0.14752395,0.3659083,0.21930063,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914159200,Raw,-1.6753027,2.73769,9.874752,77.67229,-16.748045,-8.386192,-39.12,0.05955936,0.26389378,-0.042760566,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914160274,Raw,-2.5742457,3.5140498,8.567199,62.81379,-20.767534,-15.619448,-18.06,0.109650314,-0.04428773,0.027488936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914161411,Raw,-2.982856,5.4617596,10.283362,33.30337,-21.251516,-14.974002,-4.62,-0.20922135,-0.03634648,0.033292156,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914162464,Raw,-3.1054392,4.004382,9.588725,29.70896,-21.097692,-18.436174,4.2,-0.030543262,0.14630222,0.05375614,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914163477,Raw,-0.55843425,2.2064962,9.057531,357.9798,-12.38946,-3.589804,-1.8,-0.1337795,0.44043383,0.17165314,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914164491,Raw,-1.1032481,2.3290794,10.18802,65.05845,-12.267769,-6.4799275,-42.6,-0.017104227,-0.03726278,0.15424347,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914165521,Raw,-1.7978859,2.73769,10.773695,74.87065,-15.110537,-7.3548646,-47.039997,0.02687807,0.06688975,0.04428773,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914166538,Raw,-1.9340894,3.0373375,9.915613,79.65352,-17.613821,-11.359166,-51.78,-0.03848451,-0.10629055,-0.014049901,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914167601,Raw,-3.0373375,3.445948,8.730643,105.617615,-21.12767,-18.538836,-91.979996,0.010995574,0.07269296,0.022602014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914168651,Raw,-3.0373375,3.6093922,8.730643,104.62157,-22.74605,-19.40614,-89.939995,0.19028452,0.029321533,-0.027488936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914169671,Raw,-3.0100968,3.759216,7.7908387,105.42122,-24.369892,-21.215721,-93.42,-0.22266038,0.1020145,-0.13316862,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914170691,Raw,-2.383561,3.3233647,9.370799,96.50671,-22.042738,-12.261096,-74.939995,-0.016493361,0.018936822,0.1151481,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914171832,Raw,-2.2473574,3.0645783,10.092678,81.9409,-19.501328,-11.31374,-59.76,0.10629055,0.1826487,0.1386664,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914172883,Raw,-1.7842655,3.1599207,8.458236,83.63031,-19.507755,-11.455248,-62.52,0.10629055,0.059864793,-0.03145956,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914173926,Raw,-1.920469,2.9147544,8.866846,68.807365,-18.763426,-10.758515,-42.78,-0.1386664,-0.17012598,-0.10140363,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914174987,Raw,-2.465283,2.6559677,10.065437,56.32076,-16.615929,-13.645313,-37.02,-0.17562376,-0.018020526,0.06047566,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914176055,Raw,-2.070293,3.3506055,8.717023,58.10003,-17.995583,-11.386378,-37.26,-0.18967366,-0.21227567,-0.18387043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914177087,Raw,-1.2394516,3.0237172,9.125633,56.706863,-15.102133,-10.01365,-32.28,0.14874569,0.19456059,0.1554652,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914178116,Raw,-1.6344417,2.4516625,9.357179,59.163303,-14.930348,-8.87116,-36.3,0.057421334,-0.01038471,-0.021991149,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914179185,Raw,-1.5118586,2.587866,9.656827,60.289997,-15.171119,-8.235298,-39.0,-0.020463986,-0.110872045,0.063224554,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914180229,Raw,-1.4573772,3.255263,9.684067,62.238575,-16.045765,-8.613601,-37.86,0.042760566,-0.16462818,-0.040011674,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914181237,Raw,-0.81722087,3.0373375,9.507003,56.742023,-15.018796,-7.633569,-36.36,0.12217305,0.1872302,0.0888809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914182270,Raw,-1.1168685,3.214402,8.444615,53.32017,-15.46215,-8.158438,-33.78,-0.07269296,0.22876903,0.016187929,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914183411,Raw,-0.939804,2.6559677,9.983715,52.276016,-14.944415,-6.8123193,-32.7,0.030543262,-0.31642818,-0.100792766,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914184476,Raw,-1.3484144,2.4789033,9.670447,49.15029,-15.397022,-5.190466,-30.06,-0.105068825,-0.13103059,0.023518313,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914185520,Raw,-1.1713499,2.2201166,9.970095,50.166847,-15.218308,-4.143804,-32.64,-0.013439035,-0.017715093,-0.0070249503,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914186566,Raw,-0.43585113,2.4789033,8.962189,52.277485,-15.727784,-4.4151235,-35.46,0.049785517,0.19333886,0.046120327,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914187610,Raw,-0.6537767,2.2745981,10.160779,59.55929,-14.248566,-5.4132895,-39.66,0.067500606,0.10781772,-0.0290161,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914188706,Raw,-1.3620348,2.7240696,9.384419,58.338123,-17.378662,-6.9931297,-38.579998,-0.14966199,-0.087659165,-0.015271631,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914189739,Raw,-0.9670447,2.8602731,9.452521,66.127205,-17.003954,-7.5528107,-44.76,0.060170226,0.20158553,-0.00061086525,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914190800,Raw,-0.53119355,2.8057916,9.248216,64.78383,-16.727606,-5.970144,-43.44,-0.10598512,0.02321288,-0.106901415,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914191832,Raw,-0.88532263,2.9283748,9.629586,64.155754,-17.127605,-5.1094766,-43.2,0.041233405,0.011911872,-0.038179077,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914192866,Raw,-0.95342433,3.0645783,9.370799,63.66882,-17.721731,-5.7867856,-42.78,-0.03359759,0.008246681,-0.07544186,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914193903,Raw,-1.0623871,3.0100968,9.738548,62.368145,-18.383726,-5.266557,-44.399998,-0.0842994,-0.108123146,-0.030543262,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
,ServiceLog,Andrey,1435914194940,Raw,-1.1168685,3.568531,9.275456,61.384735,-19.321245,-8.154167,-42.36,0.09010262,0.0036651916,-0.036651913,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435914142
