Accel_X,Accel_Y,Accel_Z,Azimuth,GPS_Accuracy,GPS_Alt,GPS_Bearing,GPS_Lat,GPS_Lon,GPS_Speed,Gyro_X,Gyro_Y,Gyro_Z,ID,Magnetic_X,Magnetic_Y,Magnetic_Z,Name,Pitch,Roll,TimeStamp,Type,User,race_id,session_id
-1.8776526,2.3373394,9.537901,196.45502,,,,,,,0.010722419,0.11597614,-0.014500646,733,28.431236,28.720716,-47.07502,Павелецкая (КЛЦ) 3,-14.765819,-13.600682,1435917591385,Raw,Anna,1435914799,244724959
-1.3413515,2.2990322,9.844358,198.98047,,,,,,,-0.018055167,0.011588746,0.07277993,,25.638897,29.31352,-43.748226,ServiceLog,-14.418862,-10.280635,1435917591924,Raw,Anna,1435914799,244724959
-2.4522612,3.448249,8.886678,198.72342,,,,,,,-0.0478863,-0.044867873,-0.013524065,,26.447273,24.0206,-39.281525,ServiceLog,-18.66354,-14.868341,1435917593005,Raw,Anna,1435914799,244724959
-2.4522612,3.2184057,9.039907,199.05386,,,,,,,-0.050032273,-0.07255623,-0.019986758,,27.73943,19.458769,-40.820675,ServiceLog,-19.785593,-14.357978,1435917594016,Raw,Anna,1435914799,244724959
-2.3373394,3.3716345,8.924985,199.5273,,,,,,,0.052229118,0.079778716,0.01941045,,17.116232,15.157287,-44.488064,ServiceLog,-20.000843,-13.458771,1435917595092,Raw,Anna,1435914799,244724959
-1.6861166,3.103484,9.422979,201.27002,,,,,,,0.007480287,0.029715551,0.00659159,,11.107611,9.876408,-25.298378,ServiceLog,-18.219244,-9.536595,1435917596104,Raw,Anna,1435914799,244724959
-1.762731,3.0268695,9.461287,202.28368,,,,,,,-0.006371879,-0.0139578935,-0.014731276,,11.909764,2.1872394,-30.3641,ServiceLog,-17.826984,-9.367425,1435917597138,Raw,Anna,1435914799,244724959
-1.6861166,2.9502552,9.461287,202.419,,,,,,,-0.01916677,-0.017147295,0.009716277,,8.360356,-2.8172069,-21.862373,ServiceLog,-17.813692,-9.45376,1435917598150,Raw,Anna,1435914799,244724959
-1.91596,3.141791,9.269751,203.0221,,,,,,,-0.009587114,-0.012881977,-0.007363374,,10.1489315,-11.61494,-22.376463,ServiceLog,-18.195444,-9.987338,1435917599231,Raw,Anna,1435914799,244724959
-2.107496,3.103484,9.422979,203.39537,,,,,,,0.006380401,-0.01074479,0.005366536,,10.342239,-15.362298,-19.074202,ServiceLog,-18.016596,-10.962254,1435917600243,Raw,Anna,1435914799,244724959
