ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,race_id
1653,Парк Победы 3,md,1418110135864,Raw,-0.25878662,3.0645783,8.989429,1418110135
,ServiceLog,md,1418110136295,Raw,-0.53119355,2.982856,8.962189,1418110135
,ServiceLog,md,1418110137353,Raw,-0.4903325,2.7921712,8.921328,1418110135
,ServiceLog,md,1418110138377,Raw,-0.87170225,2.669588,9.112013,1418110135
,ServiceLog,md,1418110139422,Raw,-0.38136974,2.8602731,9.071152,1418110135
,ServiceLog,md,1418110140457,Raw,-0.38136974,3.091819,9.220976,1418110135
,ServiceLog,md,1418110141495,Raw,-0.6401563,2.7104492,9.071152,1418110135
,ServiceLog,md,1418110142596,Raw,-0.40861043,2.8330324,9.152874,1418110135
,ServiceLog,md,1418110143625,Raw,-0.21792556,2.7513103,9.220976,1418110135
,ServiceLog,md,1418110144657,Raw,-0.25878662,2.5197644,9.071152,1418110135
,ServiceLog,md,1418110145700,Raw,-0.3405087,2.4516625,9.193735,1418110135
,ServiceLog,md,1418110146730,Raw,-0.19068487,2.6014864,8.880466,1418110135
1654,Парк Победы 4,md,1418110147284,Raw,-0.19068487,2.5197644,9.152874,1418110135
,ServiceLog,md,1418110147758,Raw,-0.38136974,2.5606253,8.962189,1418110135
,ServiceLog,md,1418110148798,Raw,-0.14982383,2.5197644,9.152874,1418110135
,ServiceLog,md,1418110149826,Raw,-0.29964766,0.29964766,9.261836,1418110135
,ServiceLog,md,1418110150879,Raw,-0.21792556,3.091819,8.798744,1418110135
,ServiceLog,md,1418110151912,Raw,-0.38136974,3.7455957,9.030291,1418110135
,ServiceLog,md,1418110152954,Raw,-1.6344417,5.965712,6.932757,1418110135
,ServiceLog,md,1418110153985,Raw,-1.1441092,4.3176503,8.267551,1418110135
,ServiceLog,md,1418110155043,Raw,-1.0623871,4.862464,8.648921,1418110135
,ServiceLog,md,1418110156081,Raw,-0.5720546,4.399372,8.185829,1418110135
,ServiceLog,md,1418110157110,Raw,-0.8036005,5.3119354,6.891896,1418110135
,ServiceLog,md,1418110158141,Raw,-1.0623871,6.742072,7.572913,1418110135
,ServiceLog,md,1418110159176,Raw,5.1212506,6.537767,0.87170225,1418110135
,ServiceLog,md,1418110160201,Raw,10.446807,-0.4903325,1.253072,1418110135
,ServiceLog,md,1418110161249,Raw,9.684067,-3.13268,0.19068487,1418110135
,ServiceLog,md,1418110162292,Raw,10.147159,-3.9771416,0.14982383,1418110135
,ServiceLog,md,1418110163330,Raw,9.997335,-1.8659877,-0.027240695,1418110135
,ServiceLog,md,1418110164363,Raw,10.61025,-1.1849703,-1.9885708,1418110135
,ServiceLog,md,1418110165449,Raw,11.100583,0.06810174,-3.4731886,1418110135
,ServiceLog,md,1418110166487,Raw,9.724928,-2.669588,-3.636633,1418110135
,ServiceLog,md,1418110167521,Raw,10.147159,-1.6753027,-2.3699405,1418110135
,ServiceLog,md,1418110168557,Raw,10.2152605,-1.8659877,-2.7513103,1418110135
,ServiceLog,md,1418110169598,Raw,9.956474,-1.4437568,-2.4516625,1418110135
,ServiceLog,md,1418110170642,Raw,10.256122,-1.56634,-2.4516625,1418110135
,ServiceLog,md,1418110171677,Raw,9.997335,-1.334794,-2.3699405,1418110135
,ServiceLog,md,1418110172719,Raw,10.296983,-1.7570249,-2.4108016,1418110135
,ServiceLog,md,1418110173761,Raw,10.024576,-1.525479,-2.4108016,1418110135
,ServiceLog,md,1418110174795,Raw,10.487668,-0.7218784,-3.255263,1418110135
,ServiceLog,md,1418110175829,Raw,8.921328,2.8330324,7.804459,1418110135
