ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z
2152,Мякинино 2,md,1422945383414,Raw,2.5606253,5.3936577,6.742072,49.0,-36.0,16.0,-62.25,0.0,0.0,0.0
,ServiceLog,md,1422945383897,Raw,1.7978859,5.1621118,7.6954966,48.0,-33.0,10.0,-61.0,0.0,0.0,0.0
,ServiceLog,md,1422945384918,Raw,1.7161638,4.739881,7.8861814,48.0,-30.0,10.0,-55.8125,0.0,0.0,0.0
,ServiceLog,md,1422945385956,Raw,1.8659877,4.862464,7.763598,46.0,-31.0,11.0,-59.9375,0.0,0.0,0.0
,ServiceLog,md,1422945387011,Raw,1.9885708,4.971427,7.6954966,45.0,-32.0,12.0,-62.9375,0.0,0.0,0.0
,ServiceLog,md,1422945388045,Raw,2.0566726,5.202973,7.4230895,44.0,-34.0,12.0,-65.625,0.0,0.0,0.0
,ServiceLog,md,1422945389090,Raw,2.2473574,5.47538,7.2324047,44.0,-35.0,13.0,-66.8125,0.0,0.0,0.0
,ServiceLog,md,1422945390106,Raw,2.4789033,5.3936577,7.1915436,44.0,-35.0,15.0,-73.6875,0.0,0.0,0.0
,ServiceLog,md,1422945391174,Raw,2.4789033,5.3527966,7.5456724,44.0,-33.0,15.0,-74.8125,0.0,0.0,0.0
,ServiceLog,md,1422945392221,Raw,2.4789033,5.3119354,7.3822284,43.0,-35.0,14.0,-75.1875,0.0,0.0,0.0
,ServiceLog,md,1422945393285,Raw,2.5197644,5.3527966,7.1915436,43.0,-35.0,15.0,-76.875,0.0,0.0,0.0
,ServiceLog,md,1422945394328,Raw,2.5606253,5.3527966,7.3549876,43.0,-34.0,15.0,-75.875,0.0,0.0,0.0
,ServiceLog,md,1422945395343,Raw,2.5197644,5.3119354,7.2324047,43.0,-34.0,15.0,-74.6875,0.0,0.0,0.0
,ServiceLog,md,1422945396394,Raw,2.4789033,5.284695,7.3549876,43.0,-34.0,15.0,-76.25,0.0,0.0,0.0
,ServiceLog,md,1422945397425,Raw,2.5197644,5.243834,7.3141265,42.0,-34.0,15.0,-77.0625,0.0,0.0,0.0
,ServiceLog,md,1422945398479,Raw,2.4516625,5.284695,7.3141265,42.0,-34.0,15.0,-78.0,0.0,0.0,0.0
,ServiceLog,md,1422945399518,Raw,2.4789033,5.284695,7.3141265,42.0,-34.0,15.0,-79.75,0.0,0.0,0.0
,ServiceLog,md,1422945400550,Raw,2.4516625,5.243834,7.4230895,42.0,-33.0,15.0,-78.5625,0.0,0.0,0.0
,ServiceLog,md,1422945401583,Raw,2.4516625,5.202973,7.3822284,42.0,-33.0,15.0,-79.1875,0.0,0.0,0.0
,ServiceLog,md,1422945402849,Raw,2.4108016,5.202973,7.3822284,42.0,-33.0,14.0,-78.4375,0.0,0.0,0.0
,ServiceLog,md,1422945403880,Raw,2.3699405,5.202973,7.3822284,42.0,-33.0,14.0,-75.75,0.0,0.0,0.0
,ServiceLog,md,1422945404909,Raw,2.4789033,5.202973,7.4230895,42.0,-33.0,15.0,-76.625,0.0,0.0,0.0
,ServiceLog,md,1422945405924,Raw,2.3699405,5.202973,7.3141265,42.0,-34.0,14.0,-74.375,0.0,0.0,0.0
,ServiceLog,md,1422945406972,Raw,2.3699405,5.09401,7.5456724,42.0,-32.0,14.0,-77.375,0.0,0.0,0.0
,ServiceLog,md,1422945407988,Raw,2.7104492,5.053149,7.504812,42.0,-32.0,16.0,-78.875,0.0,0.0,0.0
,ServiceLog,md,1422945409031,Raw,2.7513103,5.3936577,8.267551,40.0,-31.0,15.0,-87.8125,0.0,0.0,0.0
2153,Мякинино 3,md,1422945409071,Raw,2.7513103,5.3936577,8.267551,40.0,-31.0,15.0,-87.8125,0.0,0.0,0.0
