Accel_X,Accel_Y,Accel_Z,Azimuth,GPS_Accuracy,GPS_Alt,GPS_Bearing,GPS_Lat,GPS_Lon,GPS_Speed,Gyro_X,Gyro_Y,Gyro_Z,ID,Magnetic_X,Magnetic_Y,Magnetic_Z,Name,Pitch,Roll,TimeStamp,Type,User,race_id,session_id
0.84216046,3.7163997,9.537901,21.133453,,,,,,,0.037317544,-0.008056062,0.0793622,2213,46.25064,67.16509,-220.35884,Шипиловская 3,-21.832983,1.902342,1435910808178,Raw,Anna,1435907558,77603657
0.7272388,3.5248635,9.231443,21.334257,,,,,,,6.1252704e-06,-0.0027148265,0.0035819516,,51.22042,54.814484,-206.87836,ServiceLog,-20.846695,3.9745302,1435910808966,Raw,Anna,1435907558,77603657
0.95708215,3.29502,9.308058,21.431576,,,,,,,0.0053324476,-0.0091064125,0.00038615835,,41.680637,36.250946,-209.1158,ServiceLog,-20.547138,4.206725,1435910810001,Raw,Anna,1435907558,77603657
0.6889315,3.5631707,9.614515,21.54619,,,,,,,0.026610838,0.0058222027,-0.0093474295,,40.33462,71.36707,-210.44202,ServiceLog,-20.811459,4.6199336,1435910811070,Raw,Anna,1435907558,77603657
1.1869255,3.5631707,9.193136,21.457994,,,,,,,0.010628143,0.005824333,-0.021086376,,42.439747,78.50997,-253.2983,ServiceLog,-20.416113,6.243155,1435910812103,Raw,Anna,1435907558,77603657
0.76554596,3.4099417,9.308058,21.489475,,,,,,,0.009551427,0.0026349316,-0.021148961,,45.698215,83.2064,-238.59436,ServiceLog,-20.267483,5.296764,1435910813171,Raw,Anna,1435907558,77603657
0.6889315,3.793014,9.231443,21.656706,,,,,,,0.011681956,0.01435284,-0.014757374,,39.00388,55.075294,-232.4295,ServiceLog,-20.703632,4.275643,1435910814245,Raw,Anna,1435907558,77603657
0.42078096,3.29502,9.116522,21.663418,,,,,,,-0.017107347,0.013302489,-0.0031859395,,36.63924,46.99089,-222.16096,ServiceLog,-20.77828,3.2422535,1435910815311,Raw,Anna,1435907558,77603657
0.19093758,3.3333273,9.384672,21.759293,,,,,,,0.0031097732,0.009054215,0.029711822,,25.514881,41.42889,-222.01328,ServiceLog,-21.15203,2.1362715,1435910816362,Raw,Anna,1435907558,77603657
0.15263036,3.448249,9.154829,21.720186,,,,,,,0.020127106,0.022917833,-0.0066533755,,18.51801,37.58726,-227.98914,ServiceLog,-21.11871,1.5634198,1435910817450,Raw,Anna,1435907558,77603657
-0.0005985504,3.3333273,9.193136,21.686647,,,,,,,-0.001174454,0.030372553,-0.05137371,,26.320866,23.591343,-218.06831,ServiceLog,-21.223328,1.0375272,1435910818502,Raw,Anna,1435907558,77603657
-0.6135142,3.6014779,9.039907,21.69465,,,,,,,0.023315176,0.055945292,-0.06528473,,6.273131,-5.7844605,-188.09999,ServiceLog,-21.76168,-0.097599715,1435910819591,Raw,Anna,1435907558,77603657
-0.6135142,3.6014779,9.039907,21.69465,,,,,,,0.023315176,0.055945292,-0.06528473,2214,6.273131,-5.7844605,-188.09999,Шипиловская 4,-21.76168,-0.097599715,1435910820459,Raw,Anna,1435907558,77603657
-0.6901286,3.7547069,8.924985,21.916943,,,,,,,0.027526166,-0.009008142,0.0143381925,,9.03913,-17.205462,-175.13287,ServiceLog,-22.253063,-2.6846302,1435910820631,Raw,Anna,1435907558,77603657
-0.6135142,3.5248635,8.848371,21.410477,,,,,,,-0.008727445,-0.0068584387,-0.009285644,,-5.1795483,-15.74959,-134.8046,ServiceLog,-22.37361,-2.6353543,1435910821703,Raw,Anna,1435907558,77603657
-0.46028528,3.4099417,9.039907,21.284918,,,,,,,-0.006573747,0.004846687,-0.0059644156,,-1.1528453,-10.244962,-153.51659,ServiceLog,-22.52404,-2.7354608,1435910822746,Raw,Anna,1435907558,77603657
-0.6901286,3.4865563,9.078215,21.264833,,,,,,,-0.0076507293,0.009114136,-0.013484118,,7.9545274,1.5934503,-167.64536,ServiceLog,-22.173172,-2.7193134,1435910823807,Raw,Anna,1435907558,77603657
-0.3453636,3.793014,9.384672,21.273493,,,,,,,-0.006608368,-0.011113104,-0.0008263789,,0.76844126,-10.952241,-161.48102,ServiceLog,-22.426332,-2.6591594,1435910824871,Raw,Anna,1435907558,77603657
-0.46028528,3.8696284,9.0016,21.17038,,,,,,,0.008282165,0.009139969,0.00970083,,0.5770938,-21.770576,-163.22447,ServiceLog,-22.528389,-2.832421,1435910825937,Raw,Anna,1435907558,77603657
-0.30705637,3.7163997,8.771756,21.33201,,,,,,,-0.018357169,0.020862138,-0.022298913,,0.7546048,-30.848406,-185.5713,ServiceLog,-22.48517,-3.076087,1435910826985,Raw,Anna,1435907558,77603657
-1.073201,3.5631707,9.231443,25.866837,,,,,,,0.08391967,-0.09099702,0.022505043,,10.9484215,-28.310871,-168.10962,ServiceLog,-18.998102,-7.645963,1435910828056,Raw,Anna,1435907558,77603657
-0.65182143,4.099472,8.771756,22.407343,,,,,,,0.17124845,0.03258644,-0.0884079,,-1.090201,-11.9083185,-166.06032,ServiceLog,-24.021534,-3.1409547,1435910829094,Raw,Anna,1435907558,77603657
-0.6901286,4.099472,8.886678,22.571905,,,,,,,0.033821613,0.025133848,-0.026664367,,4.266058,-20.796965,-157.78778,ServiceLog,-24.231682,-4.7697825,1435910830182,Raw,Anna,1435907558,77603657
-0.84335756,3.9079356,8.733449,22.706873,,,,,,,-0.05033055,0.0027611654,0.0063796025,,10.100112,4.9484363,-169.1596,ServiceLog,-24.412094,-5.2283497,1435910831223,Raw,Anna,1435907558,77603657
-1.0348936,4.099472,8.503606,22.732388,,,,,,,-0.06738623,-0.01321141,-0.0032703618,,3.0474293,-18.802114,-176.3866,ServiceLog,-24.21517,-5.126082,1435910832286,Raw,Anna,1435907558,77603657
